id,title,short_title,api_uri,first_name,middle_name,last_name,suffix,date_of_birth,gender,party,leadership_role,twitter_account,facebook_account,youtube_account,govtrack_id,cspan_id,votesmart_id,icpsr_id,crp_id,google_entity_id,fec_candidate_id,url,rss_url,contact_form,in_office,cook_pvi,dw_nominate,ideal_point,seniority,total_votes,missed_votes,total_present,last_updated,ocd_id,office,phone,fax,state,senate_class,state_rank,lis_id
B001180,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/B001180.,John,Marshall,Butler,,1897-07-21,M,R,,,,,402122,,,1341,,,,,,,False,,,,7,,,,2013-04-12 20:11:38 -0400,ocd-division/country:us/state:md,,,,MD,3,,
B001208,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/B001208.,Harry,Flood,Byrd,,1887-06-10,M,D,,,,,402148,,,1365,,,,,,,False,,,,24,,,,2013-04-12 20:11:39 -0400,ocd-division/country:us/state:va,,,,VA,1,,
C000128,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/C000128.,Homer,Earl,Capehart,,1897-06-06,M,R,,,,,402278,,,1489,,,,,,,False,,,,13,,,,2013-04-12 20:11:38 -0400,ocd-division/country:us/state:in,,,,IN,3,,
C000154,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/C000154.,Frank,,Carlson,,1893-01-23,M,R,,,,,402303,,,1510,,,,,,,False,,,,7,,,,2013-04-12 20:11:41 -0400,ocd-division/country:us/state:ks,,,,KS,3,,
C000189,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/C000189.,John,Albert,Carroll,,1901-07-30,M,D,,,,,402336,,,1540,,,,,,,False,,,,1,,,,2013-04-12 20:11:38 -0400,ocd-division/country:us/state:co,,,,CO,3,,
C000221,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/C000221.,Francis,Higbee,Case,,1896-12-09,,R,,,,,402367,,,1570,,,,,,,False,,,,7,,,,2013-04-12 20:11:38 -0400,ocd-division/country:us/state:sd,,,,SD,3,,
C000220,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/C000220.,Clifford,Philip,Case,,1904-04-16,,R,,,,,402366,,,1569,,,,,,,False,,,,3,,,,2013-04-12 20:11:46 -0400,ocd-division/country:us/state:nj,,,,NJ,2,,
C000338,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/C000338.,Dennis,,Chavez,,1888-04-08,,D,,,,,402478,,,1678,,,,,,,False,,,,22,,,,2013-04-12 20:11:39 -0400,ocd-division/country:us/state:nm,,,,NM,1,,
C000388,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/C000388.,Frank,Forrester,Church,,1924-07-25,M,D,,,,,402527,,,1721,,,,,,,False,,,,2,,,,2013-04-12 20:11:48 -0400,ocd-division/country:us/state:id,,,,ID,3,,
C000444,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/C000444.,Joseph,Sill,Clark,,1901-10-21,M,D,,,,,402582,,,1776,,,,,,,False,,,,2,,,,2013-04-12 20:11:41 -0400,ocd-division/country:us/state:pa,,,,PA,3,,
C000758,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/C000758.,John,Sherman,Cooper,,1901-08-23,M,R,,,,,402878,,,2052,,,,,,,False,,,,5,,,,2013-04-12 20:11:44 -0400,ocd-division/country:us/state:ky,,,,KY,2,,
C000802,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/C000802.,Norris,H.,Cotton,,,,R,,,,,402921,,,2087,,,,,,,False,,,,3,,,,2013-04-12 20:11:48 -0400,ocd-division/country:us/state:nh,,,,NH,3,,
C001006,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/C001006.,Carl,Thomas,Curtis,,1905-03-15,M,R,,,,,403113,,,2267,,,,,,,False,,,,3,,,,2013-04-12 20:11:47 -0400,ocd-division/country:us/state:ne,,,,NE,2,,
D000036,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/D000036.,Marion,Price,Daniel,,1910-10-10,M,D,,,,,403176,,,2326,,,,,,,False,,,,5,,,,2013-04-12 20:11:36 -0400,ocd-division/country:us/state:tx,,,,TX,1,,
D000360,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/D000360.,Everett,McKinley,Dirksen,,1896-01-04,,R,,,,,403477,,,2609,,,,,,,False,,,,7,,,,2013-04-12 20:11:41 -0400,ocd-division/country:us/state:il,,,,IL,3,,
D000456,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/D000456.,Paul,Howard,Douglas,,1892-03-26,M,D,,,,,403566,,,2691,,,,,,,False,,,,9,,,,2013-04-12 20:11:40 -0400,ocd-division/country:us/state:il,,,,IL,2,,
D000585,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/D000585.,Henry,Clarence,Dworshak,,1894-08-29,M,R,,,,,403688,,,2803,,,,,,,False,,,,10,,,,2013-04-12 20:11:40 -0400,ocd-division/country:us/state:id,,,,ID,2,,
E000018,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/E000018.,James,Oliver,Eastland,,1904-11-28,M,D,,,,,403714,,,2822,,,,,,,False,,,,15,,,,2013-04-12 20:11:47 -0400,ocd-division/country:us/state:ms,,,,MS,2,,
E000112,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/E000112.,Allen,Joseph,Ellender,,1890-09-24,,D,,,,,403803,,,2901,,,,,,,False,,,,21,,,,2013-04-12 20:11:44 -0400,ocd-division/country:us/state:la,,,,LA,2,,
E000210,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/E000210.,Joseph,Wilson,Ervin,,1901-03-03,M,D,,,,,403897,,,2987,,,,,,,False,,,,3,,,,2013-04-12 20:11:31 -0400,ocd-division/country:us/state:nc,,,,NC,3,,
F000190,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/F000190.,Ralph,Edward,Flanders,,1880-09-28,M,R,,,,,404145,,,3206,,,,,,,False,,,,11,,,,2013-04-12 20:11:36 -0400,ocd-division/country:us/state:vt,,,,VT,1,,
F000356,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/F000356.,Joseph,Allen,Frear,,1903-03-07,M,D,,,,,404303,,,3349,,,,,,,False,,,,9,,,,2013-04-12 20:11:37 -0400,ocd-division/country:us/state:de,,,,DE,2,,
F000401,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/F000401.,James,William,Fulbright,,1905-04-09,M,D,,,,,404343,,,3388,,,,,,,False,,,,13,,,,2013-04-12 20:11:44 -0400,ocd-division/country:us/state:ar,,,,AR,3,,
G000267,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/G000267.,Barry,Morris,Goldwater,,1909-01-01,M,R,,,,,404629,,,3658,,,,,,,False,,,,5,,,,2013-04-12 20:11:52 -0400,ocd-division/country:us/state:az,,,,AZ,1,,
G000320,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/G000320.,Albert,Arnold,Gore,,1907-12-26,M,D,,,,,404678,,,3704,,,,,,,False,,,,5,,,,2013-04-12 20:11:42 -0400,ocd-division/country:us/state:tn,,,,TN,1,,
G000418,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/G000418.,Theodore,Francis,Green,,1867-10-02,M,D,,,,,404766,,,3783,,,,,,,False,,,,21,,,,2013-04-12 20:11:37 -0400,ocd-division/country:us/state:ri,,,,RI,2,,
H000385,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/H000385.,Carl,Trumbull,Hayden,,1877-10-02,M,D,,,,,405253,,,4227,,,,,,,False,,,,30,,,,2013-04-12 20:11:42 -0400,ocd-division/country:us/state:az,,,,AZ,3,,
H000502,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/H000502.,Thomas,Carey,Hennings,,1903-06-25,M,D,,,,,405365,,,4328,,,,,,,False,,,,7,,,,2013-04-12 20:11:38 -0400,ocd-division/country:us/state:mo,,,,MO,3,,
H000559,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/H000559.,Bourke,Blakemore,Hickenlooper,,1896-07-21,,R,,,,,405421,,,4382,,,,,,,False,,,,13,,,,2013-04-12 20:11:42 -0400,ocd-division/country:us/state:ia,,,,IA,3,,
H000598,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/H000598.,Joseph,Lister,Hill,,1894-12-29,M,D,,,,,405460,,,4418,,,,,,,False,,,,19,,,,2013-04-12 20:11:42 -0400,ocd-division/country:us/state:al,,,,AL,3,,
H000665,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/H000665.,John,Dempsey,Hoblitzell,,1912-12-30,M,R,,,,,405520,,,4473,,,,,,,False,,,,1,,,,2013-04-12 20:11:39 -0400,ocd-division/country:us/state:wv,,,,WV,2,,
H000720,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/H000720.,Spessard,Lindsey,Holland,,1892-07-10,,D,,,,,405572,,,4520,,,,,,,False,,,,11,,,,2013-04-12 20:11:43 -0400,ocd-division/country:us/state:fl,,,,FL,1,,
H000875,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/H000875.,Roman,Lee,Hruska,,1904-08-16,,R,,,,,405721,,,4660,,,,,,,False,,,,3,,,,2013-04-12 20:11:46 -0400,ocd-division/country:us/state:ne,,,,NE,1,,
H000953,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/H000953.,Hubert,Horatio,Humphrey,,1911-05-27,M,I,,,,,405797,,,4728,,,,,,,False,,,,9,,,,2013-04-12 20:11:49 -0400,ocd-division/country:us/state:mn,,,,MN,2,,
I000050,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/I000050.,Irving,McNeil,Ives,,1896-01-24,,R,,,,,405905,,,4834,,,,,,,False,,,,11,,,,2013-04-12 20:11:36 -0400,ocd-division/country:us/state:ny,,,,NY,1,,
J000013,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/J000013.,Henry,Martin,Jackson,,1912-05-31,M,D,,,,,405920,,,4851,,,,,,,False,,,,5,,,,2013-04-12 20:11:52 -0400,ocd-division/country:us/state:wa,,,,WA,1,,
J000064,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/J000064.,Jacob,Koppel,Javits,,1904-05-18,M,R,,,,,405969,,,4898,,,,,,,False,,,,1,,,,2013-04-12 20:11:48 -0400,ocd-division/country:us/state:ny,,,,NY,3,,
J000093,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/J000093.,William,Ezra,Jenner,,1908-07-21,M,R,,,,,405995,,,4922,,,,,,,False,,,,11,,,,2013-04-12 20:11:36 -0400,ocd-division/country:us/state:in,,,,IN,1,,
J000160,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/J000160.,Lyndon,Baines,Johnson,,,,D,,,,,406058,,,4979,,,,,,,False,,,,9,,,,2013-04-12 20:11:42 -0400,ocd-division/country:us/state:tx,,,,TX,2,,
J000195,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/J000195.,Olin,DeWitt Talmadge,Johnston,,1896-11-18,,D,,,,,406090,,,5009,,,,,,,False,,,,13,,,,2013-04-12 20:11:42 -0400,ocd-division/country:us/state:sc,,,,SC,3,,
J000267,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/J000267.,Benjamin,Everett,Jordan,,1896-09-08,M,D,,,,,406159,,,5073,,,,,,,False,,,,1,,,,2013-04-12 20:11:44 -0400,ocd-division/country:us/state:nc,,,,NC,2,,
K000044,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/K000044.,Carey,Estes,Kefauver,,1903-07-26,M,D,,,,,406214,,,5122,,,,,,,False,,,,9,,,,2013-04-12 20:11:40 -0400,ocd-division/country:us/state:tn,,,,TN,2,,
K000107,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/K000107.,John,Fitzgerald,Kennedy,,1917-05-29,M,D,,,,,406274,,,5180,,,,,,,False,,,,5,,,,2013-04-12 20:11:41 -0400,ocd-division/country:us/state:ma,,,,MA,1,,
K000144,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/K000144.,Robert,Samuel,Kerr,,1896-09-11,M,D,,,,,406310,,,5213,,,,,,,False,,,,9,,,,2013-04-12 20:11:40 -0400,ocd-division/country:us/state:ok,,,,OK,2,,
K000292,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/K000292.,William,Fife,Knowland,,1908-06-26,M,R,,,,,406448,,,5343,,,,,,,False,,,,12,,,,2013-04-12 20:11:36 -0400,ocd-division/country:us/state:ca,,,,CA,1,,
K000335,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/K000335.,Thomas,Henry,Kuchel,,1910-08-15,M,R,,,,,406489,,,5372,,,,,,,False,,,,5,,,,2013-04-12 20:11:42 -0400,ocd-division/country:us/state:ca,,,,CA,3,,
L000070,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/L000070.,William,,Langer,,1886-09-30,M,R,,,,,406579,,,5452,,,,,,,False,,,,17,,,,2013-04-12 20:11:36 -0400,ocd-division/country:us/state:nd,,,,ND,1,,
L000122,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/L000122.,Frank,John,Lausche,,1895-11-14,M,D,,,,,406628,,,5500,,,,,,,False,,,,1,,,,2013-04-12 20:11:42 -0400,ocd-division/country:us/state:oh,,,,OH,3,,
L000428,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/L000428.,Russell,Billiu,Long,,1918-11-03,,D,,,,,406918,,,5767,,,,,,,False,,,,9,,,,2013-04-12 20:11:52 -0400,ocd-division/country:us/state:la,,,,LA,3,,
M000053,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/M000053.,Warren,Grant,Magnuson,,1905-04-12,M,D,,,,,407081,,,5913,,,,,,,False,,,,13,,,,2013-04-12 20:11:48 -0400,ocd-division/country:us/state:wa,,,,WA,3,,
M000086,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/M000086.,George,Wilson,Malone,,1890-08-07,M,R,,,,,407112,,,5944,,,,,,,False,,,,11,,,,2013-04-12 20:11:36 -0400,ocd-division/country:us/state:nv,,,,NV,1,,
M000113,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/M000113.,Michael,Joseph,Mansfield,,1903-03-16,M,D,,,,,407137,,,5967,,,,,,,False,,,,5,,,,2013-04-12 20:11:46 -0400,ocd-division/country:us/state:mt,,,,MT,1,,
M000177,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/M000177.,Edward,,Martin,,1879-09-18,M,R,,,,,407199,,,6021,,,,,,,False,,,,11,,,,2013-04-12 20:11:36 -0400,ocd-division/country:us/state:pa,,,,PA,1,,
M000199,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/M000199.,Thomas,Ellsworth,Martin,,1893-01-18,M,R,,,,,407219,,,6039,,,,,,,False,,,,3,,,,2013-04-12 20:11:37 -0400,ocd-division/country:us/state:ia,,,,IA,2,,
M000315,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/M000315.,Joseph,Raymond,McCarthy,,1908-11-14,M,R,,,,,407327,,,6137,,,,,,,False,,,,11,,,,2013-04-12 20:11:36 -0400,ocd-division/country:us/state:wi,,,,WI,1,,
M000332,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/M000332.,John,Little,McClellan,,1896-02-25,M,D,,,,,407342,,,6151,,,,,,,False,,,,15,,,,2013-04-12 20:11:47 -0400,ocd-division/country:us/state:ar,,,,AR,2,,
M000582,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/M000582.,Patrick,Vincent,McNamara,,1894-10-04,M,D,,,,,407573,,,6366,,,,,,,False,,,,3,,,,2013-04-12 20:11:40 -0400,ocd-division/country:us/state:mi,,,,MI,2,,
M000859,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/M000859.,Almer,Stillwell Mike,Monroney,,1902-03-02,,D,,,,,407832,,,6597,,,,,,,False,,,,7,,,,2013-04-12 20:11:42 -0400,ocd-division/country:us/state:ok,,,,OK,3,,
M001014,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/M001014.,Wayne,Lyman,Morse,,1900-10-20,,D,,,,,407981,,,6738,,,,,,,False,,,,13,,,,2013-04-12 20:11:42 -0400,ocd-division/country:us/state:or,,,,OR,3,,
M001022,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/M001022.,Thruston,Ballard,Morton,,1907-08-19,,R,,,,,407989,,,6745,,,,,,,False,,,,1,,,,2013-04-12 20:11:42 -0400,ocd-division/country:us/state:ky,,,,KY,3,,
M001078,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/M001078.,Karl,Earl,Mundt,,1900-06-03,,R,,,,,408043,,,6796,,,,,,,False,,,,9,,,,2013-04-12 20:11:44 -0400,ocd-division/country:us/state:sd,,,,SD,2,,
M001108,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/M001108.,James,Edward,Murray,,1876-05-03,M,D,,,,,408072,,,6820,,,,,,,False,,,,23,,,,2013-04-12 20:11:37 -0400,ocd-division/country:us/state:mt,,,,MT,2,,
N000023,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/N000023.,Matthew,Mansfield,Neely,,1874-11-09,M,D,,,,,408115,,,6856,,,,,,,False,,,,25,,,,2013-04-12 20:11:37 -0400,ocd-division/country:us/state:wv,,,,WV,2,,
N000053,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/N000053.,Richard,Lewis,Neuberger,,1912-12-26,M,D,,,,,408141,,,6882,,,,,,,False,,,,3,,,,2013-04-12 20:11:37 -0400,ocd-division/country:us/state:or,,,,OR,2,,
O000088,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/O000088.,Joseph,Christopher,O?Mahoney,,1884-11-05,M,D,,,,,408296,,,7070,,,,,,,False,,,,22,,,,2013-04-12 20:11:37 -0400,ocd-division/country:us/state:wy,,,,WY,2,,
P000100,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/P000100.,John,Orlando,Pastore,,1907-03-17,M,D,,,,,408508,,,7229,,,,,,,False,,,,7,,,,2013-04-12 20:11:46 -0400,ocd-division/country:us/state:ri,,,,RI,1,,
P000150,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/P000150.,Frederick,George,Payne,,1904-07-24,M,R,,,,,408554,,,7271,,,,,,,False,,,,5,,,,2013-04-12 20:11:37 -0400,ocd-division/country:us/state:me,,,,ME,1,,
P000460,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/P000460.,Charles,Edward,Potter,,1916-10-30,M,R,,,,,408847,,,7551,,,,,,,False,,,,5,,,,2013-04-12 20:11:36 -0400,ocd-division/country:us/state:mi,,,,MI,1,,
P000553,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/P000553.,William,,Proxmire,,1915-11-11,M,D,,,,,408937,,,7638,,,,,,,False,,,,1,,,,2013-04-12 20:11:52 -0400,ocd-division/country:us/state:wi,,,,WI,1,,
P000575,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/P000575.,William,Arthur,Purtell,,1897-05-06,M,R,,,,,408958,,,7656,,,,,,,False,,,,5,,,,2013-04-12 20:11:37 -0400,ocd-division/country:us/state:ct,,,,CT,1,,
R000046,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/R000046.,Jennings,,Randolph,,1902-03-08,M,D,,,,,409027,,,7722,,,,,,,False,,,,1,,,,2013-04-12 20:11:51 -0400,ocd-division/country:us/state:wv,,,,WV,2,,
R000167,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/R000167.,William,Chapman,Revercomb,,1895-07-20,M,R,,,,,409144,,,7826,,,,,,,False,,,,7,,,,2013-04-12 20:11:38 -0400,ocd-division/country:us/state:wv,,,,WV,1,,
R000317,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/R000317.,Absalom,Willis,Robertson,,1887-05-27,M,D,,,,,409288,,,7958,,,,,,,False,,,,11,,,,2013-04-12 20:11:41 -0400,ocd-division/country:us/state:va,,,,VA,2,,
R000536,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/R000536.,Richard,Brevard,Russell,,1897-11-02,M,D,,,,,409493,,,8138,,,,,,,False,,,,24,,,,2013-04-12 20:11:44 -0400,ocd-division/country:us/state:ga,,,,GA,2,,
S000021,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/S000021.,Leverett,,Saltonstall,,1892-09-01,M,R,,,,,409540,,,8185,,,,,,,False,,,,13,,,,2013-04-12 20:11:41 -0400,ocd-division/country:us/state:ma,,,,MA,2,,
S000138,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/S000138.,Andrew,Frank,Schoeppel,,1894-11-23,M,R,,,,,409646,,,8270,,,,,,,False,,,,9,,,,2013-04-12 20:11:41 -0400,ocd-division/country:us/state:ks,,,,KS,2,,
S000187,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/S000187.,William,Kerr,Scott,,1896-04-17,M,D,,,,,409692,,,8313,,,,,,,False,,,,3,,,,2013-04-12 20:11:37 -0400,ocd-division/country:us/state:nc,,,,NC,2,,
S000505,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/S000505.,George,Armistead,Smathers,,1913-11-14,M,D,,,,,409992,,,8593,,,,,,,False,,,,7,,,,2013-04-12 20:11:42 -0400,ocd-division/country:us/state:fl,,,,FL,3,,
S000553,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/S000553.,Howard,Alexander,Smith,,1880-01-30,M,R,,,,,410035,,,8635,,,,,,,False,,,,13,,,,2013-04-12 20:11:37 -0400,ocd-division/country:us/state:nj,,,,NJ,1,,
S000590,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/S000590.,Margaret,Chase,Smith,,1897-12-14,F,R,,,,,410070,,,8666,,,,,,,False,,,,9,,,,2013-04-12 20:11:44 -0400,ocd-division/country:us/state:me,,,,ME,2,,
S000701,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/S000701.,John,Jackson,Sparkman,,,M,D,,,,,410172,,,8764,,,,,,,False,,,,11,,,,2013-04-12 20:11:47 -0400,ocd-division/country:us/state:al,,,,AL,2,,
S000852,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/S000852.,John,Cornelius,Stennis,,1901-08-03,M,D,,,,,410315,,,8883,,,,,,,False,,,,10,,,,2013-04-12 20:11:53 -0400,ocd-division/country:us/state:ms,,,,MS,1,,
S001136,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/S001136.,William,Stuart,Symington,,1901-06-26,M,D,,,,,410586,,,9141,,,,,,,False,,,,5,,,,2013-04-12 20:11:46 -0400,ocd-division/country:us/state:mo,,,,MO,1,,
T000035,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/T000035.,Herman,Eugene,Talmadge,,1913-08-09,M,D,,,,,410624,,,9174,,,,,,,False,,,,1,,,,2013-04-12 20:11:49 -0400,ocd-division/country:us/state:ga,,,,GA,3,,
T000254,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/T000254.,Strom,,Thurmond,,1902-12-05,M,D,,,,,300157,,,9369,,,,,,,False,,,,2,,,,2013-04-12 20:11:59 -0400,ocd-division/country:us/state:sc,,,,SC,2,,S096
T000259,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/T000259.,Edward,John,Thye,,,M,R,,,,,410834,,,9374,,,,,,,False,,,,11,,,,2013-04-12 20:11:37 -0400,ocd-division/country:us/state:mn,,,,MN,1,,
W000190,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/W000190.,Arthur,Vivian,Watkins,,1886-12-18,M,R,,,,,411362,,,9865,,,,,,,False,,,,11,,,,2013-04-12 20:11:37 -0400,ocd-division/country:us/state:ut,,,,UT,1,,
