id,title,short_title,api_uri,first_name,middle_name,last_name,suffix,date_of_birth,gender,party,leadership_role,twitter_account,facebook_account,youtube_account,govtrack_id,cspan_id,votesmart_id,icpsr_id,crp_id,google_entity_id,fec_candidate_id,url,rss_url,contact_form,in_office,cook_pvi,dw_nominate,ideal_point,seniority,total_votes,missed_votes,total_present,last_updated,ocd_id,office,phone,fax,state,senate_class,state_rank,lis_id
C000506,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/C000506.,Earle,C,Clements,,1896-10-22,,D,,,,,402642,,,1831,,,,,,,False,,,,1,,,,2013-04-12 20:11:34 -0400,ocd-division/country:us/state:ky,,,,KY,3,,
C000684,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/C000684.,Thomas,Terry,Connally,,1877-08-19,M,D,,,,,402810,,,1986,,,,,,,False,,,,20,,,,2013-04-12 20:11:32 -0400,ocd-division/country:us/state:tx,,,,TX,1,,
C000774,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/C000774.,Guy,,Cordon,,1890-04-24,M,R,,,,,402894,,,2066,,,,,,,False,,,,5,,,,2013-04-12 20:11:34 -0400,ocd-division/country:us/state:or,,,,OR,2,,
D000048,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/D000048.,Harry,,Darby,,1895-01-23,M,R,,,,,403187,,,2333,,,,,,,False,,,,1,,,,2013-04-12 20:11:34 -0400,ocd-division/country:us/state:ks,,,,KS,3,,
D000414,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/D000414.,Forrest,C.,Donnell,,1884-08-20,,R,,,,,403527,,,2656,,,,,,,False,,,,5,,,,2013-04-12 20:11:31 -0400,ocd-division/country:us/state:mo,,,,MO,3,,
D000456,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/D000456.,Paul,Howard,Douglas,,1892-03-26,M,D,,,,,403566,,,2691,,,,,,,False,,,,1,,,,2013-04-12 20:11:40 -0400,ocd-division/country:us/state:il,,,,IL,2,,
D000469,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/D000469.,Sheridan,,Downey,,1884-03-11,,D,,,,,403579,,,2702,,,,,,,False,,,,11,,,,2013-04-12 20:11:31 -0400,ocd-division/country:us/state:ca,,,,CA,3,,
D000522,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/D000522.,John,Foster,Dulles,,1888-02-25,M,R,,,,,403632,,,2751,,,,,,,False,,,,1,,,,2013-04-12 20:11:34 -0400,ocd-division/country:us/state:ny,,,,NY,3,,
D000585,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/D000585.,Henry,Clarence,Dworshak,,1894-08-29,M,R,,,,,403688,,,2803,,,,,,,False,,,,3,,,,2013-04-12 20:11:40 -0400,ocd-division/country:us/state:id,,,,ID,2,,
E000018,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/E000018.,James,Oliver,Eastland,,1904-11-28,M,D,,,,,403714,,,2822,,,,,,,False,,,,7,,,,2013-04-12 20:11:47 -0400,ocd-division/country:us/state:ms,,,,MS,2,,
E000037,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/E000037.,Zales,Nelson,Ecton,,1898-04-01,,R,,,,,403732,,,2838,,,,,,,False,,,,3,,,,2013-04-12 20:11:32 -0400,ocd-division/country:us/state:mt,,,,MT,1,,
E000112,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/E000112.,Allen,Joseph,Ellender,,1890-09-24,,D,,,,,403803,,,2901,,,,,,,False,,,,13,,,,2013-04-12 20:11:44 -0400,ocd-division/country:us/state:la,,,,LA,2,,
F000081,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/F000081.,Homer,Samuel,Ferguson,,1889-02-25,M,R,,,,,404039,,,3110,,,,,,,False,,,,7,,,,2013-04-12 20:11:34 -0400,ocd-division/country:us/state:mi,,,,MI,2,,
F000190,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/F000190.,Ralph,Edward,Flanders,,1880-09-28,M,R,,,,,404145,,,3206,,,,,,,False,,,,3,,,,2013-04-12 20:11:36 -0400,ocd-division/country:us/state:vt,,,,VT,1,,
F000356,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/F000356.,Joseph,Allen,Frear,,1903-03-07,M,D,,,,,404303,,,3349,,,,,,,False,,,,1,,,,2013-04-12 20:11:37 -0400,ocd-division/country:us/state:de,,,,DE,2,,
F000401,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/F000401.,James,William,Fulbright,,1905-04-09,M,D,,,,,404343,,,3388,,,,,,,False,,,,5,,,,2013-04-12 20:11:44 -0400,ocd-division/country:us/state:ar,,,,AR,3,,
G000131,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/G000131.,Walter,Franklin,George,,1878-01-29,M,D,,,,,404501,,,3536,,,,,,,False,,,,27,,,,2013-04-12 20:11:35 -0400,ocd-division/country:us/state:ga,,,,GA,3,,
G000205,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/G000205.,Guy,Mark,Gillette,,1879-02-03,M,D,,,,,404569,,,3603,,,,,,,False,,,,9,,,,2013-04-12 20:11:34 -0400,ocd-division/country:us/state:ia,,,,IA,2,,
G000353,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/G000353.,Frank,Porter,Graham,,1886-10-14,M,D,,,,,404708,,,3731,,,,,,,False,,,,1,,,,2013-04-12 20:11:34 -0400,ocd-division/country:us/state:nc,,,,NC,2,,
G000418,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/G000418.,Theodore,Francis,Green,,1867-10-02,M,D,,,,,404766,,,3783,,,,,,,False,,,,13,,,,2013-04-12 20:11:37 -0400,ocd-division/country:us/state:ri,,,,RI,2,,
G000532,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/G000532.,John,Chandler,Gurney,,1896-05-21,M,R,,,,,404877,,,3882,,,,,,,False,,,,11,,,,2013-04-12 20:11:31 -0400,ocd-division/country:us/state:sd,,,,SD,3,,
H000385,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/H000385.,Carl,Trumbull,Hayden,,1877-10-02,M,D,,,,,405253,,,4227,,,,,,,False,,,,22,,,,2013-04-12 20:11:42 -0400,ocd-division/country:us/state:az,,,,AZ,3,,
H000495,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/H000495.,Robert,Clymer,Hendrickson,,1898-08-12,M,R,,,,,405358,,,4321,,,,,,,False,,,,1,,,,2013-04-12 20:11:34 -0400,ocd-division/country:us/state:nj,,,,NJ,2,,
H000559,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/H000559.,Bourke,Blakemore,Hickenlooper,,1896-07-21,,R,,,,,405421,,,4382,,,,,,,False,,,,5,,,,2013-04-12 20:11:42 -0400,ocd-division/country:us/state:ia,,,,IA,3,,
H000598,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/H000598.,Joseph,Lister,Hill,,1894-12-29,M,D,,,,,405460,,,4418,,,,,,,False,,,,11,,,,2013-04-12 20:11:42 -0400,ocd-division/country:us/state:al,,,,AL,3,,
H000679,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/H000679.,Clyde,Roark,Hoey,,1877-12-11,,D,,,,,405532,,,4483,,,,,,,False,,,,5,,,,2013-04-12 20:11:35 -0400,ocd-division/country:us/state:nc,,,,NC,3,,
H000720,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/H000720.,Spessard,Lindsey,Holland,,1892-07-10,,D,,,,,405572,,,4520,,,,,,,False,,,,3,,,,2013-04-12 20:11:43 -0400,ocd-division/country:us/state:fl,,,,FL,1,,
H000953,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/H000953.,Hubert,Horatio,Humphrey,,1911-05-27,M,I,,,,,405797,,,4728,,,,,,,False,,,,1,,,,2013-04-12 20:11:49 -0400,ocd-division/country:us/state:mn,,,,MN,2,,
H000975,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/H000975.,Lester,Callaway,Hunt,,1892-07-08,M,D,,,,,405819,,,4747,,,,,,,False,,,,1,,,,2013-04-12 20:11:34 -0400,ocd-division/country:us/state:wy,,,,WY,2,,
I000050,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/I000050.,Irving,McNeil,Ives,,1896-01-24,,R,,,,,405905,,,4834,,,,,,,False,,,,3,,,,2013-04-12 20:11:36 -0400,ocd-division/country:us/state:ny,,,,NY,1,,
J000093,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/J000093.,William,Ezra,Jenner,,1908-07-21,M,R,,,,,405995,,,4922,,,,,,,False,,,,3,,,,2013-04-12 20:11:36 -0400,ocd-division/country:us/state:in,,,,IN,1,,
J000127,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/J000127.,Edwin,Carl,Johnson,,1884-01-01,M,D,,,,,406026,,,4949,,,,,,,False,,,,13,,,,2013-04-12 20:11:34 -0400,ocd-division/country:us/state:co,,,,CO,2,,
J000160,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/J000160.,Lyndon,Baines,Johnson,,,,D,,,,,406058,,,4979,,,,,,,False,,,,1,,,,2013-04-12 20:11:42 -0400,ocd-division/country:us/state:tx,,,,TX,2,,
J000195,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/J000195.,Olin,DeWitt Talmadge,Johnston,,1896-11-18,,D,,,,,406090,,,5009,,,,,,,False,,,,5,,,,2013-04-12 20:11:42 -0400,ocd-division/country:us/state:sc,,,,SC,3,,
K000044,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/K000044.,Carey,Estes,Kefauver,,1903-07-26,M,D,,,,,406214,,,5122,,,,,,,False,,,,1,,,,2013-04-12 20:11:40 -0400,ocd-division/country:us/state:tn,,,,TN,2,,
K000082,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/K000082.,James,Preston,Kem,,1890-04-02,M,R,,,,,406251,,,5158,,,,,,,False,,,,3,,,,2013-04-12 20:11:33 -0400,ocd-division/country:us/state:mo,,,,MO,1,,
K000144,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/K000144.,Robert,Samuel,Kerr,,1896-09-11,M,D,,,,,406310,,,5213,,,,,,,False,,,,1,,,,2013-04-12 20:11:40 -0400,ocd-division/country:us/state:ok,,,,OK,2,,
K000176,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/K000176.,Harley,Martin,Kilgore,,1893-01-11,,D,,,,,406339,,,5240,,,,,,,False,,,,9,,,,2013-04-12 20:11:36 -0400,ocd-division/country:us/state:wv,,,,WV,1,,
K000292,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/K000292.,William,Fife,Knowland,,1908-06-26,M,R,,,,,406448,,,5343,,,,,,,False,,,,4,,,,2013-04-12 20:11:36 -0400,ocd-division/country:us/state:ca,,,,CA,1,,
L000070,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/L000070.,William,,Langer,,1886-09-30,M,R,,,,,406579,,,5452,,,,,,,False,,,,9,,,,2013-04-12 20:11:36 -0400,ocd-division/country:us/state:nd,,,,ND,1,,
L000173,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/L000173.,Edward,Laurence,Leahy,,1886-02-09,M,D,,,,,406676,,,5539,,,,,,,False,,,,1,,,,2013-04-12 20:11:34 -0400,ocd-division/country:us/state:ri,,,,RI,1,,
L000224,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/L000224.,Herbert,Henry,Lehman,,1878-03-28,M,D,,,,,406728,,,5591,,,,,,,False,,,,1,,,,2013-04-12 20:11:35 -0400,ocd-division/country:us/state:ny,,,,NY,3,,
L000394,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/L000394.,Henry,Cabot,Lodge,,1902-07-05,M,R,,,,,406886,,,5739,,,,,,,False,,,,10,,,,2013-04-12 20:11:33 -0400,ocd-division/country:us/state:ma,,,,MA,1,,
L000428,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/L000428.,Russell,Billiu,Long,,1918-11-03,,D,,,,,406918,,,5767,,,,,,,False,,,,1,,,,2013-04-12 20:11:52 -0400,ocd-division/country:us/state:la,,,,LA,3,,
L000493,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/L000493.,Scott,Wike,Lucas,,,,D,,,,,406980,,,5823,,,,,,,False,,,,11,,,,2013-04-12 20:11:31 -0400,ocd-division/country:us/state:il,,,,IL,3,,
M000053,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/M000053.,Warren,Grant,Magnuson,,1905-04-12,M,D,,,,,407081,,,5913,,,,,,,False,,,,5,,,,2013-04-12 20:11:48 -0400,ocd-division/country:us/state:wa,,,,WA,3,,
M000086,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/M000086.,George,Wilson,Malone,,1890-08-07,M,R,,,,,407112,,,5944,,,,,,,False,,,,3,,,,2013-04-12 20:11:36 -0400,ocd-division/country:us/state:nv,,,,NV,1,,
M000177,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/M000177.,Edward,,Martin,,1879-09-18,M,R,,,,,407199,,,6021,,,,,,,False,,,,3,,,,2013-04-12 20:11:36 -0400,ocd-division/country:us/state:pa,,,,PA,1,,
M000279,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/M000279.,Burnet,Rhett,Maybank,,1899-03-07,,D,,,,,407296,,,6107,,,,,,,False,,,,8,,,,2013-04-12 20:11:34 -0400,ocd-division/country:us/state:sc,,,,SC,2,,
M000308,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/M000308.,Patrick,Anthony,McCarran,,1876-08-08,M,D,,,,,407322,,,6132,,,,,,,False,,,,16,,,,2013-04-12 20:11:35 -0400,ocd-division/country:us/state:nv,,,,NV,3,,
M000315,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/M000315.,Joseph,Raymond,McCarthy,,1908-11-14,M,R,,,,,407327,,,6137,,,,,,,False,,,,3,,,,2013-04-12 20:11:36 -0400,ocd-division/country:us/state:wi,,,,WI,1,,
M000332,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/M000332.,John,Little,McClellan,,1896-02-25,M,D,,,,,407342,,,6151,,,,,,,False,,,,7,,,,2013-04-12 20:11:47 -0400,ocd-division/country:us/state:ar,,,,AR,2,,
M000438,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/M000438.,Ernest,William,McFarland,,1894-10-09,M,D,,,,,407437,,,6242,,,,,,,False,,,,9,,,,2013-04-12 20:11:33 -0400,ocd-division/country:us/state:az,,,,AZ,1,,
M000456,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/M000456.,James,Howard,McGrath,,1903-11-28,M,D,,,,,407455,,,6260,,,,,,,False,,,,3,,,,2013-04-12 20:11:33 -0400,ocd-division/country:us/state:ri,,,,RI,1,,
M000499,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/M000499.,Kenneth,Douglas,McKellar,,1869-01-29,M,D,,,,,407494,,,6293,,,,,,,False,,,,32,,,,2013-04-12 20:11:33 -0400,ocd-division/country:us/state:tn,,,,TN,1,,
M000559,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/M000559.,Brien,,McMahon,,1903-10-06,M,D,,,,,407551,,,6346,,,,,,,False,,,,5,,,,2013-04-12 20:11:35 -0400,ocd-division/country:us/state:ct,,,,CT,3,,
M000716,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/M000716.,Bert,Henry,Miller,,1879-12-15,M,D,,,,,407698,,,6475,,,,,,,False,,,,1,,,,2013-04-12 20:11:34 -0400,ocd-division/country:us/state:id,,,,ID,2,,
M000771,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/M000771.,Eugene,Donald,Millikin,,1891-02-12,M,R,,,,,407749,,,6525,,,,,,,False,,,,8,,,,2013-04-12 20:11:35 -0400,ocd-division/country:us/state:co,,,,CO,3,,
M001014,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/M001014.,Wayne,Lyman,Morse,,1900-10-20,,R,,,,,407981,,,6738,,,,,,,False,,,,5,,,,2013-04-12 20:11:42 -0400,ocd-division/country:us/state:or,,,,OR,3,,
M001078,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/M001078.,Karl,Earl,Mundt,,1900-06-03,,R,,,,,408043,,,6796,,,,,,,False,,,,2,,,,2013-04-12 20:11:44 -0400,ocd-division/country:us/state:sd,,,,SD,2,,
M001108,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/M001108.,James,Edward,Murray,,1876-05-03,M,D,,,,,408072,,,6820,,,,,,,False,,,,15,,,,2013-04-12 20:11:37 -0400,ocd-division/country:us/state:mt,,,,MT,2,,
M001127,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/M001127.,Francis,John,Myers,,1901-12-18,,D,,,,,408089,,,6836,,,,,,,False,,,,5,,,,2013-04-12 20:11:31 -0400,ocd-division/country:us/state:pa,,,,PA,3,,
N000023,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/N000023.,Matthew,Mansfield,Neely,,1874-11-09,M,D,,,,,408115,,,6856,,,,,,,False,,,,17,,,,2013-04-12 20:11:37 -0400,ocd-division/country:us/state:wv,,,,WV,2,,
N000116,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/N000116.,Richard,Milhous,Nixon,,1913-01-09,M,R,,,,,408200,,,6939,,,,,,,False,,,,1,,,,2013-04-12 20:11:45 -0400,ocd-division/country:us/state:ca,,,,CA,3,,
O000032,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/O000032.,Herbert,Romulus,O?Conor,,1896-11-17,M,D,,,,,408280,,,7020,,,,,,,False,,,,3,,,,2013-04-12 20:11:33 -0400,ocd-division/country:us/state:md,,,,MD,1,,
O000088,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/O000088.,Joseph,Christopher,O?Mahoney,,1884-11-05,M,D,,,,,408296,,,7070,,,,,,,False,,,,16,,,,2013-04-12 20:11:37 -0400,ocd-division/country:us/state:wy,,,,WY,1,,
P000100,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/P000100.,John,Orlando,Pastore,,1907-03-17,M,D,,,,,408508,,,7229,,,,,,,False,,,,1,,,,2013-04-12 20:11:46 -0400,ocd-division/country:us/state:ri,,,,RI,1,,
P000218,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/P000218.,Claude,Denson,Pepper,,1900-09-08,M,D,,,,,408621,,,7333,,,,,,,False,,,,13,,,,2013-04-12 20:11:54 -0400,ocd-division/country:us/state:fl,,,,FL,3,,
R000112,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/R000112.,Clyde,Martin,Reed,,1871-10-19,,R,,,,,409092,,,7780,,,,,,,False,,,,11,,,,2013-04-12 20:11:31 -0400,ocd-division/country:us/state:ks,,,,KS,3,,
R000317,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/R000317.,Absalom,Willis,Robertson,,1887-05-27,M,D,,,,,409288,,,7958,,,,,,,False,,,,3,,,,2013-04-12 20:11:41 -0400,ocd-division/country:us/state:va,,,,VA,2,,
R000536,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/R000536.,Richard,Brevard,Russell,,1897-11-02,M,D,,,,,409493,,,8138,,,,,,,False,,,,16,,,,2013-04-12 20:11:44 -0400,ocd-division/country:us/state:ga,,,,GA,2,,
S000021,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/S000021.,Leverett,,Saltonstall,,1892-09-01,M,R,,,,,409540,,,8185,,,,,,,False,,,,4,,,,2013-04-12 20:11:41 -0400,ocd-division/country:us/state:ma,,,,MA,2,,
S000138,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/S000138.,Andrew,Frank,Schoeppel,,1894-11-23,M,R,,,,,409646,,,8270,,,,,,,False,,,,1,,,,2013-04-12 20:11:41 -0400,ocd-division/country:us/state:ks,,,,KS,2,,
S000590,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/S000590.,Margaret,Chase,Smith,,1897-12-14,F,R,,,,,410070,,,8666,,,,,,,False,,,,1,,,,2013-04-12 20:11:44 -0400,ocd-division/country:us/state:me,,,,ME,2,,
S000639,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/S000639.,Willis,,Smith,,1887-12-19,M,D,,,,,410113,,,8708,,,,,,,False,,,,1,,,,2013-04-12 20:11:34 -0400,ocd-division/country:us/state:nc,,,,NC,2,,
S000553,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/S000553.,Howard,Alexander,Smith,,1880-01-30,M,R,,,,,410035,,,8635,,,,,,,False,,,,5,,,,2013-04-12 20:11:37 -0400,ocd-division/country:us/state:nj,,,,NJ,1,,
S000701,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/S000701.,John,Jackson,Sparkman,,,M,D,,,,,410172,,,8764,,,,,,,False,,,,3,,,,2013-04-12 20:11:47 -0400,ocd-division/country:us/state:al,,,,AL,2,,
S000852,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/S000852.,John,Cornelius,Stennis,,1901-08-03,M,D,,,,,410315,,,8883,,,,,,,False,,,,2,,,,2013-04-12 20:11:53 -0400,ocd-division/country:us/state:ms,,,,MS,1,,
T000009,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/T000009.,Robert,Alphonso,Taft,,1889-09-08,M,R,,,,,410599,,,9152,,,,,,,False,,,,11,,,,2013-04-12 20:11:36 -0400,ocd-division/country:us/state:oh,,,,OH,3,,
T000079,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/T000079.,Glen,Hearst,Taylor,,1904-04-12,,D,,,,,410663,,,9210,,,,,,,False,,,,5,,,,2013-04-12 20:11:32 -0400,ocd-division/country:us/state:id,,,,ID,3,,
T000164,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/T000164.,Elbert,Duncan,Thomas,,1883-06-17,M,D,,,,,410745,,,9291,,,,,,,False,,,,16,,,,2013-04-12 20:11:32 -0400,ocd-division/country:us/state:ut,,,,UT,3,,
T000259,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/T000259.,Edward,John,Thye,,,M,R,,,,,410834,,,9374,,,,,,,False,,,,3,,,,2013-04-12 20:11:37 -0400,ocd-division/country:us/state:mn,,,,MN,1,,
