stock_code,name_vn,name_en,name_short,post_to,C
KIP,Công ty Cổ phần KIP Việt Nam,Công ty Cổ phần KIP Việt Nam,KIP Joint Stock Company,UPCOM,3
KKC,Công ty cổ phần Tập đoàn Thành Thái,Công ty cổ phần Tập đoàn Thành Thái,KKC Joint Stock Company,HNX,2
KLB,Ngân hàng Thương mại cổ phần Kiên Long,Ngân hàng Thương mại cổ phần Kiên Long,KLB Joint Stock Company,UPCOM,3
KLF,Công ty cổ phần Đầu tư Thương mại và Xuất nhập khẩu CFS,Công ty cổ phần Đầu tư Thương mại và Xuất nhập khẩu CFS,KLF Joint Stock Company,HNX,2
KLM,Công ty cổ phần Kim loại màu Nghệ Tĩnh,Công ty cổ phần Kim loại màu Nghệ Tĩnh,KLM Joint Stock Company,UPCOM,3
KMR,Công ty Cổ phần MIRAE,Công ty Cổ phần MIRAE,KMR Joint Stock Company,HOSE,1
KMT,CTCP Kim khí Miền Trung,CTCP Kim khí Miền Trung,KMT Joint Stock Company,HNX,2
KOS,CTCP Kosy,CTCP Kosy,KOS Joint Stock Company,HOSE,1
KPF,Công ty Cổ phần Đầu tư tài sản KOJI,Công ty Cổ phần Đầu tư tài sản KOJI,KPF Joint Stock Company,HOSE,1
KSB,Công ty Cổ phần Khoáng sản và Xây dựng Bình Dương,Công ty Cổ phần Khoáng sản và Xây dựng Bình Dương,KSB Joint Stock Company,HOSE,1
KSD,CTCP Đầu tư DNA,CTCP Đầu tư DNA,KSD Joint Stock Company,HNX,2
KSF,Công ty cổ phần Tập đoàn Real Tech,Công ty cổ phần Tập đoàn Real Tech,KSF Joint Stock Company,HNX,2
KSH,Công ty cổ phần DAMAC GLS,Công ty cổ phần DAMAC GLS,KSH Joint Stock Company,UPCOM,3
KSQ,Công ty cổ phần CNC Capital Việt Nam,Công ty cổ phần CNC Capital Việt Nam,KSQ Joint Stock Company,HNX,2
KST,Công ty Cổ phần KASATI,Công ty Cổ phần KASATI,KST Joint Stock Company,HNX,2
KSV,Tổng Công ty Khoáng Sản TKV - CTCP,Tổng Công ty Khoáng Sản TKV - CTCP,KSV Joint Stock Company,HNX,2
KTC,Công ty cổ phần Thương mại Kiên Giang,Công ty cổ phần Thương mại Kiên Giang,KTC Joint Stock Company,UPCOM,3
KTL,CTCP Kim khí Thăng Long,CTCP Kim khí Thăng Long,KTL Joint Stock Company,UPCOM,3
KTS,CTCP Đường KonTum,CTCP Đường KonTum,KTS Joint Stock Company,HNX,2
KTT,Công ty cổ phần Tập đoàn Đầu tư KTT,Công ty cổ phần Tập đoàn Đầu tư KTT,KTT Joint Stock Company,HNX,2
KVC,CTCP Sản xuất Xuất nhập khẩu Inox Kim Vĩ,CTCP Sản xuất Xuất nhập khẩu Inox Kim Vĩ,KVC Joint Stock Company,UPCOM,3
L10,Công ty Cổ phần Lilama 10,Công ty Cổ phần Lilama 10,L10 Joint Stock Company,HOSE,1
L12,CTCP Licogi 12,CTCP Licogi 12,L12 Joint Stock Company,UPCOM,3
L14,CTCP Licogi 14,CTCP Licogi 14,L14 Joint Stock Company,HNX,2
L18,CTCP Đầu tư và Xây dựng số 18,CTCP Đầu tư và Xây dựng số 18,L18 Joint Stock Company,HNX,2
L35,Công ty Cổ phần Cơ khí lắp máy Lilama,Công ty Cổ phần Cơ khí lắp máy Lilama,L35 Joint Stock Company,UPCOM,3
L40,Công ty cổ phần Đầu tư và Xây dựng 40,Công ty cổ phần Đầu tư và Xây dựng 40,L40 Joint Stock Company,HNX,2
L43,Công ty Cổ phần Lilama 45.3,Công ty Cổ phần Lilama 45.3,L43 Joint Stock Company,HNX,2
L44,CTCP Lilama 45.4,CTCP Lilama 45.4,L44 Joint Stock Company,UPCOM,3
L45,Công ty cổ phần Lilama 45.1,Công ty cổ phần Lilama 45.1,L45 Joint Stock Company,UPCOM,3
L61,CTCP Lilama 69-1,CTCP Lilama 69-1,L61 Joint Stock Company,HNX,2
L62,Công ty cổ phần LILAMA 69-2,Công ty cổ phần LILAMA 69-2,L62 Joint Stock Company,HNX,2
L63,Công ty Cổ phần Lilama 69-3,Công ty Cổ phần Lilama 69-3,L63 Joint Stock Company,UPCOM,3
LAF,Công ty Cổ phần Chế biến Hàng xuất khẩu Long An,Công ty Cổ phần Chế biến Hàng xuất khẩu Long An,LAF Joint Stock Company,HOSE,1
LAI,CTCP Đầu Tư Xây dựng Long An IDICO,CTCP Đầu Tư Xây dựng Long An IDICO,LAI Joint Stock Company,UPCOM,3
LAS,CTCP Supe Phốt phát và Hóa chất Lâm Thao,CTCP Supe Phốt phát và Hóa chất Lâm Thao,LAS Joint Stock Company,HNX,2
LAW,CTCP Cấp thoát nước Long An,CTCP Cấp thoát nước Long An,LAW Joint Stock Company,UPCOM,3
LBC,CTCP Thương mại - Đầu tư Long Biên,CTCP Thương mại - Đầu tư Long Biên,LBC Joint Stock Company,UPCOM,3
LBE,CTCP Sách và Thiết bị Trường học Long An,CTCP Sách và Thiết bị Trường học Long An,LBE Joint Stock Company,HNX,2
LBM,Công ty Cổ phần Khoáng sản và Vật liệu Xây dựng Lâm Đồng,Công ty Cổ phần Khoáng sản và Vật liệu Xây dựng Lâm Đồng,LBM Joint Stock Company,HOSE,1
LCC,CTCP Xi măng Hồng Phong,CTCP Xi măng Hồng Phong,LCC Joint Stock Company,UPCOM,3
LCD,ctcp Lắp máy - Thí nghiệm cơ điện,ctcp Lắp máy - Thí nghiệm cơ điện,LCD Joint Stock Company,HNX,2
LCG,Công ty cổ phần LIZEN,Công ty cổ phần LIZEN,LCG Joint Stock Company,HOSE,1
LCM,Công ty Cổ phần Khai thác và Chế biến Khoáng sản Lào Cai,Công ty Cổ phần Khai thác và Chế biến Khoáng sản Lào Cai,LCM Joint Stock Company,UPCOM,3
LCS,CTCP Licogi 166,CTCP Licogi 166,LCS Joint Stock Company,UPCOM,3
LDG,Công ty Cổ phần Đầu tư LDG,Công ty Cổ phần Đầu tư LDG,LDG Joint Stock Company,HOSE,1
LDP,CTCP Dược Lâm Đồng - Ladophar,CTCP Dược Lâm Đồng - Ladophar,LDP Joint Stock Company,HNX,2
LDW,Công ty cổ phần Cấp thoát nước Lâm Đồng,Công ty cổ phần Cấp thoát nước Lâm Đồng,LDW Joint Stock Company,UPCOM,3
LEC,Công ty Cổ phần Bất động sản Điện lực Miền Trung,Công ty Cổ phần Bất động sản Điện lực Miền Trung,LEC Joint Stock Company,HOSE,1
LG9,CTCP Cơ giới và Xây lắp số 9,CTCP Cơ giới và Xây lắp số 9,LG9 Joint Stock Company,UPCOM,3
LGC,Công ty Cổ phần Đầu tư Cầu Đường CII,Công ty Cổ phần Đầu tư Cầu Đường CII,LGC Joint Stock Company,HOSE,1
LGL,Công ty Cổ phần Đầu tư và Phát triển Đô thị Long Giang,Công ty Cổ phần Đầu tư và Phát triển Đô thị Long Giang,LGL Joint Stock Company,HOSE,1
LGM,Công ty cổ phần Giầy da và May mặc Xuất khẩu (LEGAMEX),Công ty cổ phần Giầy da và May mặc Xuất khẩu (LEGAMEX),LGM Joint Stock Company,UPCOM,3
LHC,CTCP Đầu tư và Xây dựng Thủy lợi Lâm Đồng,CTCP Đầu tư và Xây dựng Thủy lợi Lâm Đồng,LHC Joint Stock Company,HNX,2
LHG,Công ty Cổ phần Long Hậu,Công ty Cổ phần Long Hậu,LHG Joint Stock Company,HOSE,1
LIC,Tổng Công ty Licogi - CTCP,Tổng Công ty Licogi - CTCP,LIC Joint Stock Company,UPCOM,3
LIG,Công ty cổ phần LICOGI 13,Công ty cổ phần LICOGI 13,LIG Joint Stock Company,HNX,2
LIX,Công ty Cổ phần Bột giặt LIX,Công ty Cổ phần Bột giặt LIX,LIX Joint Stock Company,HOSE,1
LKW,CTCP Cấp nước Long Khánh,CTCP Cấp nước Long Khánh,LKW Joint Stock Company,UPCOM,3
LLM,Tổng Công ty Lắp máy Việt Nam - CTCP,Tổng Công ty Lắp máy Việt Nam - CTCP,LLM Joint Stock Company,UPCOM,3
LM3,CTCP Lilama 3,CTCP Lilama 3,LM3 Joint Stock Company,UPCOM,3
LM7,CTCP Lilama 7,CTCP Lilama 7,LM7 Joint Stock Company,UPCOM,3
LM8,Công ty Cổ phần Lilama 18,Công ty Cổ phần Lilama 18,LM8 Joint Stock Company,HOSE,1
LMC,CTCP Khoáng sản Latca,CTCP Khoáng sản Latca,LMC Joint Stock Company,UPCOM,3
LMH,Công ty Cổ phần Quốc Tế Holding,Công ty Cổ phần Quốc Tế Holding,LMH Joint Stock Company,UPCOM,3
LMI,CTCP Đầu tư Xây dựng Lắp máy IDICO,CTCP Đầu tư Xây dựng Lắp máy IDICO,LMI Joint Stock Company,UPCOM,3
LNC,Công ty Cổ phần Lệ Ninh,Công ty Cổ phần Lệ Ninh,LNC Joint Stock Company,UPCOM,3
LO5,CTCP Lilama 5,CTCP Lilama 5,LO5 Joint Stock Company,UPCOM,3
LPB,Ngân hàng Thương mại cổ phần Bưu điện Liên Việt,Ngân hàng Thương mại cổ phần Bưu điện Liên Việt,LPB Joint Stock Company,HOSE,1
LPB121035,Trái phiếu Ngân hàng Bưu điện Liên Việt phát hành ra công chúng năm 2021,Trái phiếu Ngân hàng Bưu điện Liên Việt phát hành ra công chúng năm 2021,LPB121035,HNX,2
LPB121036,Trái phiếu Ngân hàng Bưu điện Liên Việt phát hành ra công chúng năm 2021 LPB121036,Trái phiếu Ngân hàng Bưu điện Liên Việt phát hành ra công chúng năm 2021 LPB121036,LPB121036,HNX,2
LPB122010,Trái phiếu Ngân hàng Bưu điện Liên Việt phát hành ra công chúng năm 2021 LPB122010,Trái phiếu Ngân hàng Bưu điện Liên Việt phát hành ra công chúng năm 2021 LPB122010,LPB122010,HNX,2
LPB122011,Trái phiếu Ngân hàng Bưu điện Liên Việt phát hành ra công chúng năm 2021 LPB122011,Trái phiếu Ngân hàng Bưu điện Liên Việt phát hành ra công chúng năm 2021 LPB122011,LPB122011,HNX,2
LPB122012,Trái phiếu NH Bưu điện Liên Việt phát hành ra công chúng năm 2022 (LPB7Y202201),Trái phiếu NH Bưu điện Liên Việt phát hành ra công chúng năm 2022 (LPB7Y202201),LPB122012,HNX,2
LPB122013,Trái phiếu Ngân hàng Bưu điện Liên Việt phát hành ra công chúng năm 2022,Trái phiếu Ngân hàng Bưu điện Liên Việt phát hành ra công chúng năm 2022,LPB122013,HNX,2
LPB123015,Trái phiếu Ngân hàng Bưu điện Liên Việt phát hành ra công chúng năm 2022 (LPB7Y202203),Trái phiếu Ngân hàng Bưu điện Liên Việt phát hành ra công chúng năm 2022 (LPB7Y202203),LPB123015,HNX,2
LPB123016,Trái phiếu Ngân hàng Bưu điện Liên Việt phát hành ra công chúng năm 2022 (LPB10Y202204),Trái phiếu Ngân hàng Bưu điện Liên Việt phát hành ra công chúng năm 2022 (LPB10Y202204),LPB123016,HNX,2
LPT,Công ty cổ phần Thương mại và Sản xuất Lập Phương Thành,Công ty cổ phần Thương mại và Sản xuất Lập Phương Thành,LPT Joint Stock Company,UPCOM,3
LQN,CTCP Licogi Quảng Ngãi,CTCP Licogi Quảng Ngãi,LQN Joint Stock Company,UPCOM,3
LSG,Công ty cổ phần Bất động sản Sài Gòn Vi na,Công ty cổ phần Bất động sản Sài Gòn Vi na,LSG Joint Stock Company,UPCOM,3
LSS,Công ty Cổ phần Mía đường Lam Sơn,Công ty Cổ phần Mía đường Lam Sơn,LSS Joint Stock Company,HOSE,1
LTC,CTCP Điện nhẹ viễn thông,CTCP Điện nhẹ viễn thông,LTC Joint Stock Company,UPCOM,3
LTG,CTCP Tập đoàn Lộc Trời,CTCP Tập đoàn Lộc Trời,LTG Joint Stock Company,UPCOM,3
LUT,CTCP Đầu tư Xây dựng Lương Tài,CTCP Đầu tư Xây dựng Lương Tài,LUT Joint Stock Company,UPCOM,3
M10,Tổng Công ty May 10 - Công ty cổ phần,Tổng Công ty May 10 - Công ty cổ phần,M10 Joint Stock Company,UPCOM,3
MA1,Công ty cổ phần Thiết bị,Công ty cổ phần Thiết bị,MA1 Joint Stock Company,UPCOM,3
MAC,CTCP Cung ứng và Dịch vụ Kỹ thuật hàng hải,CTCP Cung ứng và Dịch vụ Kỹ thuật hàng hải,MAC Joint Stock Company,HNX,2
MAS,CTCP Dịch vụ Hàng Không Sân Bay Đà Nẵng,CTCP Dịch vụ Hàng Không Sân Bay Đà Nẵng,MAS Joint Stock Company,HNX,2
MBB,Ngân hàng Thương mại Cổ phần Quân Đội,Ngân hàng Thương mại Cổ phần Quân Đội,MBB Joint Stock Company,HOSE,1
MBG,Công ty cổ phần Tập đoàn MBG,Công ty cổ phần Tập đoàn MBG,MBG Joint Stock Company,HNX,2
MBN,Công ty cổ phần Môi trường và Công trình đô thị Bắc Ninh,Công ty cổ phần Môi trường và Công trình đô thị Bắc Ninh,MBN Joint Stock Company,UPCOM,3
MBS,Công ty Cổ phần Chứng khoán MB,Công ty Cổ phần Chứng khoán MB,MBS Joint Stock Company,HNX,2
MCC,CTCP Gạch ngói cao cấp,CTCP Gạch ngói cao cấp,MCC Joint Stock Company,HNX,2
MCD,Công ty cổ phần Môi trường và Công trình Đô thị Đông Hà,Công ty cổ phần Môi trường và Công trình Đô thị Đông Hà,MCD Joint Stock Company,UPCOM,3
MCF,Công ty CP Xây lắp Cơ khí và Lương thực Thực phẩm,Công ty CP Xây lắp Cơ khí và Lương thực Thực phẩm,MCF Joint Stock Company,HNX,2
MCG,Công ty cổ phần Năng lượng và Bất động sản MCG,Công ty cổ phần Năng lượng và Bất động sản MCG,MCG Joint Stock Company,UPCOM,3
MCH,CTCP Hàng tiêu dùng Masan,CTCP Hàng tiêu dùng Masan,MCH Joint Stock Company,UPCOM,3
MCM,Công ty cổ phần Giống bò sữa Mộc Châu,Công ty cổ phần Giống bò sữa Mộc Châu,MCM Joint Stock Company,UPCOM,3
MCO,CTCP Đầu tư & Xây dựng BDC Việt Nam,CTCP Đầu tư & Xây dựng BDC Việt Nam,MCO Joint Stock Company,HNX,2
MCP,Công ty Cổ phần In và Bao bì Mỹ Châu,Công ty Cổ phần In và Bao bì Mỹ Châu,MCP Joint Stock Company,HOSE,1
MDA,CTCP Môi trường Đô thị Đông Anh,CTCP Môi trường Đô thị Đông Anh,MDA Joint Stock Company,UPCOM,3
MDC,CTCP Than Mông Dương - Vinacomin,CTCP Than Mông Dương - Vinacomin,MDC Joint Stock Company,HNX,2
MDF,CTCP GỖ MDF VRG QUẢNG TRỊ,CTCP GỖ MDF VRG QUẢNG TRỊ,MDF Joint Stock Company,UPCOM,3
MDG,Công ty Cổ phần Miền Đông,Công ty Cổ phần Miền Đông,MDG Joint Stock Company,HOSE,1
MEC,CTCP Cơ khí - Lắp máy Sông Đà,CTCP Cơ khí - Lắp máy Sông Đà,MEC Joint Stock Company,UPCOM,3
MED,Công ty cổ phần Dược Trung ương Mediplantex,Công ty cổ phần Dược Trung ương Mediplantex,MED Joint Stock Company,HNX,2
MEF,Công ty cổ phần MEINFA,Công ty cổ phần MEINFA,MEF Joint Stock Company,UPCOM,3
MEL,CTCP Thép Mê Lin,CTCP Thép Mê Lin,MEL Joint Stock Company,HNX,2
MES,CTCP Cơ điện Công trình,CTCP Cơ điện Công trình,MES Joint Stock Company,UPCOM,3
MFS,Công ty cổ phần Dịch vụ kỹ thuật Mobifone,Công ty cổ phần Dịch vụ kỹ thuật Mobifone,MFS Joint Stock Company,UPCOM,3
MGC,CTCP Địa chất Mỏ - TKV,CTCP Địa chất Mỏ - TKV,MGC Joint Stock Company,UPCOM,3
MGG,Tổng công ty Đức Giang - Công ty cổ phần,Tổng công ty Đức Giang - Công ty cổ phần,MGG Joint Stock Company,UPCOM,3
MGR,Công ty cổ phần Tập đoàn MGROUP,Công ty cổ phần Tập đoàn MGROUP,MGR Joint Stock Company,UPCOM,3
MH3,CTCP Khu công nghiệp cao su Bình Long,CTCP Khu công nghiệp cao su Bình Long,MH3 Joint Stock Company,UPCOM,3
MHC,Công ty Cổ phần MHC,Công ty Cổ phần MHC,MHC Joint Stock Company,HOSE,1
MHL,CTCP Minh Hữu Liên,CTCP Minh Hữu Liên,MHL Joint Stock Company,HNX,2
MIC,CTCP Kỹ nghệ khoáng sản Quảng Nam,CTCP Kỹ nghệ khoáng sản Quảng Nam,MIC Joint Stock Company,UPCOM,3
MIE,Tổng Công ty Máy và Thiết bị Công nghiệp - CTCP,Tổng Công ty Máy và Thiết bị Công nghiệp - CTCP,MIE Joint Stock Company,UPCOM,3
MIG,Tổng Công ty cổ phần Bảo Hiểm Quân Đội,Tổng Công ty cổ phần Bảo Hiểm Quân Đội,MIG Joint Stock Company,HOSE,1
MIM,CTCP Khoáng sản và Cơ khí,CTCP Khoáng sản và Cơ khí,MIM Joint Stock Company,HNX,2
MKP,CTCP Hóa - Dược phẩm Mekophar,CTCP Hóa - Dược phẩm Mekophar,MKP Joint Stock Company,UPCOM,3
MKV,CTCP Dược Thú Y Cai Lậy,CTCP Dược Thú Y Cai Lậy,MKV Joint Stock Company,HNX,2
MLC,CTCP Môi trường Đô thị tỉnh Lào Cai,CTCP Môi trường Đô thị tỉnh Lào Cai,MLC Joint Stock Company,UPCOM,3
MLS,CTCP Chăn nuôi - Mitraco,CTCP Chăn nuôi - Mitraco,MLS Joint Stock Company,UPCOM,3
MML,Công ty cổ phần Masan MeatLife,Công ty cổ phần Masan MeatLife,MML Joint Stock Company,UPCOM,3
MML121021,MML121021,MML121021,MML121021,HNX,2
MNB,Tổng Công ty May Nhà Bè - CTCP,Tổng Công ty May Nhà Bè - CTCP,MNB Joint Stock Company,UPCOM,3
MND,CTCP Môi trường Nam Định,CTCP Môi trường Nam Định,MND Joint Stock Company,UPCOM,3
MPC,Công ty cổ phần Tập đoàn Thủy sản Minh Phú,Công ty cổ phần Tập đoàn Thủy sản Minh Phú,MPC Joint Stock Company,UPCOM,3
MPT,Công ty cổ phần Tập đoàn MPT,Công ty cổ phần Tập đoàn MPT,MPT Joint Stock Company,UPCOM,3
MPY,CTCP Môi trường đô thị Phú Yên,CTCP Môi trường đô thị Phú Yên,MPY Joint Stock Company,UPCOM,3
MQB,CTCP Môi trường và Phát triển Đô thị Quảng Bình,CTCP Môi trường và Phát triển Đô thị Quảng Bình,MQB Joint Stock Company,UPCOM,3
MQN,Công ty cổ phần Môi trường Đô thị Quảng Ngãi,Công ty cổ phần Môi trường Đô thị Quảng Ngãi,MQN Joint Stock Company,UPCOM,3
MRF,CTCP Merufa,CTCP Merufa,MRF Joint Stock Company,UPCOM,3
MSB,Ngân hàng Thương mại cổ phần Hàng Hải Việt Nam,Ngân hàng Thương mại cổ phần Hàng Hải Việt Nam,MSB Joint Stock Company,HOSE,1
MSH,Công ty Cổ phần May Sông Hồng,Công ty Cổ phần May Sông Hồng,MSH Joint Stock Company,HOSE,1
MSN,Công ty Cổ phần Tập đoàn MaSan,Công ty Cổ phần Tập đoàn MaSan,MSN Joint Stock Company,HOSE,1
MSN121013,Trái phiếu MSNH2023054,Trái phiếu MSNH2023054,MSN121013,HNX,2
MSN121014,Trái phiếu MSNH2023055,Trái phiếu MSNH2023055,MSN121014,HNX,2
MSN121015,Trái phiếu MSNH2023056,Trái phiếu MSNH2023056,MSN121015,HNX,2
MSN123008,Trái phiếu MSNH2227001,Trái phiếu MSNH2227001,MSN123008,HNX,2
MSN123009,Trái phiếu MSNH2227002,Trái phiếu MSNH2227002,MSN123009,HNX,2
MSN123010,Trái phiếu MSNH2328001,Trái phiếu MSNH2328001,MSN123010,HNX,2
MSN123014,Trái phiếu MSNH2328002,Trái phiếu MSNH2328002,MSN123014,HNX,2
MSR,Công ty Cổ phần Masan High-Tech Materials,Công ty Cổ phần Masan High-Tech Materials,MSR Joint Stock Company,UPCOM,3
MST,Công ty cổ phần Đầu tư MST,Công ty cổ phần Đầu tư MST,MST Joint Stock Company,HNX,2
MTA,Tổng công ty Khoáng sản và Thương mại Hà Tĩnh - CTCP,Tổng công ty Khoáng sản và Thương mại Hà Tĩnh - CTCP,MTA Joint Stock Company,UPCOM,3
MTB,Công ty cổ phần Môi trường và Công trình Đô thị tỉnh Thái Bình,Công ty cổ phần Môi trường và Công trình Đô thị tỉnh Thái Bình,MTB Joint Stock Company,UPCOM,3
MTC,CTCP Dịch vụ du lịch Mỹ Trà,CTCP Dịch vụ du lịch Mỹ Trà,MTC Joint Stock Company,UPCOM,3
MTG,CTCP MT Gas,CTCP MT Gas,MTG Joint Stock Company,UPCOM,3
MTH,CTCP Môi trường đô thị Hà Đông,CTCP Môi trường đô thị Hà Đông,MTH Joint Stock Company,UPCOM,3
MTL,CTCP Dịch vụ Môi trường Đô thị Từ Liêm,CTCP Dịch vụ Môi trường Đô thị Từ Liêm,MTL Joint Stock Company,UPCOM,3
MTP,CTCP Dược Medipharco,CTCP Dược Medipharco,MTP Joint Stock Company,UPCOM,3
MTS,CTCP Vật tư - TKV,CTCP Vật tư - TKV,MTS Joint Stock Company,UPCOM,3
MTV,CTCP Dịch vụ Môi trường và Công trình Đô thị Vũng Tàu,CTCP Dịch vụ Môi trường và Công trình Đô thị Vũng Tàu,MTV Joint Stock Company,UPCOM,3
MVB,Tổng công ty Công nghiệp mỏ Việt Bắc TKV - CTCP,Tổng công ty Công nghiệp mỏ Việt Bắc TKV - CTCP,MVB Joint Stock Company,HNX,2
MVC,CTCP Vật liệu và Xây dựng Bình Dương,CTCP Vật liệu và Xây dựng Bình Dương,MVC Joint Stock Company,UPCOM,3
MVN,Tổng Công ty Hàng hải Việt Nam-CTCP,Tổng Công ty Hàng hải Việt Nam-CTCP,MVN Joint Stock Company,UPCOM,3
MWG,Công ty Cổ phần Đầu tư Thế Giới Di Động,Công ty Cổ phần Đầu tư Thế Giới Di Động,MWG Joint Stock Company,HOSE,1
NAB,Ngân hàng Thương mại cổ phần Nam Á,Ngân hàng Thương mại cổ phần Nam Á,NAB Joint Stock Company,UPCOM,3
NAC,CTCP Tư vấn Xây dựng Tổng hợp,CTCP Tư vấn Xây dựng Tổng hợp,NAC Joint Stock Company,UPCOM,3
NAF,Công ty Cổ phần Nafoods Group,Công ty Cổ phần Nafoods Group,NAF Joint Stock Company,HOSE,1
NAG,CTCP Tập Đoàn Nagakawa,CTCP Tập Đoàn Nagakawa,NAG Joint Stock Company,HNX,2
NAP,Công ty Cổ phần Cảng Nghệ Tĩnh,Công ty Cổ phần Cảng Nghệ Tĩnh,NAP Joint Stock Company,HNX,2
NAS,CTCP Dịch vụ hàng không sân bay Nội Bài,CTCP Dịch vụ hàng không sân bay Nội Bài,NAS Joint Stock Company,UPCOM,3
NAU,Công ty Cổ phần Môi trường và Công trình đô thị Nghệ An,Công ty Cổ phần Môi trường và Công trình đô thị Nghệ An,NAU Joint Stock Company,UPCOM,3
NAV,CTCP Nam Việt,CTCP Nam Việt,NAV Joint Stock Company,HOSE,1
NAW,CTCP Cấp nước Nghệ An,CTCP Cấp nước Nghệ An,NAW Joint Stock Company,UPCOM,3
NBB,Công ty Cổ phần Đầu tư Năm Bảy Bảy,Công ty Cổ phần Đầu tư Năm Bảy Bảy,NBB Joint Stock Company,HOSE,1
NBC,CTCP Than Núi Béo - Vinacomin,CTCP Than Núi Béo - Vinacomin,NBC Joint Stock Company,HNX,2
NBE,CTCP Sách và thiết bị Giáo dục miền Bắc,CTCP Sách và thiết bị Giáo dục miền Bắc,NBE Joint Stock Company,UPCOM,3
NBP,Công ty cổ phần Nhiệt điện Ninh Bình,Công ty cổ phần Nhiệt điện Ninh Bình,NBP Joint Stock Company,HNX,2
NBT,CTCP Cấp thoát nước Bến Tre,CTCP Cấp thoát nước Bến Tre,NBT Joint Stock Company,UPCOM,3
NBW,CTCP Cấp nước Nhà Bè,CTCP Cấp nước Nhà Bè,NBW Joint Stock Company,HNX,2
NCG,Công ty cổ phần Tập đoàn Nova Consumer,Công ty cổ phần Tập đoàn Nova Consumer,NCG Joint Stock Company,UPCOM,3
NCS,CTCP Suất ăn Hàng Không Nội Bài,CTCP Suất ăn Hàng Không Nội Bài,NCS Joint Stock Company,UPCOM,3
NCT,Công ty Cổ phần Dịch vụ Hàng hóa Nội Bài,Công ty Cổ phần Dịch vụ Hàng hóa Nội Bài,NCT Joint Stock Company,HOSE,1
ND2,CTCP Đầu tư và phát triển điện miền Bắc 2,CTCP Đầu tư và phát triển điện miền Bắc 2,ND2 Joint Stock Company,UPCOM,3
NDC,CTCP Nam Dược,CTCP Nam Dược,NDC Joint Stock Company,UPCOM,3
NDF,CTCP Chế biến thực phẩm nông sản xuất khẩu Nam Định,CTCP Chế biến thực phẩm nông sản xuất khẩu Nam Định,NDF Joint Stock Company,UPCOM,3
NDN,CTCP Đầu tư phát triển Nhà Đà Nẵng,CTCP Đầu tư phát triển Nhà Đà Nẵng,NDN Joint Stock Company,HNX,2
NDP,CTCP Dược phẩm 2-9,CTCP Dược phẩm 2-9,NDP Joint Stock Company,UPCOM,3
NDT,Tổng công ty cổ phần Dệt May Nam Định,Tổng công ty cổ phần Dệt May Nam Định,NDT Joint Stock Company,UPCOM,3
NDW,Công ty cổ phần Cấp nước Nam Định,Công ty cổ phần Cấp nước Nam Định,NDW Joint Stock Company,UPCOM,3
NDX,CTCP Xây lắp Phát triển Nhà Đà Nẵng,CTCP Xây lắp Phát triển Nhà Đà Nẵng,NDX Joint Stock Company,HNX,2
NED,CTCP Đầu tư và Phát triển Điện Tây Bắc,CTCP Đầu tư và Phát triển Điện Tây Bắc,NED Joint Stock Company,UPCOM,3
NET,Công ty Cổ Phần Bột Giặt NET,Công ty Cổ Phần Bột Giặt NET,NET Joint Stock Company,HNX,2
NFC,CTCP Phân lân Ninh Bình,CTCP Phân lân Ninh Bình,NFC Joint Stock Company,HNX,2
NGC,CTCP Chế biến Thủy sản xuất khẩu Ngô Quyền,CTCP Chế biến Thủy sản xuất khẩu Ngô Quyền,NGC Joint Stock Company,UPCOM,3
NHA,Tổng công ty Đầu tư Phát triển Nhà và đô thị Nam Hà Nội,Tổng công ty Đầu tư Phát triển Nhà và đô thị Nam Hà Nội,NHA Joint Stock Company,HOSE,1
NHC,CTCP Gạch ngói Nhị Hiệp,CTCP Gạch ngói Nhị Hiệp,NHC Joint Stock Company,HNX,2
NHH,CTCP Nhựa Hà Nội,CTCP Nhựa Hà Nội,NHH Joint Stock Company,HOSE,1
NHP,CTCP Sản xuất Xuất nhập khẩu NHP,CTCP Sản xuất Xuất nhập khẩu NHP,NHP Joint Stock Company,UPCOM,3
NHT,CTCP Sản xuất và Thương mại Nam Hoa,CTCP Sản xuất và Thương mại Nam Hoa,NHT Joint Stock Company,HOSE,1
NHV,Công ty cổ phần Sức khỏe Hồi sinh Việt Nam,Công ty cổ phần Sức khỏe Hồi sinh Việt Nam,NHV Joint Stock Company,UPCOM,3
NJC,Công ty cổ phần May Nam Định,Công ty cổ phần May Nam Định,NJC Joint Stock Company,UPCOM,3
NKG,Công ty Cổ phần Thép Nam Kim,Công ty Cổ phần Thép Nam Kim,NKG Joint Stock Company,HOSE,1
NLG,Công ty Cổ phần Đầu tư Nam Long,Công ty Cổ phần Đầu tư Nam Long,NLG Joint Stock Company,HOSE,1
NLS,Công ty Cổ phần Cấp thoát Nước Lạng Sơn,Công ty Cổ phần Cấp thoát Nước Lạng Sơn,NLS Joint Stock Company,UPCOM,3
NNC,Công ty Cổ phần Đá Núi Nhỏ,Công ty Cổ phần Đá Núi Nhỏ,NNC Joint Stock Company,HOSE,1
NNT,CTCP Cấp nước Ninh Thuận,CTCP Cấp nước Ninh Thuận,NNT Joint Stock Company,UPCOM,3
NO1,Công ty cổ phần Tập đoàn 911,Công ty cổ phần Tập đoàn 911,NO1 Joint Stock Company,HOSE,1
