id,title,short_title,api_uri,first_name,middle_name,last_name,suffix,date_of_birth,gender,party,leadership_role,twitter_account,facebook_account,youtube_account,govtrack_id,cspan_id,votesmart_id,icpsr_id,crp_id,google_entity_id,fec_candidate_id,url,rss_url,contact_form,in_office,cook_pvi,dw_nominate,ideal_point,seniority,total_votes,missed_votes,total_present,last_updated,ocd_id,office,phone,fax,state,district,at_large,geoid,missed_votes_pct,votes_with_party_pct,votes_against_party_pct
B000179,Representative,Rep.,https://api.propublica.org/congress/v1/members/B000179.,Bill,,Barrett,,1929-02-09,M,R,,,,,400568,,,15805,,,,,,,False,,,,8,1187,20,1,2019-10-08 02:28:37 -0400,ocd-division/country:us/state:ne/cd:3,,,,NE,3,False,3103,1.68,93.2,7.33
B000208,Representative,Rep.,https://api.propublica.org/congress/v1/members/B000208.,Roscoe,G.,Bartlett,,1926-06-03,M,R,,,,RepRoscoeBartlett,400017,27026,,29356,,/m/025k82,,,,,False,,,,6,1187,6,0,2019-10-08 02:28:37 -0400,ocd-division/country:us/state:md/cd:6,,,,MD,6,False,2406,0.51,92.5,8.03
B000213,Representative,Rep.,https://api.propublica.org/congress/v1/members/B000213.,Joe,L.,Barton,,1949-09-15,M,R,,RepJoeBarton,RepJoeBarton,repjoebarton,400018,5248,27082,15085,N00005656,/m/03rspq,,https://joebarton.house.gov,,,False,,,,14,1187,59,0,2019-10-08 02:28:37 -0400,ocd-division/country:us/state:tx/cd:6,,,,TX,6,False,4806,4.97,91.51,9.04
B000220,Representative,Rep.,https://api.propublica.org/congress/v1/members/B000220.,Charles,F.,Bass,,1952-01-08,M,R,,RepCharlesBass,,,400019,37079,,29538,,/m/02vypx,,,,,False,,,,4,1187,10,0,2019-10-08 02:28:37 -0400,ocd-division/country:us/state:nh/cd:2,,,,NH,2,False,3302,0.84,87.95,12.49
B000229,Representative,Rep.,https://api.propublica.org/congress/v1/members/B000229.,Herbert,H.,Bateman,,1928-08-07,M,R,,,,,400569,,,15002,,,,,,,False,,,,16,1187,114,1,2019-10-08 02:28:37 -0400,ocd-division/country:us/state:va/cd:1,,,,VA,1,False,5101,9.6,93.76,6.81
B000287,Representative,Rep.,https://api.propublica.org/congress/v1/members/B000287.,Xavier,,Becerra,,1958-01-26,M,D,,RepBecerra,XavierBecerra,XavierBecerra,400021,26567,,29316,,/m/024trk,,http://becerra.house.gov,https://becerra.house.gov/rss/press-releases.xml,,False,,,,6,1187,89,5,2019-10-08 02:28:37 -0400,ocd-division/country:us/state:ca/cd:30,,,,CA,30,False,0630,7.5,89.77,10.61
B000400,Representative,Rep.,https://api.propublica.org/congress/v1/members/B000400.,Ken,,Bentsen,,1959-06-03,M,D,,,,,400550,,,29574,,,,,,,False,,,,4,1187,9,0,2019-10-08 02:28:37 -0400,ocd-division/country:us/state:tx/cd:25,,,,TX,25,False,4825,0.76,90.97,9.57
B000403,Representative,Rep.,https://api.propublica.org/congress/v1/members/B000403.,Douglas,K.,Bereuter,,1939-10-06,M,R,,,,,400023,,,14605,,,,,,,False,,,,20,1187,21,0,2019-10-08 02:28:37 -0400,ocd-division/country:us/state:ne/cd:1,,,,NE,1,False,3101,1.77,91.25,9.28
B000410,Representative,Rep.,https://api.propublica.org/congress/v1/members/B000410.,Howard,L.,Berman,,1941-04-15,M,D,,RepHowardBerman,,RepHowardBerman,400025,1592,,15004,,,,,,,False,,,,16,1187,130,3,2019-10-08 02:28:37 -0400,ocd-division/country:us/state:ca/cd:26,,,,CA,26,False,0626,10.95,92.48,8.11
B000420,Representative,Rep.,https://api.propublica.org/congress/v1/members/B000420.,Marion,,Berry,,1942-08-27,M,D,,,,CongressmanBerry,400026,45115,,29702,,,,,,,False,,,,2,1187,21,0,2019-10-08 02:28:37 -0400,ocd-division/country:us/state:ar/cd:1,,,,AR,1,False,0501,1.77,80.37,19.98
B000461,Representative,Rep.,https://api.propublica.org/congress/v1/members/B000461.,Brian,P.,Bilbray,,1951-01-28,M,R,,BilbrayCA50,,,400570,36554,,29508,,,,,,,False,,,,4,1187,33,2,2019-10-08 02:28:37 -0400,ocd-division/country:us/state:ca/cd:49,,,,CA,49,False,0649,2.78,86.19,14.35
B000463,Representative,Rep.,https://api.propublica.org/congress/v1/members/B000463.,Michael,,Bilirakis,,1930-07-16,M,R,,,,,400028,,,15005,,,,,,,False,,,,16,1187,26,0,2019-10-08 02:28:37 -0400,ocd-division/country:us/state:fl/cd:9,,,,FL,9,False,1209,2.19,94.5,6.03
B000490,Representative,Rep.,https://api.propublica.org/congress/v1/members/B000490.,Sanford,D.,Bishop,Jr.,1947-02-04,M,D,,SanfordBishop,sanfordbishop,RepSanfordBishop,400030,26194,26817,29339,N00002674,/m/02554k,,https://bishop.house.gov,https://bishop.house.gov/rss.xml,,False,,,,6,1187,15,3,2021-03-02 02:35:25 -0500,ocd-division/country:us/state:ga/cd:2,,,,GA,2,False,1302,1.26,84.68,15.85
B000518,Representative,Rep.,https://api.propublica.org/congress/v1/members/B000518.,Rod,,Blagojevich,,1956-12-10,M,D,,,,,400518,,,29716,,,,,,,False,,,,2,1187,37,2,2019-10-08 02:28:37 -0400,ocd-division/country:us/state:il/cd:5,,,,IL,5,False,1705,3.12,91.64,8.9
B000556,Representative,Rep.,https://api.propublica.org/congress/v1/members/B000556.,Tom,,Bliley,,1932-01-28,M,R,,,,,400571,,,14802,,,,,,,False,,,,18,1187,21,0,2019-10-08 02:28:37 -0400,ocd-division/country:us/state:va/cd:7,,,,VA,7,False,5107,1.77,95.85,4.59
B000574,Representative,Rep.,https://api.propublica.org/congress/v1/members/B000574.,Earl,,Blumenauer,,1948-08-16,M,D,,BlumenauerMedia,,RepBlumenauer,400033,43809,367,29588,N00007727,/m/033tw8,,https://blumenauer.house.gov,https://blumenauer.house.gov/rss.xml,,False,,,,4,1187,42,3,2021-03-02 02:35:25 -0500,ocd-division/country:us/state:or/cd:3,,,,OR,3,False,4103,3.54,91.59,8.96
B000575,Representative,Rep.,https://api.propublica.org/congress/v1/members/B000575.,Roy,,Blunt,,1950-01-10,M,R,,RoyBlunt,SenatorBlunt,SenatorBlunt,400034,45465,418,29735,N00005195,/m/034fn4,,https://www.blunt.senate.gov,,,False,,,,2,1187,34,0,2019-10-08 02:28:37 -0400,ocd-division/country:us/state:mo/cd:7,,,,MO,7,False,2907,2.86,94.38,6.16
B000586,Representative,Rep.,https://api.propublica.org/congress/v1/members/B000586.,Sherwood,L.,Boehlert,,1936-09-28,M,R,,,,,400035,,,15006,,,,,,,False,,,,16,1187,9,0,2019-10-08 02:28:37 -0400,ocd-division/country:us/state:ny/cd:23,,,,NY,23,False,3623,0.76,80.44,20.0
B000589,Representative,Rep.,https://api.propublica.org/congress/v1/members/B000589.,John,A.,Boehner,,1949-11-17,M,R,,SpeakerBoehner,SpeakerJohnBoehner,johnboehner,400036,16740,,15806,,/m/039rwf,,http://boehner.house.gov,,,False,,,,8,1187,21,0,2019-10-08 02:28:37 -0400,ocd-division/country:us/state:oh/cd:8,,,,OH,8,False,3908,1.77,96.2,4.24
B000617,Representative,Rep.,https://api.propublica.org/congress/v1/members/B000617.,Henry,,Bonilla,,1954-01-02,M,R,,,,,400037,,,39302,,,,,,,False,,,,6,1187,77,1,2019-10-08 02:28:37 -0400,ocd-division/country:us/state:tx/cd:23,,,,TX,23,False,4823,6.49,91.13,9.24
B000619,Representative,Rep.,https://api.propublica.org/congress/v1/members/B000619.,David,E.,Bonior,,1945-06-06,M,D,,,,,400527,,,14407,,,,,,,False,,,,22,1187,28,6,2019-10-08 02:28:37 -0400,ocd-division/country:us/state:mi/cd:10,,,,MI,10,False,2610,2.36,86.79,13.66
B000622,Representative,Rep.,https://api.propublica.org/congress/v1/members/B000622.,Sonny,,Bono,,1935-02-16,M,R,,,,,401587,,,29507,,,,,,,False,,,,4,1088,47,1,2019-10-08 02:28:37 -0400,ocd-division/country:us/state:ca/cd:44,,,,CA,44,False,0644,4.32,94.08,6.41
B001228,Representative,Rep.,https://api.propublica.org/congress/v1/members/B001228.,Mary,,Bono Mack,,1961-10-24,F,R,,Rep_BonoMack,,,400039,,,29775,,/m/024xmf,,,,,False,,,,2,0,0,0,2016-06-14 16:26:05 -0400,ocd-division/country:us/state:ca/cd:44,,,,CA,44,False,0644,0.0,0.0,
B000644,Representative,Rep.,https://api.propublica.org/congress/v1/members/B000644.,Robert,A.,Borski,,1948-10-20,M,D,,,,,400542,,,15007,,,,,,,False,,,,16,1187,29,1,2019-10-08 02:28:37 -0400,ocd-division/country:us/state:pa/cd:3,,,,PA,3,False,4203,2.44,87.73,12.82
B000652,Representative,Rep.,https://api.propublica.org/congress/v1/members/B000652.,Leonard,L.,Boswell,,1934-01-10,M,D,,LeonardBoswell,,RepLeonardBoswell,400042,45520,,29721,,/m/025b6f,,,,,False,,,,2,1187,5,0,2019-10-08 02:28:37 -0400,ocd-division/country:us/state:ia/cd:3,,,,IA,3,False,1903,0.42,82.23,18.3
B000657,Representative,Rep.,https://api.propublica.org/congress/v1/members/B000657.,Rick,,Boucher,,1946-08-01,M,D,,,,,400043,6736,,15009,,/m/01_k5m,,,,,False,,,,16,1187,81,0,2019-10-08 02:28:37 -0400,ocd-division/country:us/state:va/cd:9,,,,VA,9,False,5109,6.82,89.38,11.09
B000716,Representative,Rep.,https://api.propublica.org/congress/v1/members/B000716.,Allen,,Boyd,,1945-06-06,M,D,,,,,400044,46164,,29713,,,,,,,False,,,,2,1187,7,0,2019-10-08 02:28:37 -0400,ocd-division/country:us/state:fl/cd:2,,,,FL,2,False,1202,0.59,82.39,18.14
B001227,Representative,Rep.,https://api.propublica.org/congress/v1/members/B001227.,Robert,A.,Brady,,1945-04-07,M,D,,RepBrady,RepRobertBrady,BradyPA01,400047,55227,2519,29777,N00001619,/m/03tq5z,,https://brady.house.gov,,,False,,,,2,372,16,1,2019-10-08 02:28:37 -0400,ocd-division/country:us/state:pa/cd:1,,,,PA,1,False,4201,4.3,92.11,8.48
B000755,Representative,Rep.,https://api.propublica.org/congress/v1/members/B000755.,Kevin,,Brady,,1955-04-11,M,R,,RepKevinBrady,kevinbrady,KBrady8,400046,45749,361,29760,N00005883,/m/03tq00,,https://kevinbrady.house.gov,,,False,,,,2,1187,34,0,2021-03-02 02:35:26 -0500,ocd-division/country:us/state:tx/cd:8,,,,TX,8,False,4808,2.86,94.13,6.23
B000911,Representative,Rep.,https://api.propublica.org/congress/v1/members/B000911.,Corrine,,Brown,,1946-11-11,F,D,,RepCorrineBrown,congresswomanbrown,CongresswomanBrown,400048,26192,,29328,,/m/0251xd,,https://corrinebrown.house.gov,https://corrinebrown.house.gov/rss.xml,,False,,,,6,1187,76,1,2019-10-08 02:28:37 -0400,ocd-division/country:us/state:fl/cd:3,,,,FL,3,False,1203,6.4,91.82,8.74
B000918,Representative,Rep.,https://api.propublica.org/congress/v1/members/B000918.,George,E.,Brown,,1920-03-06,M,D,,,,,400572,,,10573,,,,,,,False,,,,34,1187,67,1,2019-10-08 02:28:37 -0400,ocd-division/country:us/state:ca/cd:42,,,,CA,42,False,0642,5.64,88.21,12.16
B000944,Representative,Rep.,https://api.propublica.org/congress/v1/members/B000944.,Sherrod,,Brown,,1952-11-09,M,D,,SenSherrodBrown,SenatorSherrodBrown,SherrodBrownOhio,400050,5051,27018,29389,N00003535,/m/034s80,,https://www.brown.senate.gov,,,False,,,,6,1187,34,2,2019-10-08 02:28:37 -0400,ocd-division/country:us/state:oh/cd:13,,,,OH,13,False,3913,2.86,91.13,9.41
B000996,Representative,Rep.,https://api.propublica.org/congress/v1/members/B000996.,Ed,,Bryant,,1948-09-07,,R,,,,,400549,,,29569,,,,,,,False,,,,4,1187,16,0,2019-10-08 02:28:37 -0400,ocd-division/country:us/state:tn/cd:7,,,,TN,7,False,4707,1.35,94.73,5.79
B001066,Representative,Rep.,https://api.propublica.org/congress/v1/members/B001066.,Jim,,Bunning,,1931-10-23,M,R,,,,SenJimBunning,300014,1457,,15405,,/m/0lbm2,,,,,False,,,,12,1187,17,0,2019-10-08 02:28:37 -0400,ocd-division/country:us/state:ky/cd:4,,,,KY,4,False,2104,1.43,96.13,4.39
B001135,Representative,Rep.,https://api.propublica.org/congress/v1/members/B001135.,Richard,M.,Burr,,1955-11-30,M,R,,SenatorBurr,SenatorRichardBurr,SenatorRichardBurr,400054,31054,21787,29548,N00002221,/m/03g_s9,,https://www.burr.senate.gov,,,False,,,,4,1187,44,0,2019-10-08 02:28:37 -0400,ocd-division/country:us/state:nc/cd:5,,,,NC,5,False,3705,3.71,92.83,7.62
B001149,Representative,Rep.,https://api.propublica.org/congress/v1/members/B001149.,Dan,,Burton,,1938-06-21,M,R,,RepDanBurton,,CongressmanDanBurton,400055,,,15013,,/m/022r4p,,,,,False,,,,16,1187,62,1,2019-10-08 02:28:37 -0400,ocd-division/country:us/state:in/cd:6,,,,IN,6,False,1806,5.22,93.78,6.67
B001203,Representative,Rep.,https://api.propublica.org/congress/v1/members/B001203.,Steve,,Buyer,,1958-11-26,M,R,,,,sbuyer,400056,26475,,29350,,/m/02578l,,,,,False,,,,6,1187,83,0,2019-10-08 02:28:37 -0400,ocd-division/country:us/state:in/cd:5,,,,IN,5,False,1805,6.99,94.86,5.7
C000052,Representative,Rep.,https://api.propublica.org/congress/v1/members/C000052.,Sonny,,Callahan,,1932-09-11,,R,,,,,400500,,,15207,,,,,,,False,,,,14,1187,52,0,2019-10-08 02:28:37 -0400,ocd-division/country:us/state:al/cd:1,,,,AL,1,False,0101,4.38,94.76,5.7
C000059,Representative,Rep.,https://api.propublica.org/congress/v1/members/C000059.,Ken,,Calvert,,1953-06-08,M,R,,KenCalvert,70063393423,RepKenCalvert,400057,26709,26777,29323,N00007099,/m/024xl1,,https://calvert.house.gov,https://calvert.house.gov/rss.xml,,False,,,,6,1187,15,0,2021-03-02 02:35:27 -0500,ocd-division/country:us/state:ca/cd:43,,,,CA,43,False,0643,1.26,96.58,3.95
C000071,Representative,Rep.,https://api.propublica.org/congress/v1/members/C000071.,Dave,,Camp,,1953-07-09,M,R,,RepDaveCamp,repdavecamp,DaveCampYT,400058,23039,,29124,,/m/03l8yr,,http://camp.house.gov,,,False,,,,8,1187,7,0,2019-10-08 02:28:37 -0400,ocd-division/country:us/state:mi/cd:4,,,,MI,4,False,2604,0.59,94.32,6.2
C000100,Representative,Rep.,https://api.propublica.org/congress/v1/members/C000100.,Tom,,Campbell,,1952-08-14,M,R,,,,,400573,,,15601,,,,,,,False,,,,8,1187,2,0,2019-10-08 02:28:37 -0400,ocd-division/country:us/state:ca/cd:15,,,,CA,15,False,0615,0.17,75.91,24.61
C000107,Representative,Rep.,https://api.propublica.org/congress/v1/members/C000107.,Charles,T.,Canady,,1954-06-22,M,R,,,,,400574,,,29332,,,,,,,False,,,,6,1187,10,0,2019-10-08 02:28:37 -0400,ocd-division/country:us/state:fl/cd:12,,,,FL,12,False,1212,0.84,95.71,4.81
C000116,Representative,Rep.,https://api.propublica.org/congress/v1/members/C000116.,Christopher,B.,Cannon,,1950-10-20,M,R,,,,,400059,,,29766,,,,,,,False,,,,2,1187,78,0,2019-10-08 02:28:37 -0400,ocd-division/country:us/state:ut/cd:3,,,,UT,3,False,4903,6.57,92.13,8.43
C000134,Representative,Rep.,https://api.propublica.org/congress/v1/members/C000134.,Walter,,Capps,,1934-05-05,M,D,,,,,402284,,,29706,,,,,,,False,,,,2,1028,18,2,2019-10-08 02:28:37 -0400,ocd-division/country:us/state:ca/cd:22,,,,CA,22,False,0622,1.75,94.22,6.3
C001036,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001036.,Lois,,Capps,,1938-01-10,F,D,,RepLoisCapps,loiscapps,reploiscapps,400062,54075,,29774,,/m/024tfg,,http://capps.house.gov,,,False,,,,2,0,0,0,2016-06-14 16:27:38 -0400,ocd-division/country:us/state:ca/cd:22,,,,CA,22,False,0622,0.0,0.0,
C000141,Representative,Rep.,https://api.propublica.org/congress/v1/members/C000141.,Benjamin,L.,Cardin,,1943-10-05,M,D,,SenatorCardin,senatorbencardin,senatorcardin,400064,4004,26888,15408,N00001955,/m/025k3k,,https://www.cardin.senate.gov,,,False,,,,12,1187,31,7,2019-10-08 02:28:37 -0400,ocd-division/country:us/state:md/cd:3,,,,MD,3,False,2403,2.61,90.51,10.04
C000191,Representative,Rep.,https://api.propublica.org/congress/v1/members/C000191.,Julia,M.,Carson,,1938-07-08,F,D,,,,,400067,,,29720,,,,,,,False,,,,2,1180,110,5,2019-10-08 02:28:37 -0400,ocd-division/country:us/state:in/cd:10,,,,IN,10,False,1810,9.32,90.18,10.21
C000243,Representative,Rep.,https://api.propublica.org/congress/v1/members/C000243.,Michael,N.,Castle,,1939-07-02,M,R,,repmikecastle,,mncastle,400070,70,,29327,,,,,,,False,,,,6,1187,8,1,2019-10-08 02:28:37 -0400,ocd-division/country:us/state:de/cd:1,,,,DE,At-Large,True,1000,0.67,80.52,20.0
C000266,Representative,Rep.,https://api.propublica.org/congress/v1/members/C000266.,Steven,J.,Chabot,,1953-01-22,M,R,,RepSteveChabot,RepSteveChabot,congressmanchabot,400071,36705,21790,29550,N00003689,/m/0343vk,,https://chabot.house.gov,,,False,,,,4,1187,5,0,2021-03-02 02:35:28 -0500,ocd-division/country:us/state:oh/cd:1,,,,OH,1,False,3901,0.42,88.49,12.03
C000286,Representative,Rep.,https://api.propublica.org/congress/v1/members/C000286.,Saxby,,Chambliss,,1943-11-10,M,R,,SaxbyChambliss,SaxbyChambliss,SenatorChambliss,300021,36571,,29512,,/m/01xcms,,http://www.chambliss.senate.gov,,,False,,,,4,1187,22,0,2019-10-08 02:28:37 -0400,ocd-division/country:us/state:ga/cd:8,,,,GA,8,False,1308,1.85,95.95,4.49
C000345,Representative,Rep.,https://api.propublica.org/congress/v1/members/C000345.,Helen,,Chenoweth-Hage,,1938-01-27,F,R,,,,,400575,,,29514,,,,,,,False,,,,4,1187,39,1,2019-10-08 02:28:37 -0400,ocd-division/country:us/state:id/cd:1,,,,ID,1,False,1601,3.29,87.96,12.58
C000377,Representative,Rep.,https://api.propublica.org/congress/v1/members/C000377.,Jon,,Christensen,,1963-02-20,M,R,,,,,402516,,,29536,,,,,,,False,,,,4,1187,60,0,2019-10-08 02:28:37 -0400,ocd-division/country:us/state:ne/cd:2,,,,NE,2,False,3102,5.05,92.98,7.38
C000380,Delegate,Del.,https://api.propublica.org/congress/v1/members/C000380.,Donna,M.C.,Christensen,,1945-09-19,F,D,,DelegateDonna,138013351189,delegatedonna,400073,48879,,70501,,,,http://donnachristensen.house.gov,,,False,,,,2,0,0,0,2016-05-03 15:22:15 -0400,ocd-division/country:us/state:vi/cd:79,,,,VI,At-Large,True,7898,0.0,0.0,
C000488,Representative,Rep.,https://api.propublica.org/congress/v1/members/C000488.,William,,Clay,,1931-04-30,M,D,,,,,402626,,,12009,,,,,,,False,,,,30,1187,133,0,2019-10-08 02:28:37 -0400,ocd-division/country:us/state:mo/cd:1,,,,MO,1,False,2901,11.2,89.0,11.6
C000494,Representative,Rep.,https://api.propublica.org/congress/v1/members/C000494.,Eva,,Clayton,,1934-09-16,F,D,,,,,400532,,,29382,,,,,,,False,,,,8,1187,66,2,2019-10-08 02:28:37 -0400,ocd-division/country:us/state:nc/cd:1,,,,NC,1,False,3701,5.56,92.93,7.53
C000503,Representative,Rep.,https://api.propublica.org/congress/v1/members/C000503.,Bob,,Clement,,1943-09-23,M,D,,,,,400548,,,15449,,,,,,,False,,,,12,1187,31,1,2019-10-08 02:28:37 -0400,ocd-division/country:us/state:tn/cd:5,,,,TN,5,False,4705,2.61,85.52,15.02
C000537,Representative,Rep.,https://api.propublica.org/congress/v1/members/C000537.,James,E.,Clyburn,,1940-07-21,M,D,,WhipClyburn,jameseclyburn,repjamesclyburn,400075,21607,27066,39301,N00002408,/m/03c469,,https://clyburn.house.gov,,,False,,,,6,1187,28,0,2021-03-02 02:35:29 -0500,ocd-division/country:us/state:sc/cd:6,,,,SC,6,False,4506,2.36,88.91,11.63
C000556,Representative,Rep.,https://api.propublica.org/congress/v1/members/C000556.,Howard,,Coble,,1931-03-18,M,R,,HowardCoble,HowardCoble6,,400076,6961,,15092,,/m/0263k5,,http://coble.house.gov,,,False,,,,14,1187,32,0,2019-10-08 02:28:37 -0400,ocd-division/country:us/state:nc/cd:6,,,,NC,6,False,3706,2.7,91.9,8.64
C000560,Representative,Rep.,https://api.propublica.org/congress/v1/members/C000560.,Tom,,Coburn,,1948-03-14,M,R,,TomCoburn,,SenatorCoburn,400576,36751,,29555,,/m/03wnjr,,http://www.coburn.senate.gov,,,False,,,,4,1187,59,10,2019-10-08 02:28:37 -0400,ocd-division/country:us/state:ok/cd:2,,,,OK,2,False,4002,4.97,87.87,12.68
C000640,Representative,Rep.,https://api.propublica.org/congress/v1/members/C000640.,Michael,Allen,Collins,,1944-10-15,M,R,,,,,400078,,,29340,,,,,,,False,,,,6,1187,46,0,2019-10-08 02:28:37 -0400,ocd-division/country:us/state:ga/cd:3,,,,GA,3,False,1303,3.88,93.7,6.84
C000653,Representative,Rep.,https://api.propublica.org/congress/v1/members/C000653.,Larry,,Combest,,1945-03-20,M,R,,,,,400079,,,15210,,,,,,,False,,,,14,1187,18,0,2019-10-08 02:28:37 -0400,ocd-division/country:us/state:tx/cd:19,,,,TX,19,False,4819,1.52,94.8,5.73
C000670,Representative,Rep.,https://api.propublica.org/congress/v1/members/C000670.,Gary,,Condit,,1948-04-21,M,D,,,,,400505,,,15638,,,,,,,False,,,,10,1187,14,0,2019-10-08 02:28:37 -0400,ocd-division/country:us/state:ca/cd:18,,,,CA,18,False,0618,1.18,75.78,24.76
C000714,Representative,Rep.,https://api.propublica.org/congress/v1/members/C000714.,John,,Conyers,Jr.,1929-05-16,M,D,,RepJohnConyers,CongressmanConyers,JCMI14,400080,1824,26904,10713,N00004029,/m/02hy5d,,https://conyers.house.gov/,,,False,,,,34,1187,111,2,2019-10-08 02:28:37 -0400,ocd-division/country:us/state:mi/cd:14,,,,MI,14,False,2614,9.35,83.11,17.28
C000722,Representative,Rep.,https://api.propublica.org/congress/v1/members/C000722.,Merrill,,Cook,,1946-05-06,M,R,,,,,400577,,,29765,,,,,,,False,,,,2,1187,17,0,2019-10-08 02:28:37 -0400,ocd-division/country:us/state:ut/cd:2,,,,UT,2,False,4902,1.43,93.39,7.14
