uuid,symbol,name,color,iconUrl,marketCap,price,listedAt,tier,change,rank,sparkline,lowVolume,coinrankingUrl,24hVolume,btcPrice
QQ0NCmjVq,FLOW,Flow,#04ec8c,https://cdn.coinranking.com/xh8X8QBss/flow.png,532357195,0.5137591147029712,1614963736,1,2.29,80,"['0.50378977184492', '0.5099336390068758', '0.5086753174838871', '0.513389280579922', '0.5213602478483881', '0.5235349371857158', '0.5189971734359659', '0.5160462831431529', '0.5159383482327052', '0.5130245858968026', '0.5169440242186807', '0.5152888148592093', '0.5105519183313869', '0.5183873114600509', '0.5240777871937017', '0.5166109598207312', '0.5187980309696617', '0.5153249839611974', '0.5130651389280213', '0.5140515470113081', '0.5152482078239695', '0.516086900165992', '0.5128906644917931', '0.5086525203042563']",False,https://coinranking.com/coin/QQ0NCmjVq+flow-flow,76534598,0.00001503577695441
t7m8DZVyMsAu,GT,GateToken,#de5959,https://cdn.coinranking.com/tRE6BrzE0/GT[1].svg,519606124,3.814118442596359,1556585100,1,-3.18,81,"['3.944911537231664', '3.9503875093049863', '3.9564220609217418', '3.94842185015582', '3.9447963123200434', '3.9549926509155973', '3.9509834240434247', '3.9176293796346795', '3.9177852361792707', '3.8971233835284838', '3.890355807261399', '3.88834279732695', '3.8877457841456757', '3.8896966565059836', '3.900215445046976', '3.8734716723015423', '3.8432239992176886', '3.835271053800557', '3.848174228131509', '3.8585732402958426', '3.862029511247168', '3.8703352980711356', '3.84329090744842', '3.8200082798136634']",False,https://coinranking.com/coin/t7m8DZVyMsAu+gatetoken-gt,2055117,0.000111591364472921
1ZZI6g5k5royD,TUSD,TrueUSD,#1f2e5a,https://cdn.coinranking.com/qPE6mbDUL/tusd.png,503976352,0.9972338877799105,1520380800,1,-0.01,82,"['0.9968948034355467', '0.997357831666414', '0.9970627060563337', '0.9972806962612125', '0.9986939298695012', '0.9981596282766796', '1.000502901534453', '0.9977348130727608', '0.9984666155717732', '0.9997199257894265', '0.9980417664912414', '0.9978832877535567', '0.9989850705984884', '0.9967031414200531', '0.9992374588930735', '0.9993620762785941', '0.9977398567162978', '0.9991733378044855', '0.9993959862274022', '0.9990379946318075', '0.9990197376073058', '0.9991337628396876', '1.0000090657590441', '1.0001302715961546']",False,https://coinranking.com/coin/1ZZI6g5k5royD+trueusd-tusd,46397691,0.000029185246312772
YRTkUcMi,PAXG,PAX Gold,#a18d10,https://cdn.coinranking.com/OvRFA-ieo/pax-gold.svg,483914116,1949.0754768038469,1570197780,1,-0.23,83,"['1953.378296360242', '1950.1979474001978', '1944.7993505959375', '1945.3478984572769', '1946.039248119908', '1946.808015058827', '1950.899197095004', '1952.8573512408586', '1955.0061671436056', '1957.2809589714223', '1954.0366899524302', '1953.3213035751799', '1954.5951266982843', '1951.889835241614', '1956.26618311959', '1957.5616178685134', '1955.7154643971853', '1958.0780003661273', '1955.3261191907698', '1954.3444301421066', '1954.2056988670984', '1956.1190612372227', '1955.0332535487187', '1955.1733508010868']",False,https://coinranking.com/coin/YRTkUcMi+paxgold-paxg,12709225,0.0570420325359603
cpjRxjFYD,FDUSD,First Digital USD,#000000,https://cdn.coinranking.com/Fsc8c3dOQ/Kegnv2no_400x400.PNG,480350425,0.9950797651461128,1691380699,1,-0.19,84,"['0.9973113965438831', '0.9978564058524666', '0.9974053097662458', '0.9977055382079163', '0.9995140223144222', '0.9992180031325179', '1.0019634688539176', '0.998849583078', '0.9994125955497809', '1.000488231522427', '0.9987834155305857', '0.9990589260350052', '0.9990581162623579', '0.9971433423474706', '1.0001960897250826', '0.9999466619222729', '0.9978606333404283', '1.0000918144216255', '1.0004124076281613', '0.9995760272613098', '1.000065690826775', '0.9998764125259382', '1.0018234905453702', '1.0011417251059318']",False,https://coinranking.com/coin/cpjRxjFYD+firstdigitalusd-fdusd,3414262002,0.000029122203329149
vzptytgIN,XRD,Radix,#042cc4,https://cdn.coinranking.com/czR4rJ_Yn/11948.png,463178032,0.04515077050072942,1653989654,1,2.26,85,"['0.04413336651690825', '0.043950674860888495', '0.043949290874249314', '0.04414833930410487', '0.04445791317202725', '0.04467836919310493', '0.04528999141292083', '0.04695762569211147', '0.045767406850724925', '0.04536527041876686', '0.04510763883633617', '0.04483122236629574', '0.0446378872524725', '0.04472206220705201', '0.0449392605523647', '0.0446015788236011', '0.0446247616007756', '0.0447059317230197', '0.04464375528084186', '0.04465121802369869', '0.04484046573802548', '0.04529076815236878', '0.04587799798108828', '0.04541949855745846']",False,https://coinranking.com/coin/vzptytgIN+radix-xrd,3473510,0.000001321391475383
frw2fHgZ,TKX,Tokenize Xchange,#ff8f40,https://cdn.coinranking.com/JYtWb5AXp/tokenize.svg,453857994,5.673508602164794,1596033180,1,-1.90,86,"['5.7840910531282415', '5.7938551529703055', '5.804658459879487', '5.872670461221641', '5.862913302755591', '5.825129574590463', '5.758805625899504', '5.68857421803717', '5.687795705908017', '5.66373069783178', '5.665023259377057', '5.66361346920253', '5.658541821705493', '5.671311320042161', '5.680229104826443', '5.67758147310956', '5.697431186251385', '5.693282702941512', '5.685876998341549', '5.700944736499395', '5.710046734484255', '5.708065020817705', '5.700851997973312', '5.670026507456801']",False,https://coinranking.com/coin/frw2fHgZ+tokenizexchange-tkx,14236038,0.000166028970848093
drWC87t2Vozh,ANKR,Ankr,#277fcc,https://cdn.coinranking.com/2NXhylXMw/ankr.png,447337138,0.022356377587292517,1552484520,1,1.24,87,"['0.02209038403543981', '0.022205463678995518', '0.02227886119604925', '0.022375125381111416', '0.022210161065040493', '0.022202913360467195', '0.021909674703723264', '0.021728513362137533', '0.021802523568033846', '0.021757005602265338', '0.021840144755658517', '0.02179641993925936', '0.021788979416862298', '0.022038384145987164', '0.02211740550829879', '0.022191966175152417', '0.02272040755132829', '0.022533978623062324', '0.022516344096486087', '0.02260195750691679', '0.022616168347761773', '0.02255058833671546', '0.022319402551273113', '0.022118470799159694']",False,https://coinranking.com/coin/drWC87t2Vozh+ankr-ankr,39391404,6.54286215643e-7
aRGRWLf2RYNq4,ZEC,Zcash,#000,https://cdn.coinranking.com/rJrKiS_uZ/zec.svg,446723125,27.358878742635486,1477612800,1,-0.45,88,"['27.46989625529888', '27.629008169173545', '27.69318596982228', '27.91047894429735', '27.812089119410487', '27.71330266853395', '27.45815734331936', '27.17728701080884', '27.358607139502567', '27.300370794506254', '27.40038547953383', '27.345299914000677', '27.231967926987526', '27.51275013305428', '27.572181165066755', '27.57727831134008', '27.789687857313773', '27.72110393880256', '27.637553116897216', '27.607944451057488', '27.583980534045672', '27.54804034837504', '27.369028184720925', '27.206253961909116']",False,https://coinranking.com/coin/aRGRWLf2RYNq4+zcash-zec,49204641,0.000800690414485095
QGbUTVMjG,CRV,Curve DAO Token,#0030ff,https://cdn.coinranking.com/89clXLSu2/curve-dao-token.svg,430528674,0.4759038898678922,1597402380,1,-0.09,89,"['0.4757420500788292', '0.47785891930159374', '0.4771824402365727', '0.4837909802500797', '0.48132179924330354', '0.48007401890017587', '0.4767778866873828', '0.4728627840354906', '0.47546902873297336', '0.47469607327426677', '0.47886373174242536', '0.47674400252882254', '0.4734452387169443', '0.47869909966909696', '0.47896977880428426', '0.4781056861570667', '0.4836959770167201', '0.48195977445525284', '0.47997111496907763', '0.47942657986293297', '0.4797800553033266', '0.4800803085032928', '0.4753083265601654', '0.4706637753474829']",False,https://coinranking.com/coin/QGbUTVMjG+curvedaotoken-crv,47837663,0.000013927898376901
LtWwuVANwRzV_,MIOTA,IOTA,#000,https://cdn.coinranking.com/H1IQ9Bdd-/miota.svg,427979267,0.15397539263352636,1497364209,1,-1.81,90,"['0.1569370806207039', '0.15764361871335303', '0.15797996836031192', '0.15928986735755032', '0.1585262427128596', '0.1559010588607142', '0.15237357928160614', '0.15118121778917237', '0.15230792117528053', '0.1512926124609564', '0.15203170383172146', '0.15189649476694755', '0.15140431993321957', '0.15301572598541674', '0.1537381444370786', '0.15395357121087472', '0.1553144789661051', '0.15500574994584218', '0.15449011559691836', '0.15438004516430792', '0.1548314345004277', '0.15500719197340462', '0.15396837146123132', '0.15271233276152132']",False,https://coinranking.com/coin/LtWwuVANwRzV_+iota-miota,16501419,0.000004506274621413
03WI8NQPF,PEPE,PEPE,#4f9842,https://cdn.coinranking.com/L9KYPBnG8/pepe_32.PNG,416233546,0.000001005946931241,1681785707,1,6.25,91,"['9.55308896155e-7', '9.64574864425e-7', '9.72324110146e-7', '9.82265739877e-7', '9.79237101797e-7', '9.53979089635e-7', '9.46473826847e-7', '9.3788720756e-7', '9.38109081896e-7', '9.25053887663e-7', '9.34844682605e-7', '9.3277166239e-7', '9.17278100308e-7', '9.32675544546e-7', '9.26799690648e-7', '9.31750538036e-7', '9.59561906783e-7', '9.50674617888e-7', '9.39918180628e-7', '9.46814967909e-7', '9.47361798719e-7', '9.43378714629e-7', '9.37335539706e-7', '9.38258137477e-7']",False,https://coinranking.com/coin/03WI8NQPF+pepe-pepe,288004829,2.9440244e-11
AaQUAs2Mc,LUNC,Terra Classic,#0E3CA5,https://cdn.coinranking.com/F-PJdF8Um/LUNA.svg,413885656,0.000060596171880631,1565957940,1,-1.13,92,"['0.000061248998157268', '0.00006126358550547', '0.000061336344162887', '0.000061900037035602', '0.000061548371011994', '0.000061287717061964', '0.000060717168671593', '0.000060184236555985', '0.000060716149593616', '0.000060468196390902', '0.000060561850866165', '0.00006048775703858', '0.00006024955521206', '0.000060656261157331', '0.000060671951464675', '0.000060742772760994', '0.000061485116534036', '0.000061289779280307', '0.000061023316775498', '0.000061209961515595', '0.000061245791506806', '0.000061345145356154', '0.000060962310435124', '0.000060373660649311']",False,https://coinranking.com/coin/AaQUAs2Mc+terraclassic-lunc,20327660,1.77341968e-9
_xNnBDfLq2pF5,OMI,ECOMI,#0F274B,https://cdn.coinranking.com/WMzCE6YMs/ecomi.png,411262470,0.001519138356678636,1563204000,1,-0.09,93,"['0.001511895236197112', '0.001511524057775059', '0.001515631770709233', '0.001515140216946766', '0.001515138190436089', '0.001519027196756427', '0.001517648823654928', '0.001514052545250705', '0.001520660696549522', '0.001524646633617936', '0.001521999637580958', '0.001522284906485338', '0.001521673166043489', '0.001516486990527941', '0.001522625477013953', '0.001522394678321992', '0.001520514430928562', '0.001519501119281117', '0.0015188285837092', '0.001518674927748004', '0.001522343495091994', '0.00151973509059591', '0.001521273949432811', '0.001524143964748511']",False,https://coinranking.com/coin/_xNnBDfLq2pF5+ecomi-omi,4717719,4.4455908261e-8
XZfWhQXu8,PYR,Vulcan Forged,#fa8742,https://cdn.coinranking.com/Y3sN-F7tM/PYR.png,408873852,3.5086825062475984,1619531495,1,0.43,94,"['3.4847536703983386', '3.5277515823931465', '3.5690920978165206', '3.618564875098942', '3.5930595998966237', '3.5413227711561754', '3.4731721972404257', '3.4077905867662257', '3.416512462538154', '3.392412743155595', '3.4183367627133796', '3.437398644092229', '3.4130332603338127', '3.468882008830823', '3.485220495126938', '3.4613876911257426', '3.4953941015118635', '3.493303718360186', '3.469763333780628', '3.4586496545996166', '3.4642759711876256', '3.462196824859917', '3.5152313264914135', '3.508645288621531']",False,https://coinranking.com/coin/XZfWhQXu8+vulcanforged-pyr,15955900,0.000102685803634413
uIEWfMFnQo9K_,FTM,Fantom,#1969ff,https://cdn.coinranking.com/Uh-AYdcnU/fantom.png,397135309,0.22684049657468494,1540944000,1,-2.68,95,"['0.2329991707563915', '0.2346865892391681', '0.23372216070208143', '0.2364625210963075', '0.23407718521476975', '0.23152035802949708', '0.2276413487281889', '0.2230442843791331', '0.22247498759824383', '0.22146016957546488', '0.22432717513679667', '0.22346758155975555', '0.22168923327122744', '0.22463313205531474', '0.22498057986118988', '0.22500753767839535', '0.2300819070077334', '0.22788384514120055', '0.22680087304152588', '0.22643310393975127', '0.2272927084626505', '0.2282606917396742', '0.22655739017614748', '0.22367863204875785']",False,https://coinranking.com/coin/uIEWfMFnQo9K_+fantom-ftm,101829130,0.000006638759319524
o35j_d524,CSPR,Casper,#FF473E,https://cdn.coinranking.com/3FEQivs9t/casper-cspr.png,386240181,0.03385104782353742,1620306825,1,1.08,96,"['0.033390199378430026', '0.033621256656697435', '0.0341773938432243', '0.034310969432139675', '0.034158176928965604', '0.034077910762426444', '0.033729590745778776', '0.03345190057910116', '0.03381219492672232', '0.03377506519531601', '0.033696661720628934', '0.03355335444338769', '0.033549699052749245', '0.03394181953613397', '0.034326454748032066', '0.03429334638797968', '0.034678973285837654', '0.03449302799549124', '0.034266313255074475', '0.034166870763450534', '0.03428634555073783', '0.03432542385479945', '0.03414122553664396', '0.03383237428794663']",False,https://coinranking.com/coin/o35j_d524+casper-cspr,6829753,9.9069153263e-7
NfeOYfNcl,FTT,FTX Token,#77d9ed,https://cdn.coinranking.com/WyBm4_EzM/ftx-exchange.svg,375596459,1.1419946820285687,1566222960,1,5.11,97,"['1.0915104821276915', '1.0925701927557159', '1.0918381409775437', '1.091799716839317', '1.0889823786361905', '1.0840530958929693', '1.0752422798430044', '1.0556549178435835', '1.1324390111966407', '1.1529161551273441', '1.1390156664894113', '1.1280519939418456', '1.1170562812962237', '1.1235438777395588', '1.140889538803833', '1.1532556792443862', '1.163022219884952', '1.1731492587631536', '1.167580840747998', '1.1562171938113792', '1.1591037185435167', '1.1642762261436783', '1.1567734846639655', '1.1334199519762596']",False,https://coinranking.com/coin/NfeOYfNcl+ftxtoken-ftt,51614450,0.0000334218446558
w4MqH_Xe8,BTT,BitTorrent-New,#000000,https://cdn.coinranking.com/xHIci4Je9/16086.png,375529073,3.94703071726e-7,1657036895,1,-4.32,98,"['4.08854110085e-7', '4.10332553038e-7', '4.1149978342e-7', '4.12358823141e-7', '4.10706085619e-7', '4.10602075413e-7', '4.06973368017e-7', '4.0257708673e-7', '4.05207214775e-7', '4.07813661307e-7', '4.06704733879e-7', '4.04519897616e-7', '4.06869300665e-7', '4.06931040225e-7', '4.08174845152e-7', '4.08149866758e-7', '4.06626066016e-7', '4.06942322714e-7', '4.04607110896e-7', '4.05373772046e-7', '4.05727644987e-7', '4.06343364281e-7', '4.03589756593e-7', '3.99510268673e-7']",False,https://coinranking.com/coin/w4MqH_Xe8+bittorrent-new-btt,7513149,1.1551459e-11
TWSgvFmNR,SFP,SafePal,#000000,https://cdn.coinranking.com/QvuQzzqRV/safepal.png,357872288,0.7157445755796779,1626317392,1,1.31,99,"['0.7144017197197252', '0.7218255175697116', '0.7265820073855093', '0.7376751562815598', '0.7305636825365703', '0.7339873063353869', '0.7273377079559076', '0.7221203339933788', '0.7264319091634338', '0.7218631056710785', '0.7243684091065081', '0.7242362161298354', '0.7157989165092775', '0.7152033138521423', '0.7109567557606259', '0.7152857217673841', '0.7200650515591944', '0.7162949319656345', '0.7192432759205926', '0.7213852119490736', '0.7240485237378688', '0.7232017064862881', '0.7146491930275063', '0.7110506414292003']",False,https://coinranking.com/coin/TWSgvFmNR+safepal-sfp,13547782,0.000020947123830527
7Dg6y_Ywg,COMP,Compound,#00d395,https://cdn.coinranking.com/2es4I0GGs/compound-icon.svg,355137337,45.03551842238221,1593519840,1,-3.88,100,"['46.91497506029341', '47.08035215009682', '46.84263176463141', '47.57619546648662', '47.38522811250666', '47.13878237513734', '46.19110909050024', '45.225695699031064', '45.952792308135024', '45.74885416926829', '45.995298393137126', '45.774217473784255', '45.511512196313696', '46.05053594149393', '46.20170482822666', '45.83035127268931', '46.432085183230306', '46.01353366964008', '45.595630138421505', '45.43538463525691', '45.62147762232184', '45.491472726391834', '44.89567274974577', '44.61865766041913']",False,https://coinranking.com/coin/7Dg6y_Ywg+compound-comp,65103365,0.00131801848501832
LOO6LmXd7G84Z,KCS,KuCoin Token,#23AF91,https://cdn.coinranking.com/A-hAjR-hN/kucoin.png,347104400,4.5887943082653155,1508889600,1,0.65,101,"['4.561368718915465', '4.578468663145891', '4.584734269351425', '4.59983334428156', '4.610667698508797', '4.610238801482979', '4.569257316290867', '4.550656450193875', '4.539110716518226', '4.538934236753038', '4.544453061770561', '4.558615461578599', '4.560053820431083', '4.569141728775921', '4.585492013423238', '4.5901222419746155', '4.582304532284038', '4.595592079396228', '4.605005881223355', '4.618534122450686', '4.62766309099224', '4.6178768911261505', '4.614693639690607', '4.598398310231329']",False,https://coinranking.com/coin/LOO6LmXd7G84Z+kucointoken-kcs,1461895,0.000134296571553059
3jmxrjOJ8xa4p,ZIL,Zilliqa,#49c1bf,https://cdn.coinranking.com/H18JFWswf/zil.svg,336001765,0.01859320066604522,1518566400,1,1.21,102,"['0.018365699101517464', '0.018425629694139738', '0.018498779250338264', '0.018611850003332667', '0.018524961392541055', '0.018545617511401435', '0.018333795939579796', '0.018109276139246077', '0.018217257637977893', '0.018152668703195814', '0.018298798476173904', '0.018293796202765788', '0.018200661152285667', '0.018413222144705175', '0.018417571720307842', '0.01849230004099867', '0.01878457537819971', '0.018644280364161072', '0.01860778224796164', '0.018606243807958524', '0.0186569207346781', '0.01866004410935668', '0.018461749575081114', '0.018336983776181794']",False,https://coinranking.com/coin/3jmxrjOJ8xa4p+zilliqa-zil,34308797,5.44152327584e-7
uT6akswu0,NFT,APENFT,#000000,https://cdn.coinranking.com/43Mb3MHYr/9816.png,333306737,3.33310069949e-7,1626838226,1,0.17,103,"['3.3287615673e-7', '3.34584637501e-7', '3.35340139707e-7', '3.36601849882e-7', '3.35601973017e-7', '3.35329498806e-7', '3.3437862154e-7', '3.31448682579e-7', '3.32798332792e-7', '3.32121119601e-7', '3.32124268467e-7', '3.32291509036e-7', '3.3223619496e-7', '3.32180301471e-7', '3.32852987263e-7', '3.32551003911e-7', '3.32928250005e-7', '3.33917557178e-7', '3.32903240137e-7', '3.32442546198e-7', '3.32404747433e-7', '3.33404518464e-7', '3.3318125105e-7', '3.32279614417e-7']",False,https://coinranking.com/coin/uT6akswu0+apenft-nft,11169002,9.754719e-12
Ru56fDlLB56-v,RVN,Ravencoin,#384182,https://cdn.coinranking.com/Rw1xg7rFE/rvn.svg,331939115,0.015806624518404963,1520726400,1,0.38,104,"['0.015801968089345586', '0.01594152847249847', '0.01598670757222672', '0.016156982128023512', '0.016067760765316182', '0.015987431645530882', '0.015831431904879293', '0.015642331099443046', '0.01569563182222476', '0.015656586280265852', '0.015720835043885557', '0.015676740571381444', '0.01561725732916578', '0.015774721428193667', '0.01578228379278174', '0.01575236350341291', '0.015877739383344053', '0.015857042762961054', '0.015826511442167627', '0.015875866956866276', '0.015945272640993127', '0.01591339913311324', '0.015797796068940478', '0.015704641967354636']",False,https://coinranking.com/coin/Ru56fDlLB56-v+ravencoin-rvn,13313352,4.62599832994e-7
M9bj_WrX,KLAY,Klaytn,#4f473b,https://cdn.coinranking.com/cY-BSmXaS/klay.svg,322863734,0.13188559446076978,1572962760,1,0.32,105,"['0.13136226176994306', '0.13267809760611818', '0.1334414096933279', '0.13445598767178227', '0.1335621353224605', '0.13383428167546366', '0.13231077712623773', '0.13060072015795282', '0.1312870649222431', '0.13048778828706195', '0.1308782449539141', '0.1307821175289791', '0.1302902760124596', '0.1313244875176162', '0.13106061721649084', '0.13094570175019735', '0.132591404511575', '0.13271639417991912', '0.1327066967061073', '0.13276171567341213', '0.13272752458308337', '0.13344114344953614', '0.13232410474135822', '0.13121864192416954']",False,https://coinranking.com/coin/M9bj_WrX+klaytn-klay,21357382,0.000003859790172206
C9DwH-T7MEGmo,DASH,Dash,#1c75bc,https://cdn.coinranking.com/PyCmduSxt/Dash-D-white_on_blue_circle.svg,318202098,27.651672110691464,1391817600,1,-0.96,106,"['27.87402568303287', '28.023127353665103', '28.177900209573796', '28.53089896936576', '28.424683842513055', '28.257917028062078', '27.987610175452946', '27.719735830585996', '27.948271452438', '27.785814207177864', '27.965989956520385', '27.879098822701447', '27.732710310206063', '28.027110026414558', '28.099400636742594', '28.01665165355654', '28.186241844904146', '28.05090508568439', '27.983800747923905', '27.979643685713437', '28.008586134038318', '27.966018719625552', '27.741200028661158', '27.49239897718657']",False,https://coinranking.com/coin/C9DwH-T7MEGmo+dash-dash,35950337,0.000809259363725763
WvoRtQhzN,ILV,Illuvium,#000000,https://cdn.coinranking.com/9Y0K-WWMt/8719.png,311489569,45.98089746689329,1644973249,1,0.77,107,"['45.616201835734216', '45.834496352471064', '46.11326285284215', '46.859911712480496', '46.785260197675534', '46.72653966255038', '45.89339351762507', '45.29007731791071', '45.243624890631466', '44.90083161458183', '44.99833165843209', '45.13695407371875', '45.13478512575572', '45.92545757551182', '46.94595293974408', '46.70416380377659', '46.929906318635496', '46.98866791151989', '46.69247647545616', '46.58700066792791', '46.46659464101356', '46.358891250973485', '46.21315074743247', '45.90297589784342']",False,https://coinranking.com/coin/WvoRtQhzN+illuvium-ilv,22302850,0.001345686137121894
ymPAzpBG9,NAKA,Nakamoto.Games,#000000,https://cdn.coinranking.com/5eOtuh5UK/12749.png,310654201,0.8629283370350228,1650249162,1,7.34,108,"['0.8042907937635214', '0.8166091437232149', '0.8263758205913679', '0.8435470851382739', '0.8340172817114848', '0.8263251324098774', '0.8171011789277242', '0.802009814109779', '0.8074752082140273', '0.7961196314976569', '0.7946792959021954', '0.79789115988704', '0.7964929315640754', '0.8105677655752964', '0.81676196872091', '0.8181178900379213', '0.8268734970743229', '0.8272701419228333', '0.8242276434923242', '0.8250409680256625', '0.8400545004306194', '0.8441750567932736', '0.8389204253968583', '0.8413488934201875']",False,https://coinranking.com/coin/ymPAzpBG9+nakamotogames-naka,6409958,0.000025254633216191
MvVrm09NjVxNR,ELF,aelf,#7c1cb9,https://cdn.coinranking.com/B1mSolBNM/elf.svg,310373949,0.35914018644674317,1513900800,1,-1.68,109,"['0.36531154076804145', '0.36592414093347503', '0.36604668182831823', '0.3651509211510874', '0.36476675666220704', '0.3643399247706172', '0.36252759838186976', '0.36065662197174286', '0.3604460357049683', '0.360346723252202', '0.3603304110596879', '0.36106856728504366', '0.3606778003695383', '0.36185138856403554', '0.3639199930008234', '0.3639998804881603', '0.3649063634608077', '0.3631189806377718', '0.363294521516721', '0.36228435309766294', '0.362763502913562', '0.36259784161163927', '0.3611714092185468', '0.35960823497604666']",False,https://coinranking.com/coin/MvVrm09NjVxNR+aelf-elf,10526779,0.000010510668490817
Du5jY_Cr-,USDJ,JustStable,#bd0300,https://cdn.coinranking.com/blZWUSEZY/ssagf.png,308076543,1.128664480847957,1590159780,1,0.06,110,"['1.1274136004644963', '1.1285645401596107', '1.127427363487756', '1.127006602321203', '1.129495365545749', '1.1287104335805973', '1.1311299304715705', '1.128545777213405', '1.1285520701183716', '1.1310057987476547', '1.1295811033260437', '1.1283225980453124', '1.1293248751483513', '1.1269629661761578', '1.1304455967375997', '1.1301568259485022', '1.1282867076770544', '1.1290971138072263', '1.1298139236794773', '1.128517295933551', '1.1295541122493062', '1.1299952134151905', '1.132542997425893', '1.1313013028453918']",False,https://coinranking.com/coin/Du5jY_Cr-+juststable-usdj,2023896,0.000033029121012786
pOnT-qfd-RN7W,BAT,Basic Attention Token,#9e1f63,https://cdn.coinranking.com/SyX3N05JQ/bat.svg,299918417,0.20125505717150838,1496275200,1,-0.66,111,"['0.2025905881926472', '0.2026634491482744', '0.20325995097239988', '0.20461964576476635', '0.20377942739736563', '0.20209742267241876', '0.19975947576464867', '0.19769886097141134', '0.19885481049450246', '0.1978944003825717', '0.19923218109106447', '0.19876625592612682', '0.19802730146295006', '0.20039647406972583', '0.20101786098776211', '0.2012225743581498', '0.20312680451574677', '0.20299328657806512', '0.20252388036659438', '0.2031870127470409', '0.20378091312896118', '0.2038600627620426', '0.20139196491652916', '0.1995976640081016']",False,https://coinranking.com/coin/pOnT-qfd-RN7W+basicattentiontoken-bat,29633506,0.000005889970735268
AWma-WzFHmKVQ,FET,Fetch.AI,#054700,https://cdn.coinranking.com/8w7heKkw8/yrtftru.png,299517377,0.2844426088672736,1553179080,1,10.24,112,"['0.25804504206151596', '0.2621236333019597', '0.26664944998480283', '0.2782143143949294', '0.27537400429757286', '0.2722402032272846', '0.26777763548266903', '0.26790883470987414', '0.27351367422134953', '0.273563875902939', '0.2755636320446393', '0.275258973595986', '0.27153868117240587', '0.2762593933988822', '0.2750728230527839', '0.2740338674201652', '0.2812753450805116', '0.2795146913916079', '0.2770515058816883', '0.2757593684011284', '0.2791919859100984', '0.28653579389643885', '0.2837487285694014', '0.27793676842556525']",False,https://coinranking.com/coin/AWma-WzFHmKVQ+fetchai-fet,135351869,0.000008324554252885
n1p-s_gm1,OP,Optimism,#ff2a29,https://cdn.coinranking.com/GaG3fv_rq/11840.png,295661451,1.3767809236926871,1654151352,1,-1.84,113,"['1.4003954036621835', '1.4042582242521402', '1.405433904264795', '1.41795961964478', '1.4051240410396224', '1.3994340587572376', '1.386653157259583', '1.3714562455984698', '1.378483198646184', '1.3679433199304925', '1.3757468678296936', '1.374449924220466', '1.371256189987981', '1.3873359092081539', '1.394808182717523', '1.3954061997296534', '1.410287875188324', '1.400449725952244', '1.3924969569323942', '1.386193900124582', '1.386880175900707', '1.3882013562697895', '1.3750137669850508', '1.3668934231867498']",False,https://coinranking.com/coin/n1p-s_gm1+optimism-op,170326998,0.000040293145739513
lD9digIOk,1INCH,1inch Token,#ed6758,https://cdn.coinranking.com/OypO2Qln6/1inch_token.png,295598737,0.28329719290006333,1612132549,1,-0.56,114,"['0.28495068570528653', '0.2859383252036597', '0.2862615916393327', '0.2890741378889625', '0.28711709557245263', '0.28628874246793445', '0.28315389602650537', '0.28037280653840685', '0.2822361243805622', '0.28174618851454997', '0.28434561729133057', '0.28420274462697703', '0.28284814063627856', '0.2852530328973517', '0.2862961082339107', '0.2850482427127736', '0.28795529915092516', '0.28566623886226905', '0.2842144069695809', '0.2842544661650082', '0.284639141407143', '0.28536011495799024', '0.2827443994587295', '0.28001197132394684']",False,https://coinranking.com/coin/lD9digIOk+1inchtoken-1inch,35009930,0.000008291032280213
vu0nUKwNtoITi,POWR,Power Ledger,#00cdd7,https://cdn.coinranking.com/HyT355R_Q/powr.svg,288952020,0.2901943864846712,1509580800,1,5.49,115,"['0.2757128940663259', '0.2727465998691587', '0.2717733822006256', '0.2737395616831183', '0.2900854780531088', '0.29857651057927737', '0.29845284482206735', '0.3001661875368046', '0.3026340964166188', '0.3074308065457369', '0.31251180944196916', '0.3106423797832294', '0.3113102046546009', '0.31420683229768176', '0.3201934431389216', '0.332047899526702', '0.3078842140902615', '0.31968689164658787', '0.33333249504770956', '0.3327825582233118', '0.3353635558349021', '0.3279182399318053', '0.29831018470544846', '0.2917200718908479']",False,https://coinranking.com/coin/vu0nUKwNtoITi+powerledger-powr,322491907,0.00000849288692645
sfab31CXM,BLOK,Bloktopia,#000000,https://cdn.coinranking.com/P6P1BdGJ9/11206.png,288898507,0.001444492537074049,1640188674,1,-6.80,116,"['0.001548990240881598', '0.001558810321603901', '0.001572795482501175', '0.001577874055731683', '0.001562905819653059', '0.001558195614197295', '0.001551568166305097', '0.001527998307577961', '0.001532373386384905', '0.001533512092763354', '0.001531439828751403', '0.001539988445773094', '0.001542567013056206', '0.001528050093798903', '0.001531252123162921', '0.001526503419944371', '0.001520577007565853', '0.001526591187494688', '0.001528941955628401', '0.001531818715834058', '0.001535603769157461', '0.001535644941211323', '0.001530284067025301', '0.001468208063742593']",False,https://coinranking.com/coin/sfab31CXM+bloktopia-blok,510011,4.2274807353e-8
