id,title,short_title,api_uri,first_name,middle_name,last_name,suffix,date_of_birth,gender,party,leadership_role,twitter_account,facebook_account,youtube_account,govtrack_id,cspan_id,votesmart_id,icpsr_id,crp_id,google_entity_id,fec_candidate_id,url,rss_url,contact_form,in_office,cook_pvi,dw_nominate,ideal_point,seniority,next_election,total_votes,missed_votes,total_present,last_updated,ocd_id,office,phone,fax,state,senate_class,state_rank,lis_id,missed_votes_pct,votes_with_party_pct,votes_against_party_pct
C000813,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/C000813.,Paul,,Coverdell,,1939-01-20,M,R,,,,,400558,,,49301,,,,,,,False,,,,3,1998,916,3,1,2019-10-07 09:24:22 -0400,ocd-division/country:us/state:ga,,,,GA,3,,S228,0.33,96.26,3.74
C000858,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/C000858.,Larry,E.,Craig,,1945-07-20,M,R,,,,,300029,,,14809,,,,,,,False,,,,5,1996,916,0,0,2019-10-07 09:24:22 -0400,ocd-division/country:us/state:id,,,,ID,2,,S215,0.0,95.94,4.06
D000018,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/D000018.,Alfonse,M.,D'Amato,,1937-08-01,M,R,,,,,403142,,,14900,,,,,,,False,,,,15,1998,916,13,1,2019-10-07 09:24:22 -0400,ocd-division/country:us/state:ny,,,,NY,3,,S147,1.42,90.2,9.8
D000064,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/D000064.,Thomas,A.,Daschle,,1947-12-09,M,D,,,,,300031,,,14617,,,,,,,False,,,,9,1998,916,2,0,2019-10-07 09:24:22 -0400,ocd-division/country:us/state:sd,,,,SD,3,,S185,0.22,93.18,6.82
D000294,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/D000294.,Michael,,DeWine,,1947-01-05,M,R,,,,,300033,,,15019,,,,,,,False,,,,1,2000,916,2,0,2019-10-07 09:24:22 -0400,ocd-division/country:us/state:oh,,,,OH,1,,S240,0.22,89.22,10.78
D000388,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/D000388.,Christopher,J.,Dodd,,1944-05-27,M,D,,SenChrisDodd,,SenChrisDodd,300034,,,14213,,/m/01xcly,,,,,False,,,,15,1998,916,7,0,2019-10-07 09:24:22 -0400,ocd-division/country:us/state:ct,,,,CT,3,,S150,0.76,88.45,11.55
D000401,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/D000401.,Robert,Joseph,Dole,,1923-07-22,M,R,,,,,403515,,,10513,,,,,,,False,,,,27,1998,771,15,0,2019-10-07 09:24:22 -0400,ocd-division/country:us/state:ks,,,,KS,3,,S026,1.95,96.01,3.99
D000407,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/D000407.,Pete,V.,Domenici,,1932-05-07,M,R,,,,,300036,,,14103,,,,,,,False,,,,23,1996,916,19,0,2019-10-07 09:24:22 -0400,ocd-division/country:us/state:nm,,,,NM,2,,S027,2.07,93.06,6.94
D000432,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/D000432.,Byron,L.,Dorgan,,1942-05-14,M,D,,,,senatordorgan,300037,2318,,14812,,/m/021fyn,,,,,False,,,,3,1998,916,10,0,2019-10-07 09:24:22 -0400,ocd-division/country:us/state:nd,,,,ND,3,,S222,1.09,88.28,11.72
E000284,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/E000284.,J. James,,Exon,,1921-08-09,M,D,,,,,403962,,,14704,,,,,,,False,,,,17,1996,916,22,1,2019-10-07 09:24:22 -0400,ocd-division/country:us/state:ne,,,,NE,2,,S129,2.4,82.06,17.94
F000437,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/F000437.,Lauch,,Faircloth,,1928-01-14,M,R,,,,,403968,,,49304,,,,,,,False,,,,3,1998,916,29,0,2019-10-07 09:24:22 -0400,ocd-division/country:us/state:nc,,,,NC,3,,S227,3.17,90.93,9.07
F000061,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/F000061.,Russ,,Feingold,,1953-03-02,M,D,,russfeingold,,SenRussFeingold,300042,,,49309,,/m/01nvvl,,,,,False,,,,3,1998,916,1,0,2019-10-07 09:24:22 -0400,ocd-division/country:us/state:wi,,,,WI,3,,S230,0.11,84.71,15.29
F000062,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/F000062.,Dianne,,Feinstein,,1933-06-22,F,D,,SenFeinstein,senatorfeinstein,SenatorFeinstein,300043,13061,53273,49300,N00007364,/m/01gqws,,https://www.feinstein.senate.gov,https://www.feinstein.senate.gov/public/?a=rss.feed,,False,,,,3,2000,916,6,0,2019-10-07 09:24:22 -0400,ocd-division/country:us/state:ca,,,,CA,1,,S221,0.66,84.06,15.94
F000268,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/F000268.,Wendell,H.,Ford,,1924-09-08,M,D,,,,,404219,,,14302,,,,,,,False,,,,21,1998,916,3,0,2019-10-07 09:24:22 -0400,ocd-division/country:us/state:ky,,,,KY,3,,S033,0.33,84.8,15.2
F000438,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/F000438.,Sheila,,Frahm,,1945-03-22,F,R,,,,,404281,,,49504,,,,,,,False,,,,1,1998,145,7,0,2019-10-07 09:24:22 -0400,ocd-division/country:us/state:ks,,,,KS,3,,S248,4.83,92.75,7.25
F000439,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/F000439.,William,H.,Frist,,1952-02-22,M,R,,,,,300045,,,49502,,,,,,,False,,,,1,2000,916,7,0,2019-10-07 09:24:22 -0400,ocd-division/country:us/state:tn,,,,TN,1,,S241,0.76,95.69,4.31
G000236,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/G000236.,John,H.,Glenn,Jr.,1921-07-18,M,D,,,,,404598,,,14304,,,,,,,False,,,,21,1998,916,13,0,2019-10-07 09:24:22 -0400,ocd-division/country:us/state:oh,,,,OH,3,,S035,1.42,89.03,10.97
G000333,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/G000333.,Slade,,Gorton,,1928-01-08,M,R,,,,,400559,,,14905,,,,,,,False,,,,13,2000,916,1,1,2019-10-07 09:24:22 -0400,ocd-division/country:us/state:wa,,,,WA,1,,S152,0.11,89.01,10.99
G000352,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/G000352.,Bob,,Graham,,1936-11-09,M,D,,,,,300046,,,15502,,,,,,,False,,,,9,1998,916,4,0,2019-10-07 09:24:22 -0400,ocd-division/country:us/state:fl,,,,FL,3,,S199,0.44,84.88,15.12
G000365,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/G000365.,Phil,,Gramm,,1942-07-08,M,R,,,,,300159,,,14628,,,,,,,False,,,,11,1996,916,87,0,2019-10-07 09:24:22 -0400,ocd-division/country:us/state:tx,,,,TX,2,,S171,9.5,93.45,6.55
G000367,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/G000367.,Rod,,Grams,,1948-02-04,M,R,,,,,400560,,,29367,,,,,,,False,,,,1,2000,916,14,0,2019-10-07 09:24:22 -0400,ocd-division/country:us/state:mn,,,,MN,1,,S242,1.53,93.53,6.47
G000386,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/G000386.,Charles,E.,Grassley,,1933-09-17,M,R,,ChuckGrassley,grassley,senchuckgrassley,300048,1167,53293,14226,N00001758,/m/020ymy,,https://www.grassley.senate.gov,https://www.grassley.senate.gov/?q=rss.xml,,False,,,,15,1998,916,0,0,2019-10-07 09:24:22 -0400,ocd-division/country:us/state:ia,,,,IA,3,,S153,0.0,91.0,9.0
G000445,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/G000445.,Judd,,Gregg,,1947-02-14,M,R,,,,,300049,,,14826,,/m/0206mj,,,,,False,,,,3,1998,916,16,0,2019-10-07 09:24:22 -0400,ocd-division/country:us/state:nh,,,,NH,3,,S224,1.75,91.41,8.59
H000206,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/H000206.,Tom,,Harkin,,1939-11-19,M,D,,SenatorHarkin,tomharkin,SenatorTomHarkin,300051,2005,,14230,,/m/020ynq,,http://www.harkin.senate.gov,,,False,,,,11,1996,916,6,0,2019-10-07 09:24:22 -0400,ocd-division/country:us/state:ia,,,,IA,2,,S172,0.66,90.01,9.99
H000338,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/H000338.,Orrin,G.,Hatch,,1934-03-22,M,R,,SenOrrinHatch,senatororrinhatch,SenatorOrrinHatch,300052,189,53352,14503,N00009869,/m/016mj4,,https://www.hatch.senate.gov,https://www.hatch.senate.gov/public/index.cfm/rss/feed,,False,,,,19,2000,916,9,0,2019-10-07 09:24:22 -0400,ocd-division/country:us/state:ut,,,,UT,1,,S118,0.98,93.68,6.32
H000343,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/H000343.,Mark,Odom,Hatfield,,1922-07-12,M,R,,,,,405212,,,11203,,,,,,,False,,,,29,1996,916,70,0,2019-10-07 09:24:22 -0400,ocd-division/country:us/state:or,,,,OR,2,,S044,7.64,78.53,21.47
H000445,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/H000445.,Howell,Thomas,Heflin,,1921-06-19,M,D,,,,,405310,,,14705,,,,,,,False,,,,17,1996,916,28,0,2019-10-07 09:24:22 -0400,ocd-division/country:us/state:al,,,,AL,2,,S130,3.06,69.35,30.65
H000463,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/H000463.,Jesse,,Helms,,1921-10-18,M,R,,,,,300154,,,14105,,,,,,,False,,,,23,1996,916,38,0,2019-10-07 09:24:22 -0400,ocd-division/country:us/state:nc,,,,NC,2,,S046,4.15,92.55,7.45
H000725,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/H000725.,Ernest,F.,Hollings,,1922-01-01,M,D,,,,,300053,,,11204,,,,,,,False,,,,29,1998,916,16,0,2019-10-07 09:24:22 -0400,ocd-division/country:us/state:sc,,,,SC,3,,S047,1.75,80.88,19.12
H001016,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/H001016.,Kay,Bailey,Hutchison,,1943-07-22,F,R,,kaybaileyhutch,,SenatorHutchison,300054,24713,,49306,,/m/02050j,,,,,False,,,,3,2000,916,7,0,2019-10-07 09:24:22 -0400,ocd-division/country:us/state:tx,,,,TX,1,,S235,0.76,95.8,4.2
I000024,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/I000024.,James,M.,Inhofe,,1934-11-17,M,R,,InhofePress,jiminhofe,jiminhofepressoffice,300055,5619,27027,15424,N00005582,/m/021kpl,,https://www.inhofe.senate.gov,,,False,,,,3,1996,916,21,0,2019-10-07 09:24:22 -0400,ocd-division/country:us/state:ok,,,,OK,2,,S236,2.29,94.61,5.39
I000025,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/I000025.,Daniel,K.,Inouye,,1924-09-07,M,D,,daniel_inouye,,,300056,2568,,4812,,/m/021sv1,,,,,False,,,,27,1998,916,46,0,2019-10-07 09:24:22 -0400,ocd-division/country:us/state:hi,,,,HI,3,,S051,5.02,88.16,11.84
J000072,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/J000072.,James,M.,Jeffords,,1934-05-11,M,R,,,,,300057,,,14240,,,,,,,False,,,,7,2000,916,19,2,2019-10-07 09:24:22 -0400,ocd-division/country:us/state:vt,,,,VT,1,,S204,2.07,68.61,31.39
J000189,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/J000189.,John,Bennett,Johnston,,1932-06-10,M,D,,,,,406084,,,14107,,,,,,,False,,,,23,1996,916,31,0,2019-10-07 09:24:22 -0400,ocd-division/country:us/state:la,,,,LA,2,,S054,3.38,77.6,22.4
K000017,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/K000017.,Nancy,Landon,Kassebaum,,1932-07-29,F,R,,,,,406188,,,14708,,,,,,,False,,,,17,1996,916,59,1,2019-10-07 09:24:22 -0400,ocd-division/country:us/state:ks,,,,KS,2,,S140,6.44,85.21,14.79
K000088,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/K000088.,Dirk,,Kempthorne,,1951-10-29,M,R,,,,,406256,,,49302,,,,,,,False,,,,3,1998,916,5,0,2019-10-07 09:24:22 -0400,ocd-division/country:us/state:id,,,,ID,3,,S232,0.55,95.59,4.42
K000105,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/K000105.,Edward,M.,Kennedy,,1932-02-22,M,D,,,,,300059,,,10808,,,,,,,False,,,,33,2000,916,26,0,2019-10-07 09:24:22 -0400,ocd-division/country:us/state:ma,,,,MA,1,,S055,2.84,92.55,7.45
K000146,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/K000146.,J. Robert,,Kerrey,,1943-08-27,M,D,,,,,400561,,,15703,,,,,,,False,,,,7,2000,916,22,0,2019-10-07 09:24:22 -0400,ocd-division/country:us/state:ne,,,,NE,1,,S208,2.4,85.19,14.81
K000148,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/K000148.,John,,Kerry,,1943-12-11,M,D,,,,senatorkerry,300060,1485,,15300,,/m/0d3qd0,,,,,False,,,,11,1996,916,8,0,2019-10-07 09:24:22 -0400,ocd-division/country:us/state:ma,,,,MA,2,,S173,0.87,91.92,8.08
K000305,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/K000305.,Herb,,Kohl,,1935-02-07,M,D,,,,SenatorKohl,300061,4030,,15704,,/m/04fy4q,,,,,False,,,,7,2000,916,1,0,2019-10-07 09:24:22 -0400,ocd-division/country:us/state:wi,,,,WI,1,,S209,0.11,85.83,14.17
K000352,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/K000352.,Jon,,Kyl,,1942-04-25,M,R,,senjonkyl,,SenJonKyl,300062,,,15428,,/m/01y0mp,,,,,False,,,,1,2000,916,11,0,2019-10-07 09:24:22 -0400,ocd-division/country:us/state:az,,,,AZ,1,,S243,1.2,91.67,8.33
L000123,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/L000123.,Frank,R.,Lautenberg,,1924-01-23,M,D,,franklautenberg,franklautenberg,,300064,2515,,14914,,/m/01wsvs,,http://www.lautenberg.senate.gov/,,,False,,,,13,2000,916,8,0,2019-10-07 09:24:22 -0400,ocd-division/country:us/state:nj,,,,NJ,1,,S166,0.87,91.24,8.76
L000174,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/L000174.,Patrick,J.,Leahy,,1940-03-31,M,D,,SenatorLeahy,SenatorPatrickLeahy,SenatorPatrickLeahy,300065,1552,53353,14307,N00009918,/m/0202kf,,https://www.leahy.senate.gov,,,False,,,,21,1998,916,24,0,2019-10-07 09:24:22 -0400,ocd-division/country:us/state:vt,,,,VT,3,,S057,2.62,91.33,8.67
L000261,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/L000261.,Carl,,Levin,,1934-06-28,M,D,,SenCarlLevin,carllevin,SenCarlLevin,300066,2592,,14709,,/m/01xh6j,,http://www.levin.senate.gov,,,False,,,,17,1996,916,3,0,2019-10-07 09:24:22 -0400,ocd-division/country:us/state:mi,,,,MI,2,,S131,0.33,93.52,6.48
L000304,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/L000304.,Joseph,I.,Lieberman,,1942-02-24,M,D,,JoeLieberman,,SenatorJoeLieberman,300067,4363,,15705,,/m/0jw5r,,,,,False,,,,7,2000,916,9,0,2019-10-07 09:24:22 -0400,ocd-division/country:us/state:ct,,,,CT,1,,S210,0.98,79.08,20.92
L000447,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/L000447.,Trent,,Lott,,1941-10-09,M,R,,,,,300069,1886,,14031,,,,,,,False,,,,7,2000,916,3,0,2019-10-07 09:24:22 -0400,ocd-division/country:us/state:ms,,,,MS,1,,S203,0.33,95.59,4.41
L000504,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/L000504.,Richard,G.,Lugar,,1932-04-04,M,R,,senatorlugar,,senatorlugar,300070,255,,14506,,/m/01d_bx,,,,,False,,,,19,2000,916,30,0,2019-10-07 09:24:22 -0400,ocd-division/country:us/state:in,,,,IN,1,,S105,3.28,91.61,8.39
M000019,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/M000019.,Connie,,Mack,,1940-10-29,M,R,,,,,400562,,,15037,,,,,,,False,,,,7,2000,916,36,10,2019-10-07 09:24:22 -0400,ocd-division/country:us/state:fl,,,,FL,1,,S205,3.93,92.23,7.77
M000303,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/M000303.,John,,McCain,,1936-08-29,M,R,,SenJohnMcCain,johnmccain,SenatorJohnMcCain,300071,7476,53270,15039,N00006424,/m/0bymv,,https://www.mccain.senate.gov,https://www.mccain.senate.gov/public/?a=rss.feed,,False,,,,9,1998,916,31,0,2019-10-07 09:24:22 -0400,ocd-division/country:us/state:az,,,,AZ,3,,S197,3.38,86.93,13.07
M000355,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/M000355.,Mitch,,McConnell,,1942-02-20,M,R,,McConnellPress,mitchmcconnell,,300072,2351,53298,14921,N00003389,/m/01z6ls,,https://www.mcconnell.senate.gov,https://www.mcconnell.senate.gov/public/?a=RSS.Feed,,False,,,,11,1996,916,3,0,2019-10-07 09:24:22 -0400,ocd-division/country:us/state:ky,,,,KY,2,,S174,0.33,94.71,5.29
M000702,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/M000702.,Barbara,A.,Mikulski,,1936-07-20,F,D,,SenatorBarb,SenatorMikulski,senatormikulski,300073,1396,,14440,,/m/0206nm,,https://www.mikulski.senate.gov,,,False,,,,9,1998,916,36,0,2019-10-07 09:24:22 -0400,ocd-division/country:us/state:md,,,,MD,3,,S182,3.93,91.08,8.92
M001025,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/M001025.,Carol,,Moseley-Braun,,1947-08-16,F,D,,,,,407992,,,49303,,,,,,,False,,,,3,1998,916,11,0,2019-10-07 09:24:22 -0400,ocd-division/country:us/state:il,,,,IL,3,,S226,1.2,87.26,12.74
M001054,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/M001054.,Daniel,Patrick,Moynihan,,1927-03-16,M,D,,,,,400563,,,14508,,,,,,,False,,,,19,2000,916,32,0,2019-10-07 09:24:22 -0400,ocd-division/country:us/state:ny,,,,NY,1,,S113,3.49,86.27,13.73
M001085,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/M001085.,Frank,H.,Murkowski,,1933-03-28,M,R,,,,,300150,,,14908,,,,,,,False,,,,15,1998,916,36,0,2019-10-07 09:24:22 -0400,ocd-division/country:us/state:ak,,,,AK,3,,S157,3.93,95.09,4.91
