id,title,short_title,api_uri,first_name,middle_name,last_name,suffix,date_of_birth,gender,party,leadership_role,twitter_account,facebook_account,youtube_account,govtrack_id,cspan_id,votesmart_id,icpsr_id,crp_id,google_entity_id,fec_candidate_id,url,rss_url,contact_form,in_office,cook_pvi,dw_nominate,ideal_point,seniority,total_votes,missed_votes,total_present,last_updated,ocd_id,office,phone,fax,state,senate_class,state_rank,lis_id
B000436,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/B000436.,Alan,Harvey,Bible,,1909-11-20,,D,,,,,401422,,,688,,,,,,,False,,,,17,,,,2013-04-12 20:11:44 -0400,ocd-division/country:us/state:nv,,,,NV,3,,
B000593,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/B000593.,James,Caleb,Boggs,,1909-05-15,M,R,,,,,401561,,,823,,,,,,,False,,,,11,,,,2013-04-12 20:11:44 -0400,ocd-division/country:us/state:de,,,,DE,2,,
B000851,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/B000851.,William,Emerson,Brock,,1930-11-23,M,R,,,,,401808,,,10571,,,,,,,False,,,,1,,,,2013-04-12 20:11:45 -0400,ocd-division/country:us/state:tn,,,,TN,1,,
B000871,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/B000871.,Edward,William,Brooke,,1919-10-26,M,R,,,,,401828,,,11201,,,,,,,False,,,,5,,,,2013-04-12 20:11:46 -0400,ocd-division/country:us/state:ma,,,,MA,2,,
B001026,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/B001026.,James,Lane,Buckley,,1923-03-09,M,I,,,,,401976,,,13100,,,,,,,False,,,,1,,,,2013-04-12 20:11:45 -0400,ocd-division/country:us/state:ny,,,,NY,1,,
B001077,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/B001077.,Quentin,Northrup,Burdick,,1908-06-19,,D,,,,,402023,,,1252,,,,,,,False,,,,11,,,,2013-04-12 20:11:54 -0400,ocd-division/country:us/state:nd,,,,ND,1,,S015
B001210,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/B001210.,Robert,C.,Byrd,,1917-11-20,M,D,,,,,300016,,,1366,,/m/06bss,,,,,False,,,,13,,,,2016-06-14 16:26:04 -0400,ocd-division/country:us/state:wv,,,,WV,1,,S017
B001209,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/B001209.,Harry,Flood,Byrd,,1914-12-20,M,I,,,,,402149,,,10802,,,,,,,False,,,,6,,,,2013-04-12 20:11:49 -0400,ocd-division/country:us/state:va,,,,VA,1,,
C000120,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/C000120.,Howard,Walter,Cannon,,1912-01-26,M,D,,,,,402271,,,1482,,,,,,,False,,,,13,,,,2013-04-12 20:11:49 -0400,ocd-division/country:us/state:nv,,,,NV,1,,
C000220,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/C000220.,Clifford,Philip,Case,,1904-04-16,,R,,,,,402366,,,1569,,,,,,,False,,,,17,,,,2013-04-12 20:11:46 -0400,ocd-division/country:us/state:nj,,,,NJ,2,,
C000356,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/C000356.,Lawton,Mainor,Chiles,,1930-04-03,,D,,,,,402495,,,13101,,,,,,,False,,,,1,,,,2013-04-12 20:11:52 -0400,ocd-division/country:us/state:fl,,,,FL,1,,
C000388,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/C000388.,Frank,Forrester,Church,,1924-07-25,M,D,,,,,402527,,,1721,,,,,,,False,,,,15,,,,2013-04-12 20:11:48 -0400,ocd-division/country:us/state:id,,,,ID,3,,
C000721,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/C000721.,Marlow,Webster,Cook,,1926-07-27,,R,,,,,402844,,,12102,,,,,,,False,,,,3,,,,2013-04-12 20:11:44 -0400,ocd-division/country:us/state:ky,,,,KY,3,,
C000758,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/C000758.,John,Sherman,Cooper,,1901-08-23,M,R,,,,,402878,,,2052,,,,,,,False,,,,19,,,,2013-04-12 20:11:44 -0400,ocd-division/country:us/state:ky,,,,KY,2,,
C000802,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/C000802.,Norris,H.,Cotton,,,,R,,,,,402921,,,2087,,,,,,,False,,,,17,,,,2013-04-12 20:11:48 -0400,ocd-division/country:us/state:nh,,,,NH,3,,
C000877,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/C000877.,Alan,,Cranston,,1914-06-19,,D,,,,,402990,,,12103,,,,,,,False,,,,3,,,,2013-04-12 20:11:54 -0400,ocd-division/country:us/state:ca,,,,CA,3,,S023
C001006,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/C001006.,Carl,Thomas,Curtis,,1905-03-15,M,R,,,,,403113,,,2267,,,,,,,False,,,,17,,,,2013-04-12 20:11:47 -0400,ocd-division/country:us/state:ne,,,,NE,2,,
D000401,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/D000401.,Robert,Joseph,Dole,,1923-07-22,M,R,,,,,403515,,,10513,,,,,,,False,,,,3,,,,2013-04-12 20:11:57 -0400,ocd-division/country:us/state:ks,,,,KS,3,,S026
D000409,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/D000409.,Peter,Hoyt,Dominick,,1915-07-07,M,R,,,,,403522,,,10514,,,,,,,False,,,,9,,,,2013-04-12 20:11:44 -0400,ocd-division/country:us/state:co,,,,CO,3,,
E000004,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/E000004.,Thomas,Francis,Eagleton,,1929-09-04,M,D,,,,,403700,,,12104,,,,,,,False,,,,3,,,,2013-04-12 20:11:51 -0400,ocd-division/country:us/state:mo,,,,MO,3,,
E000018,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/E000018.,James,Oliver,Eastland,,1904-11-28,M,D,,,,,403714,,,2822,,,,,,,False,,,,29,,,,2013-04-12 20:11:47 -0400,ocd-division/country:us/state:ms,,,,MS,2,,
E000067,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/E000067.,Edwin,Washington,Edwards,,1927-08-07,M,D,,,,,403760,,,13104,,,,,,,False,,,,1,,,,2013-04-12 20:11:45 -0400,ocd-division/country:us/state:la,,,,LA,2,,
E000112,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/E000112.,Allen,Joseph,Ellender,,1890-09-24,,D,,,,,403803,,,2901,,,,,,,False,,,,35,,,,2013-04-12 20:11:44 -0400,ocd-division/country:us/state:la,,,,LA,2,,
E000210,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/E000210.,Joseph,Wilson,Ervin,,1901-03-03,M,D,,,,,403897,,,2987,,,,,,,False,,,,17,,,,2013-04-12 20:11:31 -0400,ocd-division/country:us/state:nc,,,,NC,3,,
F000013,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/F000013.,Paul,Jones,Fannin,,1907-01-29,M,R,,,,,403975,,,10804,,,,,,,False,,,,7,,,,2013-04-12 20:11:45 -0400,ocd-division/country:us/state:az,,,,AZ,1,,
F000245,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/F000245.,Hiram,Leong,Fong,,1906-10-15,,R,,,,,404199,,,3255,,,,,,,False,,,,12,,,,2013-04-12 20:11:45 -0400,ocd-division/country:us/state:hi,,,,HI,1,,
F000401,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/F000401.,James,William,Fulbright,,1905-04-09,M,D,,,,,404343,,,3388,,,,,,,False,,,,27,,,,2013-04-12 20:11:44 -0400,ocd-division/country:us/state:ar,,,,AR,3,,
G000034,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/G000034.,David,Henry,Gambrell,,1929-12-20,M,D,,,,,404410,,,13103,,,,,,,False,,,,1,,,,2013-04-12 20:11:46 -0400,ocd-division/country:us/state:ga,,,,GA,2,,
G000267,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/G000267.,Barry,Morris,Goldwater,,1909-01-01,M,R,,,,,404629,,,3658,,,,,,,False,,,,15,,,,2013-04-12 20:11:52 -0400,ocd-division/country:us/state:az,,,,AZ,3,,
G000388,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/G000388.,Maurice,Robert,Gravel,,1930-05-13,,D,,,,,404738,,,12105,,,,,,,False,,,,3,,,,2013-04-12 20:11:48 -0400,ocd-division/country:us/state:ak,,,,AK,3,,
G000465,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/G000465.,Robert,Paul,Griffin,,1923-11-06,M,R,,,,,404810,,,3824,,,,,,,False,,,,5,,,,2013-04-12 20:11:47 -0400,ocd-division/country:us/state:mi,,,,MI,2,,
G000531,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/G000531.,Edward,John,Gurney,,1914-01-12,M,R,,,,,404876,,,10593,,,,,,,False,,,,3,,,,2013-04-12 20:11:44 -0400,ocd-division/country:us/state:fl,,,,FL,3,,
H000170,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/H000170.,Clifford,Peter,Hansen,,1912-10-16,,R,,,,,405052,,,11202,,,,,,,False,,,,5,,,,2013-04-12 20:11:47 -0400,ocd-division/country:us/state:wy,,,,WY,2,,
H000237,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/H000237.,Fred,Roy,Harris,,1930-11-13,M,D,,,,,405115,,,10805,,,,,,,False,,,,7,,,,2013-04-12 20:11:44 -0400,ocd-division/country:us/state:ok,,,,OK,2,,
H000291,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/H000291.,Philip,Aloysius,Hart,,1912-12-10,M,D,,,,,405164,,,4148,,,,,,,False,,,,13,,,,2013-04-12 20:11:46 -0400,ocd-division/country:us/state:mi,,,,MI,1,,
H000297,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/H000297.,Rupert,Vance,Hartke,,1919-05-31,M,D,,,,,405170,,,4154,,,,,,,False,,,,13,,,,2013-04-12 20:11:46 -0400,ocd-division/country:us/state:in,,,,IN,1,,
H000343,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/H000343.,Mark,Odom,Hatfield,,1922-07-12,M,R,,,,,405212,,,11203,,,,,,,False,,,,5,,,,2013-04-12 20:11:56 -0400,ocd-division/country:us/state:or,,,,OR,2,,S044
H000725,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/H000725.,Ernest,F.,Hollings,,1922-01-01,M,D,,,,,300053,,,11204,,,,,,,False,,,,5,,,,2013-04-12 20:12:00 -0400,ocd-division/country:us/state:sc,,,,SC,3,,S047
H000875,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/H000875.,Roman,Lee,Hruska,,1904-08-16,,R,,,,,405721,,,4660,,,,,,,False,,,,17,,,,2013-04-12 20:11:46 -0400,ocd-division/country:us/state:ne,,,,NE,1,,
H000922,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/H000922.,Harold,Everett,Hughes,,1922-02-10,M,D,,,,,405767,,,12106,,,,,,,False,,,,3,,,,2013-04-12 20:11:44 -0400,ocd-division/country:us/state:ia,,,,IA,3,,
H000953,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/H000953.,Hubert,Horatio,Humphrey,,1911-05-27,M,I,,,,,405797,,,4728,,,,,,,False,,,,17,,,,2013-04-12 20:11:49 -0400,ocd-division/country:us/state:mn,,,,MN,1,,
I000025,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/I000025.,Daniel,K.,Inouye,,1924-09-07,M,D,,daniel_inouye,,,300056,2568,,4812,,/m/021sv1,,,,,False,,,,9,,,,2016-06-14 16:31:37 -0400,ocd-division/country:us/state:hi,,,,HI,3,,S051
J000013,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/J000013.,Henry,Martin,Jackson,,1912-05-31,M,D,,,,,405920,,,4851,,,,,,,False,,,,19,,,,2013-04-12 20:11:52 -0400,ocd-division/country:us/state:wa,,,,WA,1,,
J000064,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/J000064.,Jacob,Koppel,Javits,,1904-05-18,M,R,,,,,405969,,,4898,,,,,,,False,,,,15,,,,2013-04-12 20:11:48 -0400,ocd-division/country:us/state:ny,,,,NY,3,,
J000189,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/J000189.,John,Bennett,Johnston,,1932-06-10,M,D,,,,,406084,,,14107,,,,,,,False,,,,1,,,,2013-04-12 20:11:56 -0400,ocd-division/country:us/state:la,,,,LA,2,,S054
J000269,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/J000269.,Leonard,Beck,Jordan,,1899-05-15,M,R,,,,,406161,,,10807,,,,,,,False,,,,9,,,,2013-04-12 20:11:44 -0400,ocd-division/country:us/state:id,,,,ID,2,,
J000267,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/J000267.,Benjamin,Everett,Jordan,,1896-09-08,M,D,,,,,406159,,,5073,,,,,,,False,,,,13,,,,2013-04-12 20:11:44 -0400,ocd-division/country:us/state:nc,,,,NC,2,,
K000105,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/K000105.,Edward,M.,Kennedy,,1932-02-22,M,D,,,,,300059,,,10808,,,,,,,False,,,,9,,,,2013-04-12 20:12:03 -0400,ocd-division/country:us/state:ma,,,,MA,1,,S055
L000428,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/L000428.,Russell,Billiu,Long,,1918-11-03,,D,,,,,406918,,,5767,,,,,,,False,,,,23,,,,2013-04-12 20:11:52 -0400,ocd-division/country:us/state:la,,,,LA,3,,
M000053,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/M000053.,Warren,Grant,Magnuson,,1905-04-12,M,D,,,,,407081,,,5913,,,,,,,False,,,,27,,,,2013-04-12 20:11:48 -0400,ocd-division/country:us/state:wa,,,,WA,3,,
M000113,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/M000113.,Michael,Joseph,Mansfield,,1903-03-16,M,D,,,,,407137,,,5967,,,,,,,False,,,,19,,,,2013-04-12 20:11:46 -0400,ocd-division/country:us/state:mt,,,,MT,1,,
M000241,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/M000241.,Charles,McCurdy,Mathias,,1922-07-24,M,R,,,,,407259,,,10535,,,,,,,False,,,,3,,,,2013-04-12 20:11:52 -0400,ocd-division/country:us/state:md,,,,MD,3,,
M000332,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/M000332.,John,Little,McClellan,,1896-02-25,M,D,,,,,407342,,,6151,,,,,,,False,,,,29,,,,2013-04-12 20:11:47 -0400,ocd-division/country:us/state:ar,,,,AR,2,,
M000445,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/M000445.,Gale,William,McGee,,1915-03-17,,D,,,,,407444,,,6249,,,,,,,False,,,,13,,,,2013-04-12 20:11:46 -0400,ocd-division/country:us/state:wy,,,,WY,1,,
M000452,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/M000452.,George,Stanley,McGovern,,1922-07-19,M,D,,,,,407451,,,6256,,,,,,,False,,,,9,,,,2013-04-12 20:11:48 -0400,ocd-division/country:us/state:sd,,,,SD,3,,
M000486,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/M000486.,Thomas,James,McIntyre,,1915-02-20,M,D,,,,,407481,,,10810,,,,,,,False,,,,9,,,,2013-04-12 20:11:47 -0400,ocd-division/country:us/state:nh,,,,NH,2,,
M000671,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/M000671.,Lee,Warren,Metcalf,,1911-01-28,,D,,,,,407656,,,6442,,,,,,,False,,,,11,,,,2013-04-12 20:11:47 -0400,ocd-division/country:us/state:mt,,,,MT,2,,
M000730,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/M000730.,Jack,Richard,Miller,,1916-06-06,M,R,,,,,407709,,,10812,,,,,,,False,,,,11,,,,2013-04-12 20:11:44 -0400,ocd-division/country:us/state:ia,,,,IA,2,,
M000851,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/M000851.,Walter,Frederick,Mondale,,1928-01-05,M,I,,,,,407824,,,10813,,,,,,,False,,,,7,,,,2013-04-12 20:11:47 -0400,ocd-division/country:us/state:mn,,,,MN,2,,
M000876,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/M000876.,Joseph,Manuel,Montoya,,1915-09-24,M,D,,,,,407848,,,6611,,,,,,,False,,,,7,,,,2013-04-12 20:11:46 -0400,ocd-division/country:us/state:nm,,,,NM,1,,
M001033,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/M001033.,Frank,Edward,Moss,,1911-09-23,M,D,,,,,408000,,,6754,,,,,,,False,,,,13,,,,2013-04-12 20:11:46 -0400,ocd-division/country:us/state:ut,,,,UT,1,,
M001078,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/M001078.,Karl,Earl,Mundt,,1900-06-03,,R,,,,,408043,,,6796,,,,,,,False,,,,24,,,,2013-04-12 20:11:44 -0400,ocd-division/country:us/state:sd,,,,SD,2,,
M001121,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/M001121.,Edmund,Sixtus,Muskie,,1914-03-28,M,D,,,,,408083,,,6831,,,,,,,False,,,,13,,,,2013-04-12 20:11:49 -0400,ocd-division/country:us/state:me,,,,ME,1,,
N000033,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/N000033.,Gaylord,Anton,Nelson,,1916-06-04,,D,,,,,408123,,,10816,,,,,,,False,,,,9,,,,2013-04-12 20:11:48 -0400,ocd-division/country:us/state:wi,,,,WI,3,,
N000171,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/N000171.,Samuel,Augustus,Nunn,,1938-09-08,M,D,,,,,408252,,,14108,,,,,,,False,,,,1,,,,2013-04-12 20:11:56 -0400,ocd-division/country:us/state:ga,,,,GA,2,,S074
P000009,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/P000009.,Robert,William,Packwood,,1932-09-11,M,R,,,,,408420,,,12107,,,,,,,False,,,,3,,,,2013-04-12 20:11:57 -0400,ocd-division/country:us/state:or,,,,OR,3,,S075
P000100,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/P000100.,John,Orlando,Pastore,,1907-03-17,M,D,,,,,408508,,,7229,,,,,,,False,,,,21,,,,2013-04-12 20:11:46 -0400,ocd-division/country:us/state:ri,,,,RI,1,,
P000166,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/P000166.,James,Blackwood,Pearson,,1920-05-07,M,R,,,,,408571,,,10817,,,,,,,False,,,,9,,,,2013-04-12 20:11:47 -0400,ocd-division/country:us/state:ks,,,,KS,2,,
P000193,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/P000193.,Claiborne,de Borda,Pell,,1918-11-22,M,D,,,,,408597,,,10818,,,,,,,False,,,,11,,,,2013-04-12 20:11:56 -0400,ocd-division/country:us/state:ri,,,,RI,2,,S078
P000222,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/P000222.,Charles,Harting,Percy,,1919-09-27,M,R,,,,,408625,,,11205,,,,,,,False,,,,5,,,,2013-04-12 20:11:50 -0400,ocd-division/country:us/state:il,,,,IL,2,,
P000552,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/P000552.,Winston,Lewis,Prouty,,1906-09-01,M,R,,,,,408936,,,7637,,,,,,,False,,,,13,,,,2013-04-12 20:11:43 -0400,ocd-division/country:us/state:vt,,,,VT,1,,
P000553,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/P000553.,William,,Proxmire,,1915-11-11,M,D,,,,,408937,,,7638,,,,,,,False,,,,14,,,,2013-04-12 20:11:52 -0400,ocd-division/country:us/state:wi,,,,WI,1,,
R000046,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/R000046.,Jennings,,Randolph,,1902-03-08,M,D,,,,,409027,,,7722,,,,,,,False,,,,13,,,,2013-04-12 20:11:51 -0400,ocd-division/country:us/state:wv,,,,WV,2,,
R000191,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/R000191.,Abraham,Alexander,Ribicoff,,1910-04-09,M,D,,,,,409167,,,7847,,,,,,,False,,,,9,,,,2013-04-12 20:11:49 -0400,ocd-division/country:us/state:ct,,,,CT,3,,
R000460,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/R000460.,William,V.,Roth,Jr.,1921-07-22,M,R,,,,,400565,,,11044,,,,,,,False,,,,1,,,,2017-11-29 06:35:54 -0500,ocd-division/country:us/state:de,,,,DE,1,,S083
R000536,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/R000536.,Richard,Brevard,Russell,,1897-11-02,M,D,,,,,409493,,,8138,,,,,,,False,,,,38,,,,2013-04-12 20:11:44 -0400,ocd-division/country:us/state:ga,,,,GA,2,,
S000096,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/S000096.,William,Bart,Saxbe,,1916-06-24,M,R,,,,,409607,,,12108,,,,,,,False,,,,4,,,,2013-04-12 20:11:45 -0400,ocd-division/country:us/state:oh,,,,OH,3,,
S000159,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/S000159.,Richard,Schultz,Schweiker,,1926-06-01,M,R,,,,,409666,,,10557,,,,,,,False,,,,3,,,,2013-04-12 20:11:49 -0400,ocd-division/country:us/state:pa,,,,PA,3,,
S000174,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/S000174.,Hugh,Doggett,Scott,,1900-11-11,M,R,,,,,409680,,,8301,,,,,,,False,,,,13,,,,2013-04-12 20:11:46 -0400,ocd-division/country:us/state:pa,,,,PA,1,,
S000590,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/S000590.,Margaret,Chase,Smith,,1897-12-14,F,R,,,,,410070,,,8666,,,,,,,False,,,,23,,,,2013-04-12 20:11:44 -0400,ocd-division/country:us/state:me,,,,ME,2,,
S000701,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/S000701.,John,Jackson,Sparkman,,,M,D,,,,,410172,,,8764,,,,,,,False,,,,25,,,,2013-04-12 20:11:47 -0400,ocd-division/country:us/state:al,,,,AL,2,,
S000739,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/S000739.,William,Belser,Spong,,1920-09-29,M,D,,,,,410208,,,11206,,,,,,,False,,,,5,,,,2013-04-12 20:11:44 -0400,ocd-division/country:us/state:va,,,,VA,2,,
S000776,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/S000776.,Robert,Theodore,Stafford,,1913-08-08,M,R,,,,,410242,,,10562,,,,,,,False,,,,1,,,,2013-04-12 20:11:53 -0400,ocd-division/country:us/state:vt,,,,VT,1,,
S000852,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/S000852.,John,Cornelius,Stennis,,1901-08-03,M,D,,,,,410315,,,8883,,,,,,,False,,,,24,,,,2013-04-12 20:11:53 -0400,ocd-division/country:us/state:ms,,,,MS,1,,
S000888,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/S000888.,Ted,F.,Stevens,,1923-11-18,M,R,,,,,300094,,,12109,,,,,,,False,,,,3,,,,2013-04-12 20:12:02 -0400,ocd-division/country:us/state:ak,,,,AK,2,,S090
S000890,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/S000890.,Adlai,Ewing,Stevenson,,1930-10-10,,D,,,,,410351,,,13102,,,,,,,False,,,,1,,,,2013-04-12 20:11:49 -0400,ocd-division/country:us/state:il,,,,IL,3,,
S001136,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/S001136.,William,Stuart,Symington,,1901-06-26,M,D,,,,,410586,,,9141,,,,,,,False,,,,19,,,,2013-04-12 20:11:46 -0400,ocd-division/country:us/state:mo,,,,MO,1,,
T000010,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/T000010.,Robert,,Taft,,1917-02-26,M,R,,,,,410600,,,10630,,,,,,,False,,,,1,,,,2013-04-12 20:11:46 -0400,ocd-division/country:us/state:oh,,,,OH,1,,
