id,title,short_title,api_uri,first_name,middle_name,last_name,suffix,date_of_birth,gender,party,leadership_role,twitter_account,facebook_account,youtube_account,govtrack_id,cspan_id,votesmart_id,icpsr_id,crp_id,google_entity_id,fec_candidate_id,url,rss_url,contact_form,in_office,cook_pvi,dw_nominate,ideal_point,seniority,next_election,total_votes,missed_votes,total_present,last_updated,ocd_id,office,phone,fax,state,senate_class,state_rank,lis_id,missed_votes_pct,votes_with_party_pct,votes_against_party_pct
G000359,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/G000359.,Lindsey,,Graham,,1955-07-09,M,R,,GrahamBlog,USSenatorLindseyGraham,USSenLindseyGraham,300047,36782,21992,29566,N00009975,/m/01_pdg,S0SC00149,https://www.lgraham.senate.gov/public,https://www.lgraham.senate.gov/public/?a=rss.feed,https://www.lgraham.senate.gov/public/index.cfm/e-mail-senator-graham,True,,,,21,2026,212,6,0,2023-07-29 05:38:13 -0400,ocd-division/country:us/state:sc,290 Russell Senate Office Building,202-224-5972,,SC,2,senior,S293,2.83,58.33,41.67
G000386,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/G000386.,Charles,E.,Grassley,,1933-09-17,M,R,President Pro Tempore of the Senate,ChuckGrassley,grassley,senchuckgrassley,300048,1167,53293,14226,N00001758,/m/020ymy,S0IA00028,https://www.grassley.senate.gov,https://www.grassley.senate.gov/?q=rss.xml,,True,,,,43,2028,212,0,0,2023-07-29 05:38:14 -0400,ocd-division/country:us/state:ia,,,,IA,3,senior,S153,0.0,78.1,21.9
H000601,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/H000601.,Bill,,Hagerty,,1959-08-14,M,R,,SenatorHagerty,,,456798,,128466,,N00045369,/g/11c1xp6h9v,S0TN00169,https://www.hagerty.senate.gov,https://www.hagerty.senate.gov/press-releases/feed/,https://www.hagerty.senate.gov/email-me/,True,,,,1,2026,212,16,0,2023-07-29 05:38:17 -0400,ocd-division/country:us/state:tn,248 Russell Senate Office Building,202-224-4944,,TN,2,junior,S407,7.55,95.9,4.1
H001076,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/H001076.,Margaret,,Hassan,,1958-02-27,F,D,,Senatorhassan,SenatorHassan,,412680,67481,42552,41702,N00038397,/m/03c3zch,S6NH00091,https://www.hassan.senate.gov,,,True,,,,3,2028,212,0,0,2023-07-29 05:38:19 -0400,ocd-division/country:us/state:nh,,,,NH,3,junior,S388,0.0,98.58,1.42
H001089,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/H001089.,Joshua,,Hawley,,1979-12-31,M,R,,SenHawleyPress,,,412840,,169716,,N00041620,/g/11bwy_95zy,S8MO00160,https://www.hawley.senate.gov,,https://www.hawley.senate.gov/contact-senator-hawley,True,,,,1,2024,212,4,0,2023-07-29 05:38:14 -0400,ocd-division/country:us/state:mo,115 Russell Senate Office Building,202-224-6154,,MO,1,senior,S399,1.89,88.35,11.65
H001046,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/H001046.,Martin,,Heinrich,,1971-10-17,M,D,,MartinHeinrich,MartinHeinrich,SenMartinHeinrich,412281,1030686,74517,20930,N00029835,/m/02qkv0r,H8NM01224,https://www.heinrich.senate.gov,,https://www.heinrich.senate.gov/contact,True,,,,11,2024,212,4,0,2023-07-29 05:38:20 -0400,ocd-division/country:us/state:nm,303 Hart Senate Office Building,202-224-5521,,NM,1,senior,S359,1.89,99.52,0.48
H000273,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/H000273.,John,,Hickenlooper,,1952-02-07,M,D,,SenatorHick,,,456797,,,,N00044206,/m/04g_1z,S0CO00575,https://www.hickenlooper.senate.gov,,https://www.hickenlooper.senate.gov/contact/,True,,,,1,2026,212,2,0,2023-07-29 05:38:20 -0400,ocd-division/country:us/state:co,374 Russell Senate Office Building,202-224-5941,,CO,2,junior,S408,0.94,99.04,0.96
H001042,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/H001042.,Mazie,K.,Hirono,,1947-11-03,F,D,,MazieHirono,senatorhirono,CongresswomanHirono,412200,91216,1677,20713,N00028139,/m/0357cd,H6HI02251,https://www.hirono.senate.gov,https://www.hirono.senate.gov/rss/feeds/,https://www.hirono.senate.gov/contact,True,,,,11,2024,212,0,0,2023-07-29 05:38:18 -0400,ocd-division/country:us/state:hi,109 Hart Senate Office Building,202-224-6361,,HI,1,junior,S361,0.0,97.63,2.37
H001061,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/H001061.,John,,Hoeven,,1957-03-13,M,R,,SenJohnHoeven,SenatorJohnHoeven,senatorjohnhoevennd,412494,85233,41788,41107,N00031688,/m/01qb45,S0ND00093,https://www.hoeven.senate.gov,,,True,,,,13,2028,212,4,0,2023-07-29 05:38:16 -0400,ocd-division/country:us/state:nd,,,,ND,3,senior,S344,1.89,94.17,5.83
H001079,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/H001079.,Cindy,,Hyde-Smith,,1959-05-10,F,R,,SenHydeSmith,,,412743,113208,20784,41707,N00043298,/m/03wc2px,S8MS00261,https://www.hydesmith.senate.gov,,https://www.hydesmith.senate.gov/content/contact-senator,True,,,,6,2026,212,2,0,2023-07-29 05:38:17 -0400,ocd-division/country:us/state:ms,702 Hart Senate Office Building,202-224-5054,,MS,2,junior,S395,0.94,95.19,4.81
J000293,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/J000293.,Ron,,Johnson,,1955-04-08,M,R,,SenRonJohnson,senronjohnson,SenatorRonJohnson,412496,62835,126217,41111,N00032546,/m/0cmdpzc,S0WI00197,https://www.ronjohnson.senate.gov,https://www.ronjohnson.senate.gov/public/?a=rss.feed,,True,,,,13,2028,212,4,0,2023-07-29 05:38:17 -0400,ocd-division/country:us/state:wi,,,,WI,3,senior,S345,1.89,95.63,4.37
K000384,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/K000384.,Tim,,Kaine,,1958-02-26,M,D,,,SenatorKaine,SenatorTimKaine,412582,49219,50772,41305,N00033177,/m/053f8h,S2VA00142,https://www.kaine.senate.gov,,https://www.kaine.senate.gov/contact,True,,,,11,2024,212,0,0,2023-07-29 05:38:21 -0400,ocd-division/country:us/state:va,231 Russell Senate Office Building,202-224-4024,,VA,1,junior,S362,0.0,100.0,0.0
K000377,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/K000377.,Mark,,Kelly,,1964-02-21,M,D,,SenMarkKelly,SenMarkKelly,SenMarkKelly,456794,,190594,,N00044223,/m/02wsxy,S0AZ00350,https://www.kelly.senate.gov,,,True,,,,3,2028,212,7,0,2023-07-29 05:38:19 -0400,ocd-division/country:us/state:az,,,,AZ,3,junior,S406,3.3,98.53,1.47
K000393,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/K000393.,John,,Kennedy,,1951-11-21,M,R,,SenJohnKennedy,JohnKennedyLouisiana,,412679,1011723,35496,41703,N00026823,/m/0fl2sv,S4LA00065,https://www.kennedy.senate.gov/public,https://www.kennedy.senate.gov/public/?a=RSS.Feed,,True,,,,3,2028,212,2,0,2023-07-29 05:38:14 -0400,ocd-division/country:us/state:la,,,,LA,3,junior,S389,0.94,83.17,16.83
K000383,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/K000383.,Angus,,King,,1944-03-31,M,ID,,SenAngusKing,SenatorAngusSKingJr,SenatorAngusKing,412545,37413,22381,41300,N00034580,/m/02hfx0,S2ME00109,https://www.king.senate.gov,,https://www.king.senate.gov/contact,True,,,,11,2024,212,8,0,2023-07-29 05:38:18 -0400,ocd-division/country:us/state:me,133 Hart Senate Office Building,202-224-5344,,ME,1,junior,S363,3.77,98.03,1.97
K000367,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/K000367.,Amy,,Klobuchar,,1960-05-25,F,D,Senate Democratic Steering Committee Chair,SenAmyKlobuchar,,senatorklobuchar,412242,83701,65092,40700,N00027500,/m/05fbpt,S6MN00267,https://www.klobuchar.senate.gov,,https://www.klobuchar.senate.gov/public/index.cfm/contact,True,,,,17,2024,212,1,0,2023-07-29 05:38:20 -0400,ocd-division/country:us/state:mn,425 Dirksen Senate Office Building,202-224-3244,,MN,1,senior,S311,0.47,99.52,0.48
L000575,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/L000575.,James,,Lankford,,1968-03-04,M,R,,SenatorLankford,SenatorLankford,SenatorLankford,412464,1033847,124938,21166,N00031129,/m/0dgrrx6,H0OK05114,https://www.lankford.senate.gov,,,True,,,,9,2028,212,1,0,2023-07-29 05:38:18 -0400,ocd-division/country:us/state:ok,,,,OK,3,senior,S378,0.47,98.09,1.91
L000577,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/L000577.,Mike,,Lee,,1971-06-04,M,R,,SenMikeLee,senatormikelee,senatormikelee,412495,9267977,66395,41110,N00031696,/m/09v5q9x,S0UT00165,https://www.lee.senate.gov,https://www.lee.senate.gov/public/?a=rss.feed,,True,,,,13,2028,212,4,0,2023-07-29 05:38:14 -0400,ocd-division/country:us/state:ut,,,,UT,3,senior,S346,1.89,85.92,14.08
L000570,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/L000570.,Ben,Ray,Luján,,1972-06-07,M,D,Assistant Speaker of the House,SenatorLujan,RepBenRayLujan,Repbenraylujan,412293,1031351,102842,20932,N00029562,/m/0412qzq,H8NM03196,https://www.lujan.senate.gov,,https://www.lujan.senate.gov/contact/,True,,,,3,2026,212,0,0,2023-07-29 05:38:21 -0400,ocd-division/country:us/state:nm,498 Russell Senate Office Building,202-224-6621,,NM,2,junior,S409,0.0,100.0,0.0
L000571,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/L000571.,Cynthia,M.,Lummis,,1954-09-10,F,R,,SenLummis,152754318103332,CynthiaLummis,412294,1031365,15546,20953,N00029788,/m/02qvjv3,H8WY00148,https://www.lummis.senate.gov,https://www.lummis.senate.gov/press-releases/feed/,https://www.lummis.senate.gov/contact/contact-form/,True,,,,3,2026,212,5,0,2023-07-29 05:38:16 -0400,ocd-division/country:us/state:wy,124 Russell Senate Office Building,202-224-3424,,WY,2,junior,S410,2.36,93.66,6.34
M001183,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/M001183.,Joe,,Manchin,III,1947-08-24,M,D,,Sen_JoeManchin,JoeManchinIII,SenatorJoeManchin,412391,62864,7547,40915,N00032838,/m/04lc5t,S0WV00090,https://www.manchin.senate.gov,,https://www.manchin.senate.gov/public/index.cfm/contact-form,True,,,,15,2024,212,4,0,2023-07-29 05:38:14 -0400,ocd-division/country:us/state:wv,306 Hart Senate Office Building,202-224-3954,,WV,1,senior,S338,1.89,78.74,21.26
