id,title,short_title,api_uri,first_name,middle_name,last_name,suffix,date_of_birth,gender,party,leadership_role,twitter_account,facebook_account,youtube_account,govtrack_id,cspan_id,votesmart_id,icpsr_id,crp_id,google_entity_id,fec_candidate_id,url,rss_url,contact_form,in_office,cook_pvi,dw_nominate,ideal_point,seniority,total_votes,missed_votes,total_present,last_updated,ocd_id,office,phone,fax,state,senate_class,state_rank,lis_id
B001013,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/B001013.,Clayton,Douglass,Buck,,1890-03-21,,R,,,,,401963,,,1194,,,,,,,False,,,,5,,,,2013-04-12 20:11:29 -0400,ocd-division/country:us/state:de,,,,DE,2,,
B001169,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/B001169.,Vera,Cahalan,Bushfield,,1889-08-09,F,R,,,,,402111,,,1331,,,,,,,False,,,,1,,,,2013-04-12 20:11:33 -0400,ocd-division/country:us/state:sd,,,,SD,2,,
B001168,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/B001168.,Harlan,John,Bushfield,,1882-08-06,M,R,,,,,402110,,,1330,,,,,,,False,,,,5,,,,2013-04-12 20:11:29 -0400,ocd-division/country:us/state:sd,,,,SD,2,,
B001177,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/B001177.,Hugh,Alfred,Butler,,,M,R,,,,,402119,,,1338,,,,,,,False,,,,7,,,,2013-04-12 20:11:36 -0400,ocd-division/country:us/state:ne,,,,NE,1,,
B001208,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/B001208.,Harry,Flood,Byrd,,1887-06-10,M,D,,,,,402148,,,1365,,,,,,,False,,,,14,,,,2013-04-12 20:11:39 -0400,ocd-division/country:us/state:va,,,,VA,1,,
C000021,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/C000021.,Harry,Pulliam,Cain,,1906-01-10,M,R,,,,,402182,,,1395,,,,,,,False,,,,1,,,,2013-04-12 20:11:32 -0400,ocd-division/country:us/state:wa,,,,WA,1,,
C000128,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/C000128.,Homer,Earl,Capehart,,1897-06-06,M,R,,,,,402278,,,1489,,,,,,,False,,,,3,,,,2013-04-12 20:11:38 -0400,ocd-division/country:us/state:in,,,,IN,3,,
C000133,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/C000133.,Arthur,,Capper,,1865-07-14,M,R,,,,,402283,,,1494,,,,,,,False,,,,28,,,,2013-04-12 20:11:29 -0400,ocd-division/country:us/state:ks,,,,KS,2,,
C000338,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/C000338.,Dennis,,Chavez,,1888-04-08,,D,,,,,402478,,,1678,,,,,,,False,,,,12,,,,2013-04-12 20:11:39 -0400,ocd-division/country:us/state:nm,,,,NM,1,,
C000684,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/C000684.,Thomas,Terry,Connally,,1877-08-19,M,D,,,,,402810,,,1986,,,,,,,False,,,,18,,,,2013-04-12 20:11:32 -0400,ocd-division/country:us/state:tx,,,,TX,1,,
C000758,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/C000758.,John,Sherman,Cooper,,1901-08-23,M,R,,,,,402878,,,2052,,,,,,,False,,,,1,,,,2013-04-12 20:11:44 -0400,ocd-division/country:us/state:ky,,,,KY,2,,
C000774,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/C000774.,Guy,,Cordon,,1890-04-24,M,R,,,,,402894,,,2066,,,,,,,False,,,,3,,,,2013-04-12 20:11:34 -0400,ocd-division/country:us/state:or,,,,OR,2,,
D000414,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/D000414.,Forrest,C.,Donnell,,1884-08-20,,R,,,,,403527,,,2656,,,,,,,False,,,,3,,,,2013-04-12 20:11:31 -0400,ocd-division/country:us/state:mo,,,,MO,3,,
D000469,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/D000469.,Sheridan,,Downey,,1884-03-11,,D,,,,,403579,,,2702,,,,,,,False,,,,9,,,,2013-04-12 20:11:31 -0400,ocd-division/country:us/state:ca,,,,CA,3,,
D000585,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/D000585.,Henry,Clarence,Dworshak,,1894-08-29,M,R,,,,,403688,,,2803,,,,,,,False,,,,1,,,,2013-04-12 20:11:40 -0400,ocd-division/country:us/state:id,,,,ID,2,,
E000018,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/E000018.,James,Oliver,Eastland,,1904-11-28,M,D,,,,,403714,,,2822,,,,,,,False,,,,5,,,,2013-04-12 20:11:47 -0400,ocd-division/country:us/state:ms,,,,MS,2,,
E000037,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/E000037.,Zales,Nelson,Ecton,,1898-04-01,,R,,,,,403732,,,2838,,,,,,,False,,,,1,,,,2013-04-12 20:11:32 -0400,ocd-division/country:us/state:mt,,,,MT,1,,
E000112,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/E000112.,Allen,Joseph,Ellender,,1890-09-24,,D,,,,,403803,,,2901,,,,,,,False,,,,11,,,,2013-04-12 20:11:44 -0400,ocd-division/country:us/state:la,,,,LA,2,,
F000057,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/F000057.,William,Crosson,Feazel,,1895-06-10,M,D,,,,,404017,,,3090,,,,,,,False,,,,1,,,,2013-04-12 20:11:33 -0400,ocd-division/country:us/state:la,,,,LA,3,,
F000081,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/F000081.,Homer,Samuel,Ferguson,,1889-02-25,M,R,,,,,404039,,,3110,,,,,,,False,,,,5,,,,2013-04-12 20:11:34 -0400,ocd-division/country:us/state:mi,,,,MI,2,,
F000190,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/F000190.,Ralph,Edward,Flanders,,1880-09-28,M,R,,,,,404145,,,3206,,,,,,,False,,,,1,,,,2013-04-12 20:11:36 -0400,ocd-division/country:us/state:vt,,,,VT,1,,
F000401,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/F000401.,James,William,Fulbright,,1905-04-09,M,D,,,,,404343,,,3388,,,,,,,False,,,,3,,,,2013-04-12 20:11:44 -0400,ocd-division/country:us/state:ar,,,,AR,3,,
G000131,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/G000131.,Walter,Franklin,George,,1878-01-29,M,D,,,,,404501,,,3536,,,,,,,False,,,,25,,,,2013-04-12 20:11:35 -0400,ocd-division/country:us/state:ga,,,,GA,3,,
G000418,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/G000418.,Theodore,Francis,Green,,1867-10-02,M,D,,,,,404766,,,3783,,,,,,,False,,,,11,,,,2013-04-12 20:11:37 -0400,ocd-division/country:us/state:ri,,,,RI,2,,
G000532,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/G000532.,John,Chandler,Gurney,,1896-05-21,M,R,,,,,404877,,,3882,,,,,,,False,,,,9,,,,2013-04-12 20:11:31 -0400,ocd-division/country:us/state:sd,,,,SD,3,,
H000334,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/H000334.,Carl,Atwood,Hatch,,1889-11-27,M,D,,,,,405204,,,4184,,,,,,,False,,,,14,,,,2013-04-12 20:11:29 -0400,ocd-division/country:us/state:nm,,,,NM,2,,
H000365,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/H000365.,Albert,Wahl,Hawkes,,1878-11-20,M,R,,,,,405234,,,4210,,,,,,,False,,,,5,,,,2013-04-12 20:11:29 -0400,ocd-division/country:us/state:nj,,,,NJ,2,,
H000385,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/H000385.,Carl,Trumbull,Hayden,,1877-10-02,M,D,,,,,405253,,,4227,,,,,,,False,,,,20,,,,2013-04-12 20:11:42 -0400,ocd-division/country:us/state:az,,,,AZ,3,,
H000559,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/H000559.,Bourke,Blakemore,Hickenlooper,,1896-07-21,,R,,,,,405421,,,4382,,,,,,,False,,,,3,,,,2013-04-12 20:11:42 -0400,ocd-division/country:us/state:ia,,,,IA,3,,
H000598,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/H000598.,Joseph,Lister,Hill,,1894-12-29,M,D,,,,,405460,,,4418,,,,,,,False,,,,9,,,,2013-04-12 20:11:42 -0400,ocd-division/country:us/state:al,,,,AL,3,,
H000679,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/H000679.,Clyde,Roark,Hoey,,1877-12-11,,D,,,,,405532,,,4483,,,,,,,False,,,,3,,,,2013-04-12 20:11:35 -0400,ocd-division/country:us/state:nc,,,,NC,3,,
H000720,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/H000720.,Spessard,Lindsey,Holland,,1892-07-10,,D,,,,,405572,,,4520,,,,,,,False,,,,1,,,,2013-04-12 20:11:43 -0400,ocd-division/country:us/state:fl,,,,FL,1,,
I000050,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/I000050.,Irving,McNeil,Ives,,1896-01-24,,R,,,,,405905,,,4834,,,,,,,False,,,,1,,,,2013-04-12 20:11:36 -0400,ocd-division/country:us/state:ny,,,,NY,1,,
J000093,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/J000093.,William,Ezra,Jenner,,1908-07-21,M,R,,,,,405995,,,4922,,,,,,,False,,,,1,,,,2013-04-12 20:11:36 -0400,ocd-division/country:us/state:in,,,,IN,1,,
J000127,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/J000127.,Edwin,Carl,Johnson,,1884-01-01,M,D,,,,,406026,,,4949,,,,,,,False,,,,11,,,,2013-04-12 20:11:34 -0400,ocd-division/country:us/state:co,,,,CO,2,,
J000195,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/J000195.,Olin,DeWitt Talmadge,Johnston,,1896-11-18,,D,,,,,406090,,,5009,,,,,,,False,,,,3,,,,2013-04-12 20:11:42 -0400,ocd-division/country:us/state:sc,,,,SC,3,,
K000082,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/K000082.,James,Preston,Kem,,1890-04-02,M,R,,,,,406251,,,5158,,,,,,,False,,,,1,,,,2013-04-12 20:11:33 -0400,ocd-division/country:us/state:mo,,,,MO,1,,
K000176,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/K000176.,Harley,Martin,Kilgore,,1893-01-11,,D,,,,,406339,,,5240,,,,,,,False,,,,7,,,,2013-04-12 20:11:36 -0400,ocd-division/country:us/state:wv,,,,WV,1,,
K000292,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/K000292.,William,Fife,Knowland,,1908-06-26,M,R,,,,,406448,,,5343,,,,,,,False,,,,2,,,,2013-04-12 20:11:36 -0400,ocd-division/country:us/state:ca,,,,CA,1,,
L000070,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/L000070.,William,,Langer,,1886-09-30,M,R,,,,,406579,,,5452,,,,,,,False,,,,7,,,,2013-04-12 20:11:36 -0400,ocd-division/country:us/state:nd,,,,ND,1,,
L000394,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/L000394.,Henry,Cabot,Lodge,,1902-07-05,M,R,,,,,406886,,,5739,,,,,,,False,,,,8,,,,2013-04-12 20:11:33 -0400,ocd-division/country:us/state:ma,,,,MA,1,,
L000428,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/L000428.,Russell,Billiu,Long,,1918-11-03,,D,,,,,406918,,,5767,,,,,,,False,,,,1,,,,2013-04-12 20:11:52 -0400,ocd-division/country:us/state:la,,,,LA,3,,
L000493,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/L000493.,Scott,Wike,Lucas,,,,D,,,,,406980,,,5823,,,,,,,False,,,,8,,,,2013-04-12 20:11:31 -0400,ocd-division/country:us/state:il,,,,IL,3,,
M000053,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/M000053.,Warren,Grant,Magnuson,,1905-04-12,M,D,,,,,407081,,,5913,,,,,,,False,,,,3,,,,2013-04-12 20:11:48 -0400,ocd-division/country:us/state:wa,,,,WA,3,,
M000086,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/M000086.,George,Wilson,Malone,,1890-08-07,M,R,,,,,407112,,,5944,,,,,,,False,,,,1,,,,2013-04-12 20:11:36 -0400,ocd-division/country:us/state:nv,,,,NV,1,,
M000177,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/M000177.,Edward,,Martin,,1879-09-18,M,R,,,,,407199,,,6021,,,,,,,False,,,,1,,,,2013-04-12 20:11:36 -0400,ocd-division/country:us/state:pa,,,,PA,1,,
M000279,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/M000279.,Burnet,Rhett,Maybank,,1899-03-07,,D,,,,,407296,,,6107,,,,,,,False,,,,6,,,,2013-04-12 20:11:34 -0400,ocd-division/country:us/state:sc,,,,SC,2,,
M000308,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/M000308.,Patrick,Anthony,McCarran,,1876-08-08,M,D,,,,,407322,,,6132,,,,,,,False,,,,14,,,,2013-04-12 20:11:35 -0400,ocd-division/country:us/state:nv,,,,NV,3,,
M000315,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/M000315.,Joseph,Raymond,McCarthy,,1908-11-14,M,R,,,,,407327,,,6137,,,,,,,False,,,,1,,,,2013-04-12 20:11:36 -0400,ocd-division/country:us/state:wi,,,,WI,1,,
M000332,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/M000332.,John,Little,McClellan,,1896-02-25,M,D,,,,,407342,,,6151,,,,,,,False,,,,5,,,,2013-04-12 20:11:47 -0400,ocd-division/country:us/state:ar,,,,AR,2,,
M000438,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/M000438.,Ernest,William,McFarland,,1894-10-09,M,D,,,,,407437,,,6242,,,,,,,False,,,,7,,,,2013-04-12 20:11:33 -0400,ocd-division/country:us/state:az,,,,AZ,1,,
M000456,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/M000456.,James,Howard,McGrath,,1903-11-28,M,D,,,,,407455,,,6260,,,,,,,False,,,,1,,,,2013-04-12 20:11:33 -0400,ocd-division/country:us/state:ri,,,,RI,1,,
M000499,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/M000499.,Kenneth,Douglas,McKellar,,1869-01-29,M,D,,,,,407494,,,6293,,,,,,,False,,,,30,,,,2013-04-12 20:11:33 -0400,ocd-division/country:us/state:tn,,,,TN,1,,
M000559,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/M000559.,Brien,,McMahon,,1903-10-06,M,D,,,,,407551,,,6346,,,,,,,False,,,,3,,,,2013-04-12 20:11:35 -0400,ocd-division/country:us/state:ct,,,,CT,3,,
M000771,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/M000771.,Eugene,Donald,Millikin,,1891-02-12,M,R,,,,,407749,,,6525,,,,,,,False,,,,6,,,,2013-04-12 20:11:35 -0400,ocd-division/country:us/state:co,,,,CO,3,,
M000895,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/M000895.,Edward,Hall,Moore,,1871-11-19,M,R,,,,,407867,,,6629,,,,,,,False,,,,5,,,,2013-04-12 20:11:30 -0400,ocd-division/country:us/state:ok,,,,OK,2,,
M001014,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/M001014.,Wayne,Lyman,Morse,,1900-10-20,,R,,,,,407981,,,6738,,,,,,,False,,,,3,,,,2013-04-12 20:11:42 -0400,ocd-division/country:us/state:or,,,,OR,3,,
M001078,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/M001078.,Karl,Earl,Mundt,,1900-06-03,,R,,,,,408043,,,6796,,,,,,,False,,,,1,,,,2013-04-12 20:11:44 -0400,ocd-division/country:us/state:sd,,,,SD,2,,
M001108,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/M001108.,James,Edward,Murray,,1876-05-03,M,D,,,,,408072,,,6820,,,,,,,False,,,,13,,,,2013-04-12 20:11:37 -0400,ocd-division/country:us/state:mt,,,,MT,2,,
M001127,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/M001127.,Francis,John,Myers,,1901-12-18,,D,,,,,408089,,,6836,,,,,,,False,,,,3,,,,2013-04-12 20:11:31 -0400,ocd-division/country:us/state:pa,,,,PA,3,,
O000032,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/O000032.,Herbert,Romulus,O?Conor,,1896-11-17,M,D,,,,,408280,,,7020,,,,,,,False,,,,1,,,,2013-04-12 20:11:33 -0400,ocd-division/country:us/state:md,,,,MD,1,,
O000034,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/O000034.,Wilbert,Lee,O?Daniel,,1890-03-11,M,D,,,,,408281,,,7021,,,,,,,False,,,,6,,,,2013-04-12 20:11:30 -0400,ocd-division/country:us/state:tx,,,,TX,2,,
O000088,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/O000088.,Joseph,Christopher,O?Mahoney,,1884-11-05,M,D,,,,,408296,,,7070,,,,,,,False,,,,14,,,,2013-04-12 20:11:37 -0400,ocd-division/country:us/state:wy,,,,WY,1,,
O000146,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/O000146.,John,Holmes,Overton,,1875-09-17,M,D,,,,,408397,,,7126,,,,,,,False,,,,14,,,,2013-04-12 20:11:31 -0400,ocd-division/country:us/state:la,,,,LA,3,,
P000218,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/P000218.,Claude,Denson,Pepper,,1900-09-08,M,D,,,,,408621,,,7333,,,,,,,False,,,,11,,,,2013-04-12 20:11:54 -0400,ocd-division/country:us/state:fl,,,,FL,3,,
R000112,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/R000112.,Clyde,Martin,Reed,,1871-10-19,,R,,,,,409092,,,7780,,,,,,,False,,,,9,,,,2013-04-12 20:11:31 -0400,ocd-division/country:us/state:ks,,,,KS,3,,
R000167,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/R000167.,William,Chapman,Revercomb,,1895-07-20,M,R,,,,,409144,,,7826,,,,,,,False,,,,5,,,,2013-04-12 20:11:38 -0400,ocd-division/country:us/state:wv,,,,WV,2,,
R000317,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/R000317.,Absalom,Willis,Robertson,,1887-05-27,M,D,,,,,409288,,,7958,,,,,,,False,,,,1,,,,2013-04-12 20:11:41 -0400,ocd-division/country:us/state:va,,,,VA,2,,
R000320,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/R000320.,Edward,Vivian,Robertson,,1881-05-27,M,R,,,,,409291,,,7960,,,,,,,False,,,,5,,,,2013-04-12 20:11:30 -0400,ocd-division/country:us/state:wy,,,,WY,2,,
R000536,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/R000536.,Richard,Brevard,Russell,,1897-11-02,M,D,,,,,409493,,,8138,,,,,,,False,,,,14,,,,2013-04-12 20:11:44 -0400,ocd-division/country:us/state:ga,,,,GA,2,,
S000021,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/S000021.,Leverett,,Saltonstall,,1892-09-01,M,R,,,,,409540,,,8185,,,,,,,False,,,,3,,,,2013-04-12 20:11:41 -0400,ocd-division/country:us/state:ma,,,,MA,2,,
S000553,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/S000553.,Howard,Alexander,Smith,,1880-01-30,M,R,,,,,410035,,,8635,,,,,,,False,,,,3,,,,2013-04-12 20:11:37 -0400,ocd-division/country:us/state:nj,,,,NJ,1,,
S000701,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/S000701.,John,Jackson,Sparkman,,,M,D,,,,,410172,,,8764,,,,,,,False,,,,2,,,,2013-04-12 20:11:47 -0400,ocd-division/country:us/state:al,,,,AL,2,,
S000852,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/S000852.,John,Cornelius,Stennis,,1901-08-03,M,D,,,,,410315,,,8883,,,,,,,False,,,,1,,,,2013-04-12 20:11:53 -0400,ocd-division/country:us/state:ms,,,,MS,1,,
S000901,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/S000901.,Arthur,Thomas,Stewart,,1892-01-11,M,D,,,,,410362,,,8929,,,,,,,False,,,,8,,,,2013-04-12 20:11:30 -0400,ocd-division/country:us/state:tn,,,,TN,2,,
T000009,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/T000009.,Robert,Alphonso,Taft,,1889-09-08,M,R,,,,,410599,,,9152,,,,,,,False,,,,9,,,,2013-04-12 20:11:36 -0400,ocd-division/country:us/state:oh,,,,OH,3,,
T000079,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/T000079.,Glen,Hearst,Taylor,,1904-04-12,,D,,,,,410663,,,9210,,,,,,,False,,,,3,,,,2013-04-12 20:11:32 -0400,ocd-division/country:us/state:id,,,,ID,3,,
T000164,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/T000164.,Elbert,Duncan,Thomas,,1883-06-17,M,D,,,,,410745,,,9291,,,,,,,False,,,,14,,,,2013-04-12 20:11:32 -0400,ocd-division/country:us/state:ut,,,,UT,3,,
T000259,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/T000259.,Edward,John,Thye,,,M,R,,,,,410834,,,9374,,,,,,,False,,,,1,,,,2013-04-12 20:11:37 -0400,ocd-division/country:us/state:mn,,,,MN,1,,
T000289,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/T000289.,Charles,William,Tobey,,1880-07-22,M,R,,,,,410862,,,9401,,,,,,,False,,,,9,,,,2013-04-12 20:11:36 -0400,ocd-division/country:us/state:nh,,,,NH,3,,
T000446,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/T000446.,Millard,Evelyn,Tydings,,1890-04-06,M,D,,,,,411014,,,9538,,,,,,,False,,,,20,,,,2013-04-12 20:11:32 -0400,ocd-division/country:us/state:md,,,,MD,3,,
U000005,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/U000005.,William,Bradley,Umstead,,,M,D,,,,,411029,,,9552,,,,,,,False,,,,1,,,,2013-04-12 20:11:32 -0400,ocd-division/country:us/state:nc,,,,NC,2,,
V000025,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/V000025.,Arthur,Hendrick,Vandenberg,,1884-03-22,M,R,,,,,411118,,,9604,,,,,,,False,,,,19,,,,2013-04-12 20:11:33 -0400,ocd-division/country:us/state:mi,,,,MI,1,,
W000021,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/W000021.,Robert,Ferdinand,Wagner,,1877-06-08,M,D,,,,,411200,,,9713,,,,,,,False,,,,20,,,,2013-04-12 20:11:32 -0400,ocd-division/country:us/state:ny,,,,NY,3,,
W000190,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/W000190.,Arthur,Vivian,Watkins,,1886-12-18,M,R,,,,,411362,,,9865,,,,,,,False,,,,1,,,,2013-04-12 20:11:37 -0400,ocd-division/country:us/state:ut,,,,UT,1,,
W000344,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/W000344.,Kenneth,Spicer,Wherry,,1892-02-28,M,R,,,,,411506,,,9998,,,,,,,False,,,,4,,,,2013-04-12 20:11:34 -0400,ocd-division/country:us/state:ne,,,,NE,2,,
W000396,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/W000396.,Wallace,Humphrey,White,,1877-08-06,M,R,,,,,411556,,,10047,,,,,,,False,,,,16,,,,2013-04-12 20:11:30 -0400,ocd-division/country:us/state:me,,,,ME,2,,
W000465,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/W000465.,Alexander,,Wiley,,1884-05-26,M,R,,,,,411622,,,10110,,,,,,,False,,,,9,,,,2013-04-12 20:11:39 -0400,ocd-division/country:us/state:wi,,,,WI,3,,
