id,title,short_title,api_uri,first_name,middle_name,last_name,suffix,date_of_birth,gender,party,leadership_role,twitter_account,facebook_account,youtube_account,govtrack_id,cspan_id,votesmart_id,icpsr_id,crp_id,google_entity_id,fec_candidate_id,url,rss_url,contact_form,in_office,cook_pvi,dw_nominate,ideal_point,seniority,total_votes,missed_votes,total_present,last_updated,ocd_id,office,phone,fax,state,district,at_large,geoid,missed_votes_pct,votes_with_party_pct,votes_against_party_pct
B000104,Representative,Rep.,https://api.propublica.org/congress/v1/members/B000104.,Cass,,Ballenger,,1926-12-06,M,R,,,,,400015,,,15401,,,,,,,False,,,,10,1115,24,0,2019-10-08 03:11:45 -0400,ocd-division/country:us/state:nc/cd:10,,,,NC,10,False,3710,2.15,90.79,8.64
B001226,Representative,Rep.,https://api.propublica.org/congress/v1/members/B001226.,Peter,,Barca,,1955-08-07,M,D,,,,,401134,,,39314,,,,,,,False,,,,2,922,3,0,2019-10-08 03:11:45 -0400,ocd-division/country:us/state:wi/cd:1,,,,WI,1,False,5501,0.33,84.48,15.07
B000134,Representative,Rep.,https://api.propublica.org/congress/v1/members/B000134.,James,A.,Barcia,,1952-02-25,M,D,,,,,400526,,,29363,,,,,,,False,,,,2,1122,26,0,2019-10-08 03:11:45 -0400,ocd-division/country:us/state:mi/cd:5,,,,MI,5,False,2605,2.32,80.66,18.58
B000151,Representative,Rep.,https://api.propublica.org/congress/v1/members/B000151.,Tom,,Barlow,,1940-08-07,M,D,,,,,401153,,,29351,,,,,,,False,,,,2,1122,38,0,2019-10-08 03:11:45 -0400,ocd-division/country:us/state:ky/cd:1,,,,KY,1,False,2101,3.39,90.39,8.85
B000177,Representative,Rep.,https://api.propublica.org/congress/v1/members/B000177.,Thomas,M.,Barrett,,1953-12-08,M,D,,,,,400553,,,39315,,,,,,,False,,,,2,1122,13,0,2019-10-08 03:11:45 -0400,ocd-division/country:us/state:wi/cd:5,,,,WI,5,False,5505,1.16,90.3,8.96
B000179,Representative,Rep.,https://api.propublica.org/congress/v1/members/B000179.,Bill,,Barrett,,1929-02-09,M,R,,,,,400568,,,15805,,,,,,,False,,,,4,1122,6,1,2019-10-08 03:11:45 -0400,ocd-division/country:us/state:ne/cd:3,,,,NE,3,False,3103,0.53,91.36,7.9
B000208,Representative,Rep.,https://api.propublica.org/congress/v1/members/B000208.,Roscoe,G.,Bartlett,,1926-06-03,M,R,,,,RepRoscoeBartlett,400017,27026,,29356,,/m/025k82,,,,,False,,,,2,1122,10,0,2019-10-08 03:11:45 -0400,ocd-division/country:us/state:md/cd:6,,,,MD,6,False,2406,0.89,92.91,6.34
B000213,Representative,Rep.,https://api.propublica.org/congress/v1/members/B000213.,Joe,L.,Barton,,1949-09-15,M,R,,RepJoeBarton,RepJoeBarton,repjoebarton,400018,5248,27082,15085,N00005656,/m/03rspq,,https://joebarton.house.gov,,,False,,,,10,1122,123,0,2019-10-08 03:11:45 -0400,ocd-division/country:us/state:tx/cd:6,,,,TX,6,False,4806,10.96,86.93,12.24
B000229,Representative,Rep.,https://api.propublica.org/congress/v1/members/B000229.,Herbert,H.,Bateman,,1928-08-07,M,R,,,,,400569,,,15002,,,,,,,False,,,,12,1122,58,0,2019-10-08 03:11:45 -0400,ocd-division/country:us/state:va/cd:1,,,,VA,1,False,5101,5.17,79.05,20.17
B000287,Representative,Rep.,https://api.propublica.org/congress/v1/members/B000287.,Xavier,,Becerra,,1958-01-26,M,D,,RepBecerra,XavierBecerra,XavierBecerra,400021,26567,,29316,,/m/024trk,,http://becerra.house.gov,https://becerra.house.gov/rss/press-releases.xml,,False,,,,2,1122,93,5,2019-10-08 03:11:45 -0400,ocd-division/country:us/state:ca/cd:30,,,,CA,30,False,0630,8.29,90.77,8.53
B000318,Representative,Rep.,https://api.propublica.org/congress/v1/members/B000318.,Anthony,C.,Beilenson,,1932-10-26,M,D,,,,,401310,,,14405,,,,,,,False,,,,18,1122,23,1,2019-10-08 03:11:45 -0400,ocd-division/country:us/state:ca/cd:24,,,,CA,24,False,0624,2.05,90.58,8.85
B000392,Representative,Rep.,https://api.propublica.org/congress/v1/members/B000392.,Helen,Delich,Bentley,,1923-11-28,F,R,,,,,401383,,,15203,,,,,,,False,,,,10,1122,61,0,2019-10-08 03:11:45 -0400,ocd-division/country:us/state:md/cd:2,,,,MD,2,False,2402,5.44,83.97,15.35
B000403,Representative,Rep.,https://api.propublica.org/congress/v1/members/B000403.,Douglas,K.,Bereuter,,1939-10-06,M,R,,,,,400023,,,14605,,,,,,,False,,,,16,1122,8,0,2019-10-08 03:11:45 -0400,ocd-division/country:us/state:ne/cd:1,,,,NE,1,False,3101,0.71,83.63,15.72
B000410,Representative,Rep.,https://api.propublica.org/congress/v1/members/B000410.,Howard,L.,Berman,,1941-04-15,M,D,,RepHowardBerman,,RepHowardBerman,400025,1592,,15004,,,,,,,False,,,,12,1122,117,0,2019-10-08 03:11:45 -0400,ocd-division/country:us/state:ca/cd:26,,,,CA,26,False,0626,10.43,92.5,6.99
B000431,Representative,Rep.,https://api.propublica.org/congress/v1/members/B000431.,Tom,,Bevill,,1921-03-27,M,D,,,,,401417,,,11000,,,,,,,False,,,,28,1122,54,0,2019-10-08 03:11:45 -0400,ocd-division/country:us/state:al/cd:4,,,,AL,4,False,0104,4.81,86.28,12.95
B000462,Representative,Rep.,https://api.propublica.org/congress/v1/members/B000462.,James,H.,Bilbray,,1938-05-19,M,D,,,,,401446,,,15402,,,,,,,False,,,,8,1122,13,0,2019-10-08 03:11:45 -0400,ocd-division/country:us/state:nv/cd:1,,,,NV,1,False,3201,1.16,87.88,11.46
B000463,Representative,Rep.,https://api.propublica.org/congress/v1/members/B000463.,Michael,,Bilirakis,,1930-07-16,M,R,,,,,400028,,,15005,,,,,,,False,,,,12,1122,49,0,2019-10-08 03:11:45 -0400,ocd-division/country:us/state:fl/cd:9,,,,FL,9,False,1209,4.37,90.07,9.16
B000490,Representative,Rep.,https://api.propublica.org/congress/v1/members/B000490.,Sanford,D.,Bishop,Jr.,1947-02-04,M,D,,SanfordBishop,sanfordbishop,RepSanfordBishop,400030,26194,26817,29339,N00002674,/m/02554k,,https://bishop.house.gov,https://bishop.house.gov/rss.xml,,False,,,,2,1122,49,0,2021-03-02 02:35:25 -0500,ocd-division/country:us/state:ga/cd:2,,,,GA,2,False,1302,4.37,91.63,7.6
B000517,Representative,Rep.,https://api.propublica.org/congress/v1/members/B000517.,Lucien,E.,Blackwell,,1931-08-01,M,D,,,,,401494,,,15848,,,,,,,False,,,,4,1122,153,1,2019-10-08 03:11:45 -0400,ocd-division/country:us/state:pa/cd:2,,,,PA,2,False,4202,13.64,92.32,6.82
B000556,Representative,Rep.,https://api.propublica.org/congress/v1/members/B000556.,Tom,,Bliley,,1932-01-28,M,R,,,,,400571,,,14802,,,,,,,False,,,,14,1122,19,0,2019-10-08 03:11:45 -0400,ocd-division/country:us/state:va/cd:7,,,,VA,7,False,5107,1.69,91.55,7.7
B000576,Representative,Rep.,https://api.propublica.org/congress/v1/members/B000576.,Peter,I.,Blute,,1956-01-28,M,R,,,,,401547,,,29357,,,,,,,False,,,,2,1122,38,0,2019-10-08 03:11:45 -0400,ocd-division/country:us/state:ma/cd:3,,,,MA,3,False,2503,3.39,81.93,17.3
B000586,Representative,Rep.,https://api.propublica.org/congress/v1/members/B000586.,Sherwood,L.,Boehlert,,1936-09-28,M,R,,,,,400035,,,15006,,,,,,,False,,,,12,1122,18,0,2019-10-08 03:11:45 -0400,ocd-division/country:us/state:ny/cd:23,,,,NY,23,False,3623,1.6,71.6,27.65
B000589,Representative,Rep.,https://api.propublica.org/congress/v1/members/B000589.,John,A.,Boehner,,1949-11-17,M,R,,SpeakerBoehner,SpeakerJohnBoehner,johnboehner,400036,16740,,15806,,/m/039rwf,,http://boehner.house.gov,,,False,,,,4,1122,30,1,2019-10-08 03:11:45 -0400,ocd-division/country:us/state:oh/cd:8,,,,OH,8,False,3908,2.67,91.94,7.3
B000617,Representative,Rep.,https://api.propublica.org/congress/v1/members/B000617.,Henry,,Bonilla,,1954-01-02,M,R,,,,,400037,,,39302,,,,,,,False,,,,2,1122,9,1,2019-10-08 03:11:45 -0400,ocd-division/country:us/state:tx/cd:23,,,,TX,23,False,4823,0.8,89.66,9.6
B000619,Representative,Rep.,https://api.propublica.org/congress/v1/members/B000619.,David,E.,Bonior,,1945-06-06,M,D,,,,,400527,,,14407,,,,,,,False,,,,18,1122,40,1,2019-10-08 03:11:45 -0400,ocd-division/country:us/state:mi/cd:10,,,,MI,10,False,2610,3.57,91.21,8.12
B000644,Representative,Rep.,https://api.propublica.org/congress/v1/members/B000644.,Robert,A.,Borski,,1948-10-20,M,D,,,,,400542,,,15007,,,,,,,False,,,,12,1122,40,0,2019-10-08 03:11:45 -0400,ocd-division/country:us/state:pa/cd:3,,,,PA,3,False,4203,3.57,93.12,6.11
B000657,Representative,Rep.,https://api.propublica.org/congress/v1/members/B000657.,Rick,,Boucher,,1946-08-01,M,D,,,,,400043,6736,,15009,,/m/01_k5m,,,,,False,,,,12,1122,56,0,2019-10-08 03:11:45 -0400,ocd-division/country:us/state:va/cd:9,,,,VA,9,False,5109,4.99,90.97,8.25
B000817,Representative,Rep.,https://api.propublica.org/congress/v1/members/B000817.,Bill,K.,Brewster,,1941-11-08,M,D,,,,,401774,,,15807,,,,,,,False,,,,4,1122,57,0,2019-10-08 03:11:45 -0400,ocd-division/country:us/state:ok/cd:3,,,,OK,3,False,4003,5.08,81.33,17.99
B000880,Representative,Rep.,https://api.propublica.org/congress/v1/members/B000880.,Jack,B.,Brooks,,1922-12-18,M,D,,,,,401837,,,1077,,,,,,,False,,,,42,1122,76,1,2019-10-08 03:11:45 -0400,ocd-division/country:us/state:tx/cd:9,,,,TX,9,False,4809,6.77,88.86,10.75
B000897,Representative,Rep.,https://api.propublica.org/congress/v1/members/B000897.,Glen,,Browder,,1943-01-15,M,D,,,,,401854,,,15635,,,,,,,False,,,,6,1122,25,0,2019-10-08 03:11:45 -0400,ocd-division/country:us/state:al/cd:3,,,,AL,3,False,0103,2.23,81.79,17.45
B000918,Representative,Rep.,https://api.propublica.org/congress/v1/members/B000918.,George,E.,Brown,,1920-03-06,M,D,,,,,400572,,,10573,,,,,,,False,,,,30,1122,156,0,2019-10-08 03:11:45 -0400,ocd-division/country:us/state:ca/cd:42,,,,CA,42,False,0642,13.9,91.55,7.7
B000944,Representative,Rep.,https://api.propublica.org/congress/v1/members/B000944.,Sherrod,,Brown,,1952-11-09,M,D,,SenSherrodBrown,SenatorSherrodBrown,SherrodBrownOhio,400050,5051,27018,29389,N00003535,/m/034s80,,https://www.brown.senate.gov,,,False,,,,2,1122,26,0,2019-10-08 03:11:45 -0400,ocd-division/country:us/state:oh/cd:13,,,,OH,13,False,3913,2.32,91.7,7.55
B000911,Representative,Rep.,https://api.propublica.org/congress/v1/members/B000911.,Corrine,,Brown,,1946-11-11,F,D,,RepCorrineBrown,congresswomanbrown,CongresswomanBrown,400048,26192,,29328,,/m/0251xd,,https://corrinebrown.house.gov,https://corrinebrown.house.gov/rss.xml,,False,,,,2,1122,49,2,2019-10-08 03:11:45 -0400,ocd-division/country:us/state:fl/cd:3,,,,FL,3,False,1203,4.37,91.73,7.5
B000997,Representative,Rep.,https://api.propublica.org/congress/v1/members/B000997.,John,W.,Bryant,,1947-02-22,M,D,,,,,401947,,,15012,,,,,,,False,,,,12,1122,52,0,2019-10-08 03:11:45 -0400,ocd-division/country:us/state:tx/cd:5,,,,TX,5,False,4805,4.63,93.44,5.79
B001066,Representative,Rep.,https://api.propublica.org/congress/v1/members/B001066.,Jim,,Bunning,,1931-10-23,M,R,,,,SenJimBunning,300014,1457,,15405,,/m/0lbm2,,,,,False,,,,8,1122,20,0,2019-10-08 03:11:45 -0400,ocd-division/country:us/state:ky/cd:4,,,,KY,4,False,2104,1.78,91.17,8.08
B001149,Representative,Rep.,https://api.propublica.org/congress/v1/members/B001149.,Dan,,Burton,,1938-06-21,M,R,,RepDanBurton,,CongressmanDanBurton,400055,,,15013,,/m/022r4p,,,,,False,,,,12,1122,23,0,2019-10-08 03:11:45 -0400,ocd-division/country:us/state:in/cd:6,,,,IN,6,False,1806,2.05,89.74,9.51
B001203,Representative,Rep.,https://api.propublica.org/congress/v1/members/B001203.,Steve,,Buyer,,1958-11-26,M,R,,,,sbuyer,400056,26475,,29350,,/m/02578l,,,,,False,,,,2,1122,16,1,2019-10-08 03:11:45 -0400,ocd-division/country:us/state:in/cd:5,,,,IN,5,False,1805,1.43,91.94,7.31
B001213,Representative,Rep.,https://api.propublica.org/congress/v1/members/B001213.,Leslie,L.,Byrne,,1946-10-27,F,D,,,,,402152,,,39309,,,,,,,False,,,,2,1122,24,0,2019-10-08 03:11:45 -0400,ocd-division/country:us/state:va/cd:11,,,,VA,11,False,5111,2.14,92.37,6.88
C000052,Representative,Rep.,https://api.propublica.org/congress/v1/members/C000052.,Sonny,,Callahan,,1932-09-11,,R,,,,,400500,,,15207,,,,,,,False,,,,10,1122,53,0,2019-10-08 03:11:45 -0400,ocd-division/country:us/state:al/cd:1,,,,AL,1,False,0101,4.72,88.26,10.96
C000059,Representative,Rep.,https://api.propublica.org/congress/v1/members/C000059.,Ken,,Calvert,,1953-06-08,M,R,,KenCalvert,70063393423,RepKenCalvert,400057,26709,26777,29323,N00007099,/m/024xl1,,https://calvert.house.gov,https://calvert.house.gov/rss.xml,,False,,,,2,1122,54,0,2021-03-02 02:35:27 -0500,ocd-division/country:us/state:ca/cd:43,,,,CA,43,False,0643,4.81,92.63,6.69
C000071,Representative,Rep.,https://api.propublica.org/congress/v1/members/C000071.,Dave,,Camp,,1953-07-09,M,R,,RepDaveCamp,repdavecamp,DaveCampYT,400058,23039,,29124,,/m/03l8yr,,http://camp.house.gov,,,False,,,,4,1122,12,0,2019-10-08 03:11:45 -0400,ocd-division/country:us/state:mi/cd:4,,,,MI,4,False,2604,1.07,91.87,7.38
C000107,Representative,Rep.,https://api.propublica.org/congress/v1/members/C000107.,Charles,T.,Canady,,1954-06-22,M,R,,,,,400574,,,29332,,,,,,,False,,,,2,1122,3,0,2019-10-08 03:11:45 -0400,ocd-division/country:us/state:fl/cd:12,,,,FL,12,False,1212,0.27,92.59,6.67
C000127,Representative,Rep.,https://api.propublica.org/congress/v1/members/C000127.,Maria,,Cantwell,,1958-10-13,F,D,,SenatorCantwell,senatorcantwell,SenatorCantwell,300018,26137,27122,39310,N00007836,/m/01x68t,,https://www.cantwell.senate.gov,,,False,,,,2,1122,12,0,2019-10-08 03:11:45 -0400,ocd-division/country:us/state:wa/cd:1,,,,WA,1,False,5301,1.07,92.73,6.52
C000141,Representative,Rep.,https://api.propublica.org/congress/v1/members/C000141.,Benjamin,L.,Cardin,,1943-10-05,M,D,,SenatorCardin,senatorbencardin,senatorcardin,400064,4004,26888,15408,N00001955,/m/025k3k,,https://www.cardin.senate.gov,,,False,,,,8,1122,27,0,2019-10-08 03:11:45 -0400,ocd-division/country:us/state:md/cd:3,,,,MD,3,False,2403,2.41,92.16,7.08
C000178,Representative,Rep.,https://api.propublica.org/congress/v1/members/C000178.,Bob,,Carr,,1943-03-27,M,D,,,,,402325,,,14210,,,,,,,False,,,,18,1122,110,0,2019-10-08 03:11:45 -0400,ocd-division/country:us/state:mi/cd:8,,,,MI,8,False,2608,9.8,89.23,9.96
C000243,Representative,Rep.,https://api.propublica.org/congress/v1/members/C000243.,Michael,N.,Castle,,1939-07-02,M,R,,repmikecastle,,mncastle,400070,70,,29327,,,,,,,False,,,,2,1122,6,0,2019-10-08 03:11:45 -0400,ocd-division/country:us/state:de/cd:1,,,,DE,At-Large,True,1000,0.53,85.87,13.38
C000312,Representative,Rep.,https://api.propublica.org/congress/v1/members/C000312.,Jim,,Chapman,,1945-03-08,M,D,,,,,402454,,,15242,,,,,,,False,,,,10,1122,111,0,2019-10-08 03:11:45 -0400,ocd-division/country:us/state:tx/cd:1,,,,TX,1,False,4801,9.89,83.16,16.02
C000488,Representative,Rep.,https://api.propublica.org/congress/v1/members/C000488.,William,,Clay,,1931-04-30,M,D,,,,,402626,,,12009,,,,,,,False,,,,26,1122,115,0,2019-10-08 03:11:45 -0400,ocd-division/country:us/state:mo/cd:1,,,,MO,1,False,2901,10.25,82.85,16.43
C000494,Representative,Rep.,https://api.propublica.org/congress/v1/members/C000494.,Eva,,Clayton,,1934-09-16,F,D,,,,,400532,,,29382,,,,,,,False,,,,4,1122,41,3,2019-10-08 03:11:45 -0400,ocd-division/country:us/state:nc/cd:1,,,,NC,1,False,3701,3.65,92.45,6.79
C000503,Representative,Rep.,https://api.propublica.org/congress/v1/members/C000503.,Bob,,Clement,,1943-09-23,M,D,,,,,400548,,,15449,,,,,,,False,,,,8,1122,48,0,2019-10-08 03:11:45 -0400,ocd-division/country:us/state:tn/cd:5,,,,TN,5,False,4705,4.28,87.38,11.95
C000523,Representative,Rep.,https://api.propublica.org/congress/v1/members/C000523.,William,F.,Clinger,Jr.,1929-04-04,M,R,,,,,402657,,,14612,,,,,,,False,,,,16,1122,87,0,2019-10-08 03:11:45 -0400,ocd-division/country:us/state:pa/cd:5,,,,PA,5,False,4205,7.75,82.2,17.0
C000537,Representative,Rep.,https://api.propublica.org/congress/v1/members/C000537.,James,E.,Clyburn,,1940-07-21,M,D,,WhipClyburn,jameseclyburn,repjamesclyburn,400075,21607,27066,39301,N00002408,/m/03c469,,https://clyburn.house.gov,,,False,,,,2,1122,53,0,2021-03-02 02:35:29 -0500,ocd-division/country:us/state:sc/cd:6,,,,SC,6,False,4506,4.72,92.56,6.67
C000556,Representative,Rep.,https://api.propublica.org/congress/v1/members/C000556.,Howard,,Coble,,1931-03-18,M,R,,HowardCoble,HowardCoble6,,400076,6961,,15092,,/m/0263k5,,http://coble.house.gov,,,False,,,,10,1122,1,0,2019-10-08 03:11:45 -0400,ocd-division/country:us/state:nc/cd:6,,,,NC,6,False,3706,0.09,89.82,9.44
C000621,Representative,Rep.,https://api.propublica.org/congress/v1/members/C000621.,Ronald,D.,Coleman,,1941-11-29,M,D,,,,,402750,,,15017,,,,,,,False,,,,12,1122,37,0,2019-10-08 03:11:45 -0400,ocd-division/country:us/state:tx/cd:16,,,,TX,16,False,4816,3.3,91.04,8.2
C000633,Representative,Rep.,https://api.propublica.org/congress/v1/members/C000633.,Barbara-Rose,,Collins,,1939-04-13,F,D,,,,,402762,,,15809,,,,,,,False,,,,4,1122,56,1,2019-10-08 03:11:45 -0400,ocd-division/country:us/state:mi/cd:15,,,,MI,15,False,2615,4.99,89.52,9.7
C000634,Representative,Rep.,https://api.propublica.org/congress/v1/members/C000634.,Cardiss,,Collins,,1931-09-24,F,D,,,,,402763,1965,,14068,,,,,,,False,,,,22,1122,105,0,2019-10-08 03:11:45 -0400,ocd-division/country:us/state:il/cd:7,,,,IL,7,False,1707,9.36,89.93,9.26
C000640,Representative,Rep.,https://api.propublica.org/congress/v1/members/C000640.,Michael,Allen,Collins,,1944-10-15,M,R,,,,,400078,,,29340,,,,,,,False,,,,2,1122,16,0,2019-10-08 03:11:45 -0400,ocd-division/country:us/state:ga/cd:3,,,,GA,3,False,1303,1.43,89.61,9.64
C000653,Representative,Rep.,https://api.propublica.org/congress/v1/members/C000653.,Larry,,Combest,,1945-03-20,M,R,,,,,400079,,,15210,,,,,,,False,,,,10,1122,4,0,2019-10-08 03:11:45 -0400,ocd-division/country:us/state:tx/cd:19,,,,TX,19,False,4819,0.36,83.87,15.38
C000670,Representative,Rep.,https://api.propublica.org/congress/v1/members/C000670.,Gary,,Condit,,1948-04-21,M,D,,,,,400505,,,15638,,,,,,,False,,,,6,1122,43,1,2019-10-08 03:11:45 -0400,ocd-division/country:us/state:ca/cd:18,,,,CA,18,False,0618,3.83,69.86,29.47
C000714,Representative,Rep.,https://api.propublica.org/congress/v1/members/C000714.,John,,Conyers,Jr.,1929-05-16,M,D,,RepJohnConyers,CongressmanConyers,JCMI14,400080,1824,26904,10713,N00004029,/m/02hy5d,,https://conyers.house.gov/,,,False,,,,30,1122,200,1,2019-10-08 03:11:45 -0400,ocd-division/country:us/state:mi/cd:14,,,,MI,14,False,2614,17.83,89.15,9.96
C000754,Representative,Rep.,https://api.propublica.org/congress/v1/members/C000754.,Jim,,Cooper,,1954-06-19,M,D,,RepJimCooper,JimCooper,RepJimCooper,400081,1201,48891,15019,N00003132,/m/03tm2p,,https://cooper.house.gov,https://cooper.house.gov/rss.xml,,False,,,,12,1122,81,0,2021-03-02 02:35:29 -0500,ocd-division/country:us/state:tn/cd:4,,,,TN,4,False,4704,7.22,75.6,23.71
C000767,Representative,Rep.,https://api.propublica.org/congress/v1/members/C000767.,Sam,,Coppersmith,,1955-05-22,M,D,,,,,402890,,,29303,,,,,,,False,,,,2,1122,22,0,2019-10-08 03:11:45 -0400,ocd-division/country:us/state:az/cd:1,,,,AZ,1,False,0401,1.96,88.92,10.33
C000794,Representative,Rep.,https://api.propublica.org/congress/v1/members/C000794.,Jerry,F.,Costello,,1949-09-25,M,D,,jerrycostello,,,400082,6352,,15452,,,,,,,False,,,,8,1122,16,0,2019-10-08 03:11:45 -0400,ocd-division/country:us/state:il/cd:12,,,,IL,12,False,1712,1.43,81.25,18.0
C000830,Representative,Rep.,https://api.propublica.org/congress/v1/members/C000830.,Christopher,,Cox,,1952-10-16,M,R,,,,,400083,,,15602,,,,,,,False,,,,6,1122,79,0,2019-10-08 03:11:45 -0400,ocd-division/country:us/state:ca/cd:47,,,,CA,47,False,0647,7.04,90.35,8.86
C000846,Representative,Rep.,https://api.propublica.org/congress/v1/members/C000846.,William,J.,Coyne,,1936-08-24,M,D,,,,,400543,,,14808,,,,,,,False,,,,14,1122,14,0,2019-10-08 03:11:45 -0400,ocd-division/country:us/state:pa/cd:14,,,,PA,14,False,4214,1.25,90.87,8.39
C000868,Representative,Rep.,https://api.propublica.org/congress/v1/members/C000868.,Robert,E.,Cramer,,1947-08-22,M,D,,,,,400084,,,15811,,,,,,,False,,,,4,1122,19,0,2019-10-08 03:11:45 -0400,ocd-division/country:us/state:al/cd:5,,,,AL,5,False,0105,1.69,84.43,14.92
C000873,Representative,Rep.,https://api.propublica.org/congress/v1/members/C000873.,Philip,M.,Crane,,1930-11-03,M,R,,,,,400085,,,12041,,,,,,,False,,,,26,1122,64,0,2019-10-08 03:11:45 -0400,ocd-division/country:us/state:il/cd:8,,,,IL,8,False,1708,5.7,87.37,11.95
