id,title,short_title,api_uri,first_name,middle_name,last_name,suffix,date_of_birth,gender,party,leadership_role,twitter_account,facebook_account,youtube_account,govtrack_id,cspan_id,votesmart_id,icpsr_id,crp_id,google_entity_id,fec_candidate_id,url,rss_url,contact_form,in_office,cook_pvi,dw_nominate,ideal_point,seniority,total_votes,missed_votes,total_present,last_updated,ocd_id,office,phone,fax,state,senate_class,state_rank,lis_id
H000291,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/H000291.,Philip,Aloysius,Hart,,1912-12-10,M,D,,,,,405164,,,4148,,,,,,,False,,,,3,,,,2013-04-12 20:11:46 -0400,ocd-division/country:us/state:mi,,,,MI,1,,
H000297,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/H000297.,Rupert,Vance,Hartke,,1919-05-31,M,D,,,,,405170,,,4154,,,,,,,False,,,,3,,,,2013-04-12 20:11:46 -0400,ocd-division/country:us/state:in,,,,IN,1,,
H000385,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/H000385.,Carl,Trumbull,Hayden,,1877-10-02,M,D,,,,,405253,,,4227,,,,,,,False,,,,34,,,,2013-04-12 20:11:42 -0400,ocd-division/country:us/state:az,,,,AZ,3,,
H000559,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/H000559.,Bourke,Blakemore,Hickenlooper,,1896-07-21,,R,,,,,405421,,,4382,,,,,,,False,,,,17,,,,2013-04-12 20:11:42 -0400,ocd-division/country:us/state:ia,,,,IA,3,,
H000561,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/H000561.,John,Joseph,Hickey,,1911-08-22,M,D,,,,,405423,,,10806,,,,,,,False,,,,1,,,,2013-04-12 20:11:40 -0400,ocd-division/country:us/state:wy,,,,WY,2,,
H000598,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/H000598.,Joseph,Lister,Hill,,1894-12-29,M,D,,,,,405460,,,4418,,,,,,,False,,,,23,,,,2013-04-12 20:11:42 -0400,ocd-division/country:us/state:al,,,,AL,3,,
H000720,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/H000720.,Spessard,Lindsey,Holland,,1892-07-10,,D,,,,,405572,,,4520,,,,,,,False,,,,15,,,,2013-04-12 20:11:43 -0400,ocd-division/country:us/state:fl,,,,FL,1,,
H000875,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/H000875.,Roman,Lee,Hruska,,1904-08-16,,R,,,,,405721,,,4660,,,,,,,False,,,,7,,,,2013-04-12 20:11:46 -0400,ocd-division/country:us/state:ne,,,,NE,1,,
H000953,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/H000953.,Hubert,Horatio,Humphrey,,1911-05-27,M,I,,,,,405797,,,4728,,,,,,,False,,,,13,,,,2013-04-12 20:11:49 -0400,ocd-division/country:us/state:mn,,,,MN,2,,
J000013,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/J000013.,Henry,Martin,Jackson,,1912-05-31,M,D,,,,,405920,,,4851,,,,,,,False,,,,9,,,,2013-04-12 20:11:52 -0400,ocd-division/country:us/state:wa,,,,WA,1,,
J000064,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/J000064.,Jacob,Koppel,Javits,,1904-05-18,M,R,,,,,405969,,,4898,,,,,,,False,,,,5,,,,2013-04-12 20:11:48 -0400,ocd-division/country:us/state:ny,,,,NY,3,,
J000160,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/J000160.,Lyndon,Baines,Johnson,,,,D,,,,,406058,,,4979,,,,,,,False,,,,13,,,,2013-04-12 20:11:42 -0400,ocd-division/country:us/state:tx,,,,TX,2,,
J000195,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/J000195.,Olin,DeWitt Talmadge,Johnston,,1896-11-18,,D,,,,,406090,,,5009,,,,,,,False,,,,17,,,,2013-04-12 20:11:42 -0400,ocd-division/country:us/state:sc,,,,SC,3,,
J000267,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/J000267.,Benjamin,Everett,Jordan,,1896-09-08,M,D,,,,,406159,,,5073,,,,,,,False,,,,3,,,,2013-04-12 20:11:44 -0400,ocd-division/country:us/state:nc,,,,NC,2,,
J000269,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/J000269.,Leonard,Beck,Jordan,,1899-05-15,M,R,,,,,406161,,,10807,,,,,,,False,,,,1,,,,2013-04-12 20:11:44 -0400,ocd-division/country:us/state:id,,,,ID,2,,
K000036,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/K000036.,Kenneth,Barnard,Keating,,1900-05-18,M,R,,,,,406206,,,5116,,,,,,,False,,,,3,,,,2013-04-12 20:11:39 -0400,ocd-division/country:us/state:ny,,,,NY,1,,
K000044,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/K000044.,Carey,Estes,Kefauver,,1903-07-26,M,D,,,,,406214,,,5122,,,,,,,False,,,,13,,,,2013-04-12 20:11:40 -0400,ocd-division/country:us/state:tn,,,,TN,2,,
K000105,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/K000105.,Edward,M.,Kennedy,,1932-02-22,M,D,,,,,300059,,,10808,,,,,,,False,,,,1,,,,2013-04-12 20:12:03 -0400,ocd-division/country:us/state:ma,,,,MA,1,,S055
K000144,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/K000144.,Robert,Samuel,Kerr,,1896-09-11,M,D,,,,,406310,,,5213,,,,,,,False,,,,13,,,,2013-04-12 20:11:40 -0400,ocd-division/country:us/state:ok,,,,OK,2,,
K000335,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/K000335.,Thomas,Henry,Kuchel,,1910-08-15,M,R,,,,,406489,,,5372,,,,,,,False,,,,9,,,,2013-04-12 20:11:42 -0400,ocd-division/country:us/state:ca,,,,CA,3,,
L000122,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/L000122.,Frank,John,Lausche,,1895-11-14,M,D,,,,,406628,,,5500,,,,,,,False,,,,5,,,,2013-04-12 20:11:42 -0400,ocd-division/country:us/state:oh,,,,OH,3,,
L000425,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/L000425.,Oren,Ethelbirt,Long,,1889-03-04,M,D,,,,,406915,,,5764,,,,,,,False,,,,2,,,,2013-04-12 20:11:39 -0400,ocd-division/country:us/state:hi,,,,HI,3,,
L000415,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/L000415.,Edward,Vaughn,Long,,1908-07-18,M,D,,,,,406906,,,5756,,,,,,,False,,,,1,,,,2013-04-12 20:11:42 -0400,ocd-division/country:us/state:mo,,,,MO,3,,
L000428,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/L000428.,Russell,Billiu,Long,,1918-11-03,,D,,,,,406918,,,5767,,,,,,,False,,,,13,,,,2013-04-12 20:11:52 -0400,ocd-division/country:us/state:la,,,,LA,3,,
M000053,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/M000053.,Warren,Grant,Magnuson,,1905-04-12,M,D,,,,,407081,,,5913,,,,,,,False,,,,17,,,,2013-04-12 20:11:48 -0400,ocd-division/country:us/state:wa,,,,WA,3,,
M000113,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/M000113.,Michael,Joseph,Mansfield,,1903-03-16,M,D,,,,,407137,,,5967,,,,,,,False,,,,9,,,,2013-04-12 20:11:46 -0400,ocd-division/country:us/state:mt,,,,MT,1,,
M000311,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/M000311.,Eugene,Joseph,McCarthy,,1916-03-29,M,I,,,,,407324,,,6134,,,,,,,False,,,,3,,,,2013-04-12 20:11:43 -0400,ocd-division/country:us/state:mn,,,,MN,1,,
M000332,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/M000332.,John,Little,McClellan,,1896-02-25,M,D,,,,,407342,,,6151,,,,,,,False,,,,19,,,,2013-04-12 20:11:47 -0400,ocd-division/country:us/state:ar,,,,AR,2,,
M000445,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/M000445.,Gale,William,McGee,,1915-03-17,,D,,,,,407444,,,6249,,,,,,,False,,,,3,,,,2013-04-12 20:11:46 -0400,ocd-division/country:us/state:wy,,,,WY,1,,
M000486,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/M000486.,Thomas,James,McIntyre,,1915-02-20,M,D,,,,,407481,,,10810,,,,,,,False,,,,1,,,,2013-04-12 20:11:47 -0400,ocd-division/country:us/state:nh,,,,NH,2,,
M000582,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/M000582.,Patrick,Vincent,McNamara,,1894-10-04,M,D,,,,,407573,,,6366,,,,,,,False,,,,7,,,,2013-04-12 20:11:40 -0400,ocd-division/country:us/state:mi,,,,MI,2,,
M000623,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/M000623.,Edwin,Leard,Mechem,,1912-07-02,M,R,,,,,407612,,,10811,,,,,,,False,,,,1,,,,2013-04-12 20:11:41 -0400,ocd-division/country:us/state:nm,,,,NM,1,,
M000671,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/M000671.,Lee,Warren,Metcalf,,1911-01-28,,D,,,,,407656,,,6442,,,,,,,False,,,,1,,,,2013-04-12 20:11:47 -0400,ocd-division/country:us/state:mt,,,,MT,2,,
M000730,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/M000730.,Jack,Richard,Miller,,1916-06-06,M,R,,,,,407709,,,10812,,,,,,,False,,,,1,,,,2013-04-12 20:11:44 -0400,ocd-division/country:us/state:ia,,,,IA,2,,
M000859,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/M000859.,Almer,Stillwell Mike,Monroney,,1902-03-02,,D,,,,,407832,,,6597,,,,,,,False,,,,11,,,,2013-04-12 20:11:42 -0400,ocd-division/country:us/state:ok,,,,OK,3,,
M001014,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/M001014.,Wayne,Lyman,Morse,,1900-10-20,,D,,,,,407981,,,6738,,,,,,,False,,,,17,,,,2013-04-12 20:11:42 -0400,ocd-division/country:us/state:or,,,,OR,3,,
M001022,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/M001022.,Thruston,Ballard,Morton,,1907-08-19,,R,,,,,407989,,,6745,,,,,,,False,,,,5,,,,2013-04-12 20:11:42 -0400,ocd-division/country:us/state:ky,,,,KY,3,,
M001033,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/M001033.,Frank,Edward,Moss,,1911-09-23,M,D,,,,,408000,,,6754,,,,,,,False,,,,3,,,,2013-04-12 20:11:46 -0400,ocd-division/country:us/state:ut,,,,UT,1,,
M001078,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/M001078.,Karl,Earl,Mundt,,1900-06-03,,R,,,,,408043,,,6796,,,,,,,False,,,,13,,,,2013-04-12 20:11:44 -0400,ocd-division/country:us/state:sd,,,,SD,2,,
M001100,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/M001100.,Maurice,J.,Murphy,,1927-10-03,,R,,,,,408064,,,10815,,,,,,,False,,,,1,,,,2013-04-12 20:11:40 -0400,ocd-division/country:us/state:nh,,,,NH,2,,
M001121,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/M001121.,Edmund,Sixtus,Muskie,,1914-03-28,M,D,,,,,408083,,,6831,,,,,,,False,,,,3,,,,2013-04-12 20:11:49 -0400,ocd-division/country:us/state:me,,,,ME,1,,
N000052,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/N000052.,Maurine,Brown,Neuberger,,1907-01-09,F,D,,,,,408140,,,6881,,,,,,,False,,,,1,,,,2013-04-12 20:11:40 -0400,ocd-division/country:us/state:or,,,,OR,2,,
P000100,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/P000100.,John,Orlando,Pastore,,1907-03-17,M,D,,,,,408508,,,7229,,,,,,,False,,,,11,,,,2013-04-12 20:11:46 -0400,ocd-division/country:us/state:ri,,,,RI,1,,
P000166,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/P000166.,James,Blackwood,Pearson,,1920-05-07,M,R,,,,,408571,,,10817,,,,,,,False,,,,1,,,,2013-04-12 20:11:47 -0400,ocd-division/country:us/state:ks,,,,KS,2,,
P000193,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/P000193.,Claiborne,de Borda,Pell,,1918-11-22,M,D,,,,,408597,,,10818,,,,,,,False,,,,1,,,,2013-04-12 20:11:56 -0400,ocd-division/country:us/state:ri,,,,RI,2,,S078
P000552,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/P000552.,Winston,Lewis,Prouty,,1906-09-01,M,R,,,,,408936,,,7637,,,,,,,False,,,,3,,,,2013-04-12 20:11:43 -0400,ocd-division/country:us/state:vt,,,,VT,1,,
P000553,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/P000553.,William,,Proxmire,,1915-11-11,M,D,,,,,408937,,,7638,,,,,,,False,,,,4,,,,2013-04-12 20:11:52 -0400,ocd-division/country:us/state:wi,,,,WI,1,,
R000046,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/R000046.,Jennings,,Randolph,,1902-03-08,M,D,,,,,409027,,,7722,,,,,,,False,,,,3,,,,2013-04-12 20:11:51 -0400,ocd-division/country:us/state:wv,,,,WV,2,,
R000317,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/R000317.,Absalom,Willis,Robertson,,1887-05-27,M,D,,,,,409288,,,7958,,,,,,,False,,,,15,,,,2013-04-12 20:11:41 -0400,ocd-division/country:us/state:va,,,,VA,2,,
R000536,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/R000536.,Richard,Brevard,Russell,,1897-11-02,M,D,,,,,409493,,,8138,,,,,,,False,,,,28,,,,2013-04-12 20:11:44 -0400,ocd-division/country:us/state:ga,,,,GA,2,,
S000021,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/S000021.,Leverett,,Saltonstall,,1892-09-01,M,R,,,,,409540,,,8185,,,,,,,False,,,,17,,,,2013-04-12 20:11:41 -0400,ocd-division/country:us/state:ma,,,,MA,2,,
S000138,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/S000138.,Andrew,Frank,Schoeppel,,1894-11-23,M,R,,,,,409646,,,8270,,,,,,,False,,,,13,,,,2013-04-12 20:11:41 -0400,ocd-division/country:us/state:ks,,,,KS,2,,
S000174,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/S000174.,Hugh,Doggett,Scott,,1900-11-11,M,R,,,,,409680,,,8301,,,,,,,False,,,,3,,,,2013-04-12 20:11:46 -0400,ocd-division/country:us/state:pa,,,,PA,1,,
S000434,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/S000434.,Milward,Lee,Simpson,,1897-11-12,M,R,,,,,409928,,,10820,,,,,,,False,,,,1,,,,2013-04-12 20:11:41 -0400,ocd-division/country:us/state:wy,,,,WY,2,,
S000505,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/S000505.,George,Armistead,Smathers,,1913-11-14,M,D,,,,,409992,,,8593,,,,,,,False,,,,11,,,,2013-04-12 20:11:42 -0400,ocd-division/country:us/state:fl,,,,FL,3,,
S000517,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/S000517.,Benjamin,A.,Smith,,1916-03-26,M,D,,,,,410001,,,10822,,,,,,,False,,,,1,,,,2013-04-12 20:11:40 -0400,ocd-division/country:us/state:ma,,,,MA,1,,
S000590,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/S000590.,Margaret,Chase,Smith,,1897-12-14,F,R,,,,,410070,,,8666,,,,,,,False,,,,13,,,,2013-04-12 20:11:44 -0400,ocd-division/country:us/state:me,,,,ME,2,,
