english,hungarian
decimal,decimális
deep,mély
degree,fok
depend,függ
describe,leírni
desert,sivatag
design,tervezés
determine,határozza meg
develop,fejleszt
dictionary,szótár
did,tett
die,meghal
differ,különböznek
difficult,nehéz
direct,közvetlen
discuss,megvitassák
distant,távoli
divide,szakadék
division,osztás
do,csinálni
doctor,orvos
does,nem
dog,kutya
dollar,dollárral
done,kész
don’t,nem
door,ajtó
double,dupla
down,lefelé
draw,felhívni
dream,álom
dress,ruha
drink,ital
drive,meghajtó
drop,csepp
dry,száraz
duck,kacsa
during,alatt
each,minden
ear,fül
early,korai
earth,föld
ease,könnyű
east,kelet
eat,eszik
edge,él
effect,hatás
egg,tojás
eight,nyolc
either,vagy
electric,elektromos
element,elem
else,más
end,end
enemy,ellenség
energy,energia
engine,motor
enough,elég
enter,be
equal,egyenlő
equate,egyenlővé
especially,különösen
even,még
evening,este
event,esemény
ever,valaha
every,minden
exact,pontos
example,példa
except,kivéve
excite,gerjeszti
exercise,gyakorlat
expect,vár
experience,tapasztalat
experiment,kísérlet
eye,szem
face,arc
fact,tény
fair,vásár
fall,esik
family,család
famous,híres
far,messze
farm,gazdasági
fast,gyors
fat,zsír
father,apa
favor,előnyben
fear,félelem
feed,etet
feel,"úgy érzi,"
feet,láb
fell,esett
felt,"úgy érezte,"
few,kevés
field,mező
fig,füge
fight,harc
figure,ábra
fill,töltse
final,utolsó
find,talál
fine,finom
finger,ujj
finish,befejez
fire,tűz
first,első
fish,hal
fit,megfelelő
five,öt
flat,lapos
floor,emelet
flow,folyik
flower,virág
fly,légy
follow,kövesse
food,étel
foot,láb
for,a
force,erő
forest,erdő
form,űrlap
forward,előre
found,talált
four,négy
fraction,frakció
free,ingyenes
fresh,friss
friend,barát
from,a
front,első
fruit,gyümölcs
full,teljes
fun,tréfa
game,játék
garden,kert
gas,gáz
gather,gyűjt
gave,adott
general,általános
gentle,szelíd
get,kap
girl,lány
give,ad
glad,boldog
glass,üveg
go,megy
gold,arany
gone,elmúlt
good,jó
got,kapott
govern,kormány
grand,nagy
grass,fű
gray,szürke
great,nagy
green,zöld
grew,nőtt
ground,föld
group,csoport
grow,nő
guess,gondolom
guide,útmutató
gun,pisztoly
had,volt
hair,haj
half,fél
hand,kézi
happen,történik
happy,boldog
hard,kemény
has,van
hat,kalap
have,van
he,ő
head,fej
hear,hall
heard,hallott
heart,szív
heat,hő
heavy,nehéz
held,tartotta
help,segítség
her,ő
here,itt
high,nagy
hill,hegy
him,neki
his,övé
history,történelem
hit,hit
hold,tartsa
hole,lyuk
home,otthon
hope,remény
horse,ló
hot,forró
hour,óra
house,ház
how,hogyan
huge,hatalmas
human,emberi
hundred,száz
hunt,vadászat
hurry,siess
i,i
ice,jég
idea,ötlet
if,ha
imagine,képzelni
in,itt
inch,hüvelyk
include,többek között
indicate,"azt mutatják,"
industry,ipar
insect,rovar
instant,azonnali
instrument,eszköz
interest,kamat
invent,feltalál
iron,vas
is,az
island,sziget
it,azt
job,munka
join,csatlakozik
joy,öröm
jump,ugrás
just,csak
keep,tart
kept,tartott
key,kulcs
kill,megöl
kind,kedves
king,király
knew,tudta
know,tudja
lady,hölgy
lake,tó
land,föld
language,nyelv
large,nagy
last,utolsó
late,késő
laugh,nevetés
law,törvény
lay,világi
lead,vezet
learn,tanul
least,legkevésbé
leave,elhagy
led,vezetett
left,balra
leg,láb
length,hossz
less,kevesebb
let,legyen
letter,levél
level,szint
lie,hazugság
life,élet
lift,lift
light,fény
like,hasonló
line,vonal
liquid,folyadék
list,lista
listen,hallgat
little,kis
live,él
locate,elhelyez
log,log
lone,magányos
long,hosszú
look,néz
lost,elveszett
lot,sok
loud,hangos
love,szerelem
low,alacsony
machine,gép
made,készült
magnet,mágnes
main,fő
major,nagyobb
make,hogy
man,férfi
many,sok
map,térkép
mark,jel
market,piac
mass,tömeg
master,gazda
match,mérkőzés
material,anyagi
matter,kérdés
may,lehet
me,nekem
mean,átlagos
meant,jelentett
measure,intézkedés
meat,hús
meet,találkozik
melody,dallam
men,férfiak
metal,fém
method,módszer
middle,középső
might,talán
mile,mérföld
milk,tej
million,millió
mind,elme
mine,az enyém
minute,perc
miss,miss
mix,mix
modern,modern
molecule,molekula
moment,pillanat
money,pénz
month,hónap
moon,hold
more,több
morning,reggel
most,legtöbb
mother,anya
motion,mozgás
mount,tartó
mountain,hegyi
mouth,száj
move,lépés
much,sokkal
multiply,szaporodnak
music,zene
must,kell
my,én
name,név
nation,nemzet
natural,természetes
nature,természet
near,közel
necessary,szükséges
neck,nyak
need,szükség
neighbor,szomszéd
never,soha
new,új
next,következő
night,éjszaka
nine,kilenc
no,nincs
noise,zaj
noon,dél
nor,sem
north,északi
nose,orr
note,hangjegy
nothing,semmi
notice,értesítés
noun,főnév
now,jelenleg
number,szám
numeral,szám
object,tárgy
observe,tartsa
occur,előfordul
ocean,óceán
of,a
off,le
offer,kínálat
office,iroda
often,gyakran
oh,oh
oil,olaj
old,régi
on,szóló
once,egyszer
one,egy
only,csak
open,nyitott
operate,működik
opposite,szemben
or,vagy
order,rendelés
organ,orgona
original,eredeti
other,más
our,mi
out,ki
over,át
own,saját
oxygen,oxigén
page,oldal
paint,festék
pair,pár
paper,papír
paragraph,bekezdés
parent,szülő
part,rész
particular,különös
party,fél
pass,át
past,múlt
path,út
pattern,minta
pay,fizet
people,emberek
perhaps,talán
period,időszak
person,személy
phrase,kifejezés
pick,vegye
picture,kép
piece,darab
pitch,pályán
place,hely
plain,sima
plan,terv
plane,repülőgép
planet,bolygó
plant,növény
play,játék
please,kérem
plural,többes
poem,vers
point,pont
poor,szegény
populate,benépesít
port,porton
pose,jelent
position,pozíció
possible,lehetséges
post,posta
pound,font
power,teljesítmény
practice,gyakorlat
prepare,előkészítése
present,jelenlegi
press,sajtó
pretty,szép
print,nyomtatás
probable,valószínű
problem,probléma
process,folyamat
produce,termel
product,termék
proper,megfelelő
property,ingatlan
protect,védelme
prove,bizonyít
provide,hogy
pull,húzza
push,nyomja
put,tesz
quart,liter
question,kérdés
quick,gyors
quiet,csendes
quite,egészen
quotient,hányados
race,verseny
radio,rádió
rail,sín
rain,eső
raise,fel
ran,futott
range,tartomány
rather,inkább
reach,elérni
read,olvas
ready,kész
real,valóságos
reason,ok
receive,kap
record,rekord
red,piros
region,terület
remember,emlékezik
repeat,ismétlés
reply,válasz
represent,képviseli
require,szükség
rest,pihenés
result,eredmény
rich,gazdag
ride,út
right,jobb
ring,gyűrű
rise,emelkedik
river,folyó
road,út
rock,kő
roll,tekercs
room,szoba
root,gyökér
rope,kötél
rose,rózsa
round,kerek
row,sor
rub,dörzsölje
rule,szabály
run,fuss
safe,biztonságos
said,mondta
sail,vitorla
salt,só
same,ugyanaz
sand,homok
sat,ült
save,kivéve
saw,fűrész
say,mondjuk
scale,skála
school,iskola
science,tudomány
score,pontszám
sea,tenger
search,keresés
season,szezon
seat,ülés
second,második
section,rész
see,lásd
seed,mag
seem,látszik
segment,szegmens
select,válassza
self,self
sell,elad
send,küld
sense,értelme
sent,küldött
sentence,mondat
separate,külön
serve,szolgál
set,készlet
settle,rendezni
seven,hét
several,több
shall,kell
shape,forma
share,részvény
sharp,éles
she,ő
sheet,ív
shell,kagyló
shine,ragyog
ship,hajó
shoe,cipő
shop,üzlet
shore,part
short,rövid
should,kellene
shoulder,váll
shout,kiáltás
show,előadás
side,oldal
sight,látvány
sign,jel
silent,csendes
silver,ezüst
similar,hasonló
simple,egyszerű
since,óta
sing,énekel
single,egyetlen
sister,nővére
sit,ül
six,hat
size,méret
skill,készség
skin,bőr
sky,ég
slave,rabszolga
sleep,alvás
slip,csúszás
slow,lassú
small,kicsi
smell,szag
smile,mosoly
snow,hóban
so,így
soft,puha
soil,talaj
soldier,katona
solution,megoldás
solve,megoldani
some,néhány
son,fiú
song,dal
soon,hamar
sound,hang
south,délre
space,hely
speak,beszél
special,speciális
speech,beszéd
speed,sebesség
spell,varázslat
spend,költ
spoke,küllős
spot,folt
spread,terjedését
spring,tavasz
square,tér
stand,állvány
star,csillag
start,kezdet
state,állami
station,állomás
stay,marad
stead,helyett
steam,gőz
steel,acél
step,lépés
stick,bot
still,még mindig
stone,kő
stood,állt
stop,megáll
store,üzlet
story,történet
straight,egyenes
strange,furcsa
stream,folyam
street,utca
stretch,szakaszon
string,húr
strong,erős
student,diák
study,tanulmány
subject,téma
substance,anyag
subtract,levon
success,siker
such,ilyen
sudden,hirtelen
suffix,utótag
sugar,cukor
suggest,javasol
suit,öltöny
summer,nyár
sun,nap
supply,ellátás
support,támogatás
sure,biztos
surface,felület
surprise,meglepetés
swim,úszás
syllable,szótag
symbol,szimbólum
system,rendszer
table,táblázat
tail,farok
take,hogy
talk,beszélgetés
tall,magas
teach,tanít
team,csapat
teeth,fogak
tell,mondd meg
temperature,hőmérséklet
ten,tíz
term,kifejezés
test,teszt
than,mint
thank,köszönöm
that,hogy
the,az
their,ezek
them,őket
then,akkor
there,ott
these,ezeket
they,ők
thick,vastag
thin,vékony
thing,dolog
think,gondol
third,harmadik
this,ezt
those,azok
though,bár
thought,gondolat
thousand,ezer
three,három
through,keresztül
throw,dobja
thus,így
tie,nyakkendő
time,idő
tiny,apró
tire,gumiabroncs
to,hogy
together,együtt
told,mondta
tone,tónus
too,túl
took,vett
tool,eszköz
top,felső
total,teljes
touch,érintés
toward,felé
town,város
track,pálya
trade,kereskedelem
train,vonat
travel,utazás
tree,fa
triangle,háromszög
trip,utazás
trouble,baj
truck,teherautó
true,igaz
try,próbálja
tube,cső
turn,viszont
twenty,húsz
two,két
type,típus
under,alatt
unit,egység
until,míg
up,up
us,nekünk
use,használat
usual,szokásos
valley,völgy
value,érték
vary,változik
verb,ige
very,nagyon
view,nézet
village,falu
visit,látogatás
voice,hang
vowel,magánhangzó
wait,várjon
walk,séta
wall,fal
want,akar
war,háború
warm,meleg
was,volt
wash,mosás
watch,karóra
water,víz
wave,hullám
way,út
we,mi
wear,kopás
weather,időjárás
week,hét
weight,súly
well,jól
went,ment
were,voltak
west,west
what,milyen
wheel,kerék
when,amikor
where,ahol
whether,akár
which,amely
while,míg
white,fehér
who,aki
whole,egész
whose,akinek
why,miért
wide,széles
wife,feleség
wild,vad
will,fog
win,győzelem
wind,szél
window,ablak
wing,szárny
winter,tél
wire,drót
wish,szeretnék
with,-val
woman,nő
women,nők
wonder,csoda
won’t,nem fog
wood,fa
word,szó
work,munka
world,világ
would,lenne
write,ír
written,írott
wrong,rossz
wrote,írta
yard,udvar
year,év
yellow,sárga
yes,igen
yet,még
you,ön
young,fiatal
your,ön
