speed,ka mämä holo
spell,wale
spend,ke lilo aku
spoke,olelo
spot,wahi
spread,hoolaha aku
spring,waipuna
square,pāhoʻonui
stand,ku
star,hoku
start,hoʻomaka
state,moku’āina
station,wahi
stay,noho
stead,wahi
steam,mahu
steel,kila
step,’anuʻu
stick,koʻokoʻo
still,malie
stone,pohaku
stood,ku
stop,hooki
store,hale kūʻai
story,moʻolelo
straight,pololei
strange,malihini
stream,kahawai o
street,alanui
stretch,’ō
string,kaula
strong,ikaika
student,haumana
study,like
subject,kumuhana
substance,waiwai
subtract,unuhi
success,holomua
such,ia
sudden,ulia
suffix,kau hope
sugar,kōpaʻa
suggest,paipai
suit,hoopii
summer,ke kau
sun,lā
supply,lako hou
support,kākoʻo
sure,"paa,"
surface,ili
surprise,haohao
swim,’auʻau
syllable,syllable
symbol,hōʻailona
system,nenoaiu
table,papaʻaina
tail,huelo
take,lawe
talk,o anakuhi
tall,kiʻekiʻe
teach,ao
team,hui
teeth,niho
tell,hai aku
temperature,wela
ten,ʻumi
term,manawa
test,hōʻike
than,mamua o
thank,aloha
that,ia
the,ka
their,ko lakou
them,ia lakou
then,"alaila,"
there,laila
these,mau
they,lakou
thick,manoanoa
thin,lahilahi
thing,mea
think,manao
third,ke kolu
this,keia
those,mau
though,nae
thought,manaʻo
thousand,tausani
three,ʻekolu
through,ma
throw,hoolei
thus,pela
tie,ka hawai i
time,manawa
tiny,wahi
tire,kaea
to,i
together,pu
told,haʻi
tone,leo
too,oi aku
took,lawe
tool,hoʻopololei
top,luna
total,huina
touch,hoopa aku
toward,ma
town,kulanakauhale
track,track
trade,kuai
train,nalowale
travel,hele
tree,laau
triangle,triangle
trip,huakai
trouble,pilikia
truck,kona kalaka
true,oiaio
try,hoao
tube,tube
turn,huli
twenty,ʻiwakālua
two,ʻelua
type,ʻano
under,malalo o
unit,pa alima
until,a hiki i
up,ae la
us,makou
use,hoʻohana
usual,mau
valley,awāwa
value,waiwai
vary,lauwili
verb,verb
very,loa
view,hawaii
village,kauhale
visit,makaikai.
voice,leo
vowel,vowel
wait,kali
walk,hele
wall,pa
want,makemake
war,kaua
warm,pumehana
was,ia
wash,holoi ai
watch,kiai
water,ka wai
wave,hawewe
way,ala
we,makou
wear,komo
weather,map
week,pule
weight,kaumaha
well,pono
went,hele
were,he
west,komohana
what,ka mea
wheel,huila
when,i ka wa
where,kahi
whether,paha
which,ka mea
while,oiai
white,keʻokeʻo
who,ka mea
whole,a pau
whose,kona
why,no ke aha mai
wide,"ka laula,"
wife,wahine
wild,hihiu
will,makemake
win,lanakila ’
wind,makani
window,puka makani
wing,’ēheu
winter,hooilo
wire,uea
wish,makemake
with,me
woman,wahine
women,na wahine
wonder,hoohuoi
won’t,e ole
wood,laau
word,olelo
work,hana
world,ao
would,makemake
write,kakau
written,kakauia
wrong,hewa
wrote,kakau iho la
yard,iwilei
year,makahiki
yellow,melemele
yes,ʻae
yet,"aka,"
you,oe
young,opiopio
your,oukou
